head,role,condition,signed_mean,mean_absolute_pair,max_absolute_pair,mean_absolute_family
L25H18,target,corruption,-0.059263626107713185,0.13973937907139766,0.5488724485039711,0.1376982027373742
L25H18,source,reorder,0.011077583827682216,0.0130777579690402,0.081477403640747,0.011144894587596325
L25H18,source,corruption,0.0011307209702863426,0.003099757034397001,0.0172214694321155,0.002984175855999599
L25H20,target,reorder,-1.9869763491442264e-05,8.482052144243439e-05,0.0003083447227254,4.817735389222701e-05
L25H20,target,corruption,2.1879530686425422e-05,0.00014899691013849114,0.0005984052550047,0.00013688211474797459
L25H20,source,reorder,0.0001358960971628871,0.00014676913251602985,0.0013459420297294,0.0001358960971628871
L25H20,source,corruption,2.1635551092909752e-05,4.979079021722256e-05,0.0001521729573141,4.516952067205394e-05
L25H21,target,reorder,-0.011712215369334441,0.020492210943484628,0.2728230953216553,0.01826190132996997
L25H21,target,corruption,0.031884141976479444,0.13013348382664844,0.6360282003879547,0.12977177397115155
L25H21,source,reorder,0.005161790400234132,0.005606996456117436,0.034040605649352,0.005161790400234132
L25H21,source,corruption,-1.3581822713623712e-06,0.0013036228421696697,0.0067117381840944,0.0012814124293071961
L26H23,target,reorder,-0.016639875434339046,0.09283813079819081,0.4584504961967468,0.055259943846613147
L26H23,target,corruption,0.0039950159145519136,0.25003951566759497,0.7138678096234798,0.24084140381310135
L26H23,source,reorder,-0.005160003982018665,0.008425313769839656,0.0337842833250761,0.006949444324709443
L26H23,source,corruption,0.0012751067581120898,0.012114328501047513,0.0715404711663723,0.011827279283897912
L26H31,target,reorder,-0.002112615236546838,0.014102643844671497,0.1110880970954895,0.008473855943884681
L26H31,target,corruption,-0.07518214936717413,0.08076065234490666,0.8815979231148958,0.08020921373390591
L26H31,source,reorder,0.0237412461210624,0.024470782383286812,0.2455653250217437,0.023964454962697317
L26H31,source,corruption,0.00040766347374301856,0.006428244043490805,0.1130533814430236,0.006404298452252948
L27H23,target,reorder,-0.0009406183235113989,0.0009742054302477709,0.0024125264026224,0.0009406183235113987
L27H23,target,corruption,0.00028530049312393697,0.0009604051039786541,0.0065513206645846,0.0009400518349138614
L27H23,source,reorder,-0.002402093134878624,0.0024253429975942243,0.0084500927478075,0.0024020931348786236
L27H23,source,corruption,0.00018733830074779527,0.0011158826004247654,0.0048634782433509,0.0010810425330418703
L27H6,target,reorder,0.009910242108162477,0.0935183384339325,0.3270206451416015,0.061016287736128993
L27H6,target,corruption,-0.08524810530943797,0.28555986072169615,0.80304956715554,0.27338396991835906
L27H6,source,reorder,0.0008922285026528481,0.0017401377132045647,0.017629669047892,0.0008922285026528483
L27H6,source,corruption,-0.0006287233989951242,0.0007320826557588327,0.0112922526895999,0.0007037091638266911
L28H1,target,reorder,5.1854475168507794e-05,0.0004418718570377374,0.0017982490826398,0.0003160998865496203
L28H1,target,corruption,6.181045755511381e-05,0.000439413126150575,0.0019174716435372,0.0004133133174036279
L28H1,source,reorder,0.0002622230880660673,0.0003348739352076824,0.0015513821272179,0.00027275273896518626
L28H1,source,corruption,-1.9653345225365337e-05,0.00011625220868151509,0.0004218781832605,0.00010352656609026586
L28H15,target,reorder,0.0011893875896930675,0.010056881792843298,0.040158025920391,0.006703463057056047
L28H15,target,corruption,0.008349960623309017,0.034154378902167035,0.1066609639674425,0.03405139027163382
L28H15,source,reorder,0.00493923339672615,0.00541870050801657,0.0171413477510213,0.00493923339672615
L28H15,source,corruption,-2.262798516313143e-05,0.001366858508845277,0.0109064923599362,0.0013242823872132736
L29H5,target,reorder,-0.000901831770897835,0.001630489298258855,0.0066718952730298,0.0010505231533897998
L29H5,target,corruption,-0.00011571877403185218,0.0008576047315727558,0.0037052165716886,0.0008353240671567279
L29H5,source,reorder,-0.0011366974897100359,0.0015742710776975879,0.0048224235652014,0.0013757293447269757
L29H5,source,corruption,-0.00012978761224075635,0.00034321758430447513,0.0011665397323668,0.00030598544981327587
L2H1,target,reorder,0.00020877561182714748,0.0011704934062435799,0.0061738532967865,0.0009213481156620816
L2H1,target,corruption,0.00034719243121798164,0.001885168734588607,0.0099228383041918,0.0018462745501892116
L2H1,source,reorder,-0.0003492004718282372,0.001215288216189898,0.0061363376444205,0.0008201938311685672
L2H1,source,corruption,-2.5751731300253912e-05,5.152161902514521e-05,0.0002426509745419,4.6041009773027645e-05
L2H21,target,reorder,-0.0009303887491114409,0.0035267580184153795,0.0215336289256811,0.001707786077167826
L2H21,target,corruption,0.0012899401132017332,0.007724158605560616,0.045260239392519,0.007664274750277364
L2H21,source,reorder,0.0017886543937492981,0.0027923015353735073,0.0142656043171882,0.002108978660544354
L2H21,source,corruption,-1.9203987903897753e-06,0.0001712026656605064,0.0004421081393957,0.0001534970826469124
L2H22,target,reorder,-0.00269714414025654,0.003592014062451155,0.009746465831995,0.00289362058392723
L2H22,target,corruption,-0.00017501091933808837,0.0021530616388190016,0.0083904508501291,0.0021530616388190016
L2H22,source,reorder,-0.00010050414421129824,0.0010039408429292527,0.0029166149906814,0.0004945656604831949
L2H22,source,corruption,2.7533969841897488e-06,3.116786829195917e-05,8.605699986219406e-05,2.658250741660595e-05
L30H13,target,reorder,-0.00316647847648708,0.00529869575984771,0.018732201308012,0.004205012251622951
L30H13,target,corruption,-0.005011395725887239,0.010100146813783739,0.0346891433000564,0.009896358719561195
L30H13,source,reorder,-0.00020139421976636123,0.0016082066314992954,0.0122681707143783,0.0013038298551691417
L30H13,source,corruption,-3.837400872726058e-05,0.001450320685398718,0.0047463662922382,0.001289717681356674
L30H18,target,reorder,-7.624786812812732e-05,0.019324700417928352,0.0890426021069288,0.007421155530028027
L30H18,target,corruption,0.009675211459398269,0.04601274677552279,0.1674156635999679,0.0456976069603115
L30H18,source,reorder,0.02219275560346428,0.02314859850448552,0.0771312993019819,0.02219275560346428
L30H18,source,corruption,-0.0026494362449738977,0.004705687757814253,0.047648649662733,0.004525241773808332
L30H3,target,reorder,0.0029857527348212975,0.012684383906889658,0.086353063583374,0.009868630033452027
L30H3,target,corruption,-0.01155271414900198,0.046152202354278374,0.1943442896008491,0.046152202354278374
L30H3,source,reorder,0.009261826183501359,0.009722036992752644,0.0453804954886436,0.00926182618350136
L30H3,source,corruption,-0.001783633348532009,0.0025836815097136064,0.0478217452764511,0.00256232247338627
L31H1,target,reorder,-0.00379198128357528,0.014036290906369642,0.0652712881565094,0.008048343099653705
L31H1,target,corruption,0.0033144225366413724,0.016838196385651778,0.0857520103454589,0.016503483150154312
L31H1,source,reorder,0.02035459894686934,0.02168283686041828,0.1112688509747386,0.02052522241137918
L31H1,source,corruption,0.0019142266479320823,0.005647261545527682,0.0332563202828168,0.005490671389270537
L3H11,target,reorder,-0.009721691394224739,0.0141547808423638,0.0390528552234172,0.010601061908528183
L3H11,target,corruption,0.0009679717477411051,0.011689048307016446,0.0350578483194112,0.011345020914450252
L3H11,source,reorder,-0.0037381230387836554,0.007852259767241725,0.0259860325604677,0.004663654789328561
L3H11,source,corruption,5.439319647847446e-06,0.00033495558891441675,0.0010112784802913,0.00023113754577932353
L4H0,target,reorder,0.000180417676165214,0.00029865791875632376,0.0012785112485289,0.00020919162052448933
L4H0,target,corruption,9.613096044630405e-05,0.0004009053765912118,0.0016769658541306,0.0003999585795099425
L4H0,source,reorder,0.00012284628101040995,0.00014342819267765825,0.0023439426440745,0.00012731508541035855
L4H0,source,corruption,-6.921715248608962e-06,1.3487746036844328e-05,6.425584433600307e-05,1.1781200737459584e-05
L5H18,target,reorder,0.0008095497032627238,0.0016193219169508186,0.0092693176120519,0.0012350686825811637
L5H18,target,corruption,-0.0009347658749902611,0.004646422361838579,0.0217300131916999,0.0046458885393803415
L5H18,source,reorder,0.0037378045031800505,0.0038816293119452406,0.0139141897670924,0.0037378045031800505
L5H18,source,corruption,-2.6933121262119023e-05,0.00022320812568066138,0.001119727268815,0.00020986756426279854
L6H12,target,reorder,0.0008755317016038895,0.0014398307306691615,0.0051222089678049,0.0011460766603704315
L6H12,target,corruption,-4.640980332626145e-05,0.0011051532608689265,0.0047362488694489,0.0010185414197621514
L6H12,source,reorder,0.0002172366876038668,0.0006661999694187617,0.0020443662069737,0.0004202607713523061
L6H12,source,corruption,-1.611226180102301e-05,5.25446346728044e-05,0.0002010238822549,4.815369320566826e-05
L6H2,target,reorder,0.000213193571107673,0.00023057919534036909,0.0008421850507147,0.00021487883423103625
L6H2,target,corruption,3.511746981530144e-05,0.00011547550020620878,0.0003182661603204,0.00011071634289690014
L6H2,source,reorder,0.00014454924894378136,0.00017902789477372685,0.0006367140449583,0.000159793995408086
L6H2,source,corruption,-9.511900134382663e-06,2.0009315630884735e-05,0.0001035667373798,1.826310908654508e-05
L6H24,target,reorder,1.715728118369711e-05,2.3539860717389586e-05,0.0003406840623938,1.7957522823050882e-05
L6H24,target,corruption,-4.778248870704842e-06,1.5043902919840107e-05,0.0001552384887872,1.4981516983423276e-05
L6H24,source,reorder,5.619003707126296e-06,2.7701399073968093e-05,0.0002946680324384,8.01185587988749e-06
L6H24,source,corruption,-1.3538654094702452e-06,1.8137163500853148e-06,3.777889651246369e-05,1.6659191011569873e-06
L7H1,target,reorder,-0.0036017564270878224,0.0070697134913643486,0.0172830238007009,0.0043897204945096725
L7H1,target,corruption,-0.00033207565720657967,0.0012285839504328953,0.0041226036846637,0.0011918557895114253
L7H1,source,reorder,-0.0008487399318255522,0.003367779433028723,0.0086652651662006,0.0017802776827011216
L7H1,source,corruption,-2.00539448996899e-05,0.00016491831920573043,0.0009965971112251,0.00015645721869075223
L7H18,target,reorder,-0.004998037079349151,0.01062460774555798,0.0309212449938058,0.006068183435127126
L7H18,target,corruption,-0.0020033624139614353,0.007548674766439894,0.0336470305919647,0.007495670800562905
L7H18,source,reorder,-0.00019433226552790866,0.0032104854763019336,0.0103593040257692,0.0016231566492933634
L7H18,source,corruption,-7.09364307112982e-05,0.0003517442732117635,0.0025218781083822,0.00031671602046113835
L7H25,target,reorder,-0.004400637885555612,0.00741124193882566,0.0192105446476489,0.0046096495352685295
L7H25,target,corruption,-0.0008714522642549042,0.0027368015784304143,0.0110371727496385,0.002639673737576194
L7H25,source,reorder,-0.0035895468034141216,0.007235197834233942,0.0219958118395879,0.005200283828162346
L7H25,source,corruption,-0.0001393011945765434,0.0002874421334126694,0.0021797306835651,0.00028061379271091056
L8H15,target,reorder,-0.000703402589715547,0.0020229650093824244,0.0087740732124075,0.0009279537800466617
L8H15,target,corruption,-9.208039264194494e-05,0.0006028115210937923,0.003527219640091,0.000579078875307426
L8H15,source,reorder,-0.0014270447129092598,0.0026832985844520976,0.0066011909511871,0.0019208391888241652
L8H15,source,corruption,-6.830188794980233e-07,0.00010884847724809048,0.0005137640982866,0.000106000695086538
L8H16,target,reorder,-0.0005963837495073539,0.0019298197585157523,0.0054277777671813,0.0009443892398848987
L8H16,target,corruption,0.001052877513575364,0.0027442068007075735,0.0128892515785992,0.002728246504557277
L8H16,source,reorder,-0.0003009379848663005,0.0005794773263914603,0.0026362941134721,0.0005016396557038819
L8H16,source,corruption,-1.202501152874672e-05,0.00011998015543210412,0.0004751021042466,0.00011692453845168554
L8H8,target,reorder,-0.00011561576975509752,0.0010957134654744974,0.0050802591722458,0.00026990105397998695
L8H8,target,corruption,-0.00020874895417363927,0.0012761104197124473,0.005754264187999,0.0012609191806404404
L8H8,source,reorder,-0.0009538720682030252,0.001304684710339597,0.0033760154619812,0.0010494008631212301
L8H8,source,corruption,2.6201701257373505e-05,0.00023382431827482752,0.0012447787448763,0.0002323568798601346
L9H16,target,reorder,-1.1346966573451299e-06,3.660578881294365e-05,0.0001687275716903,2.2680011551297103e-05
L9H16,target,corruption,-8.367043426460615e-06,2.554493709112374e-05,0.0001211166454595,2.540866004210055e-05
L9H16,source,reorder,-3.2546788344228734e-05,0.00014010370243225351,0.0008948241957114,7.432942462059732e-05
L9H16,source,corruption,-1.6065645655769913e-05,3.1528387017938686e-05,0.0002964673331007,3.1186910217680154e-05
L9H17,target,reorder,-0.004813193960580972,0.011934463714715047,0.0358018279075622,0.005288797093089674
L9H17,target,corruption,-0.0018765871529467348,0.008161564113106534,0.0261847227811813,0.008097826351877262
L9H17,source,reorder,0.002022039669100178,0.004836423881351908,0.01422119140625,0.0035785249550826575
L9H17,source,corruption,-4.223144496790786e-05,0.0009616145805920986,0.0040006078779697,0.0009121717594097947
L9H22,target,reorder,-0.00016819536831461193,0.0005547768392716037,0.0019519027555361,0.00042372707539468636
L9H22,target,corruption,-6.491446692961626e-05,0.0006517118221381256,0.0022129424614831,0.0006278262095292686
L9H22,source,reorder,3.258806027587338e-05,0.000138474073173681,0.00051354104653,9.649747371438656e-05
L9H22,source,corruption,8.772483124632653e-06,3.492279720375975e-05,0.0001872251741588,3.242976308683594e-05
L9H23,target,reorder,7.67911900766041e-05,0.00010878649773074346,0.0005742621142417,8.069004470597722e-05
L9H23,target,corruption,1.740978950692873e-05,0.00011451413192842158,0.000635287084151,0.0001122575329645537
L9H23,source,reorder,0.00010702558320188027,0.0001117681265895727,0.0004038122133351,0.00010702558320188027
L9H23,source,corruption,8.020884706634623e-06,2.462509692122281e-05,0.0001556330244056,2.306526366737258e-05
L9H26,target,reorder,-0.0025710635760333106,0.004718209861312016,0.0130909371655434,0.003283947921590845
L9H26,target,corruption,-1.7137499526078238e-06,0.0013271448493469098,0.0070337932556867,0.0012917204294353342
L9H26,source,reorder,-0.007038775088585654,0.009975830153416559,0.0254869458149187,0.007652996331307779
L9H26,source,corruption,0.00026643473829607696,0.0007235050230519519,0.002206839621067,0.0007037534116534187
L9H6,target,reorder,-0.0014562648604623952,0.004219289461616383,0.0101657761260867,0.002025157434400171
L9H6,target,corruption,7.801398751326508e-05,0.002256401610793495,0.0084585938602685,0.0022564016107934947
L9H6,source,reorder,-0.00736348665668627,0.010703607689356387,0.0274519980885088,0.008473005093401268
L9H6,source,corruption,-0.00046149165718815043,0.0008109670074190507,0.0034267362207174,0.0008015414990949936
