head,role,condition,signed_mean,mean_absolute_pair,max_absolute_pair,mean_absolute_family
L25H11,source,reorder,0.0002531869762606029,0.0002785291148029214,0.0011586523032747,0.00026508982882657783
L25H11,source,corruption,1.600346768100646e-05,0.00010579473782852393,0.000312216754537,8.751067689443474e-05
L25H13,target,reorder,-3.139840555375131e-06,0.00016636905784249819,0.0008270340622402,0.00011562856088855966
L25H13,target,corruption,-6.527021105283529e-05,0.00017899658050733475,0.0008057855302467,0.00016588113139728947
L25H13,source,reorder,7.34111781639381e-05,0.00013996758571008174,0.0004423330537974,0.00012179464465586743
L25H13,source,corruption,-6.383574873325011e-06,0.00010924904381679322,0.0002721971832215,8.928200586522063e-05
L25H15,target,reorder,0.0002197111229179418,0.0007298278476809683,0.0030527792405337,0.0005083251366158716
L25H15,target,corruption,4.991276364307551e-05,0.000850024804822128,0.0022410608362406,0.000779451438575016
L25H15,source,reorder,0.0007492328542866354,0.0007820472805178218,0.0032952325418591,0.0007583932354463788
L25H15,source,corruption,1.664156952757442e-05,0.00015937297066554045,0.0006984368665143,0.00012782995690938865
L25H17,target,reorder,0.00011258211889069637,0.002209914104605511,0.006196953356266,0.0012974553872481683
L25H17,target,corruption,-0.00036721549840876006,0.0015798878055647448,0.006732658483088,0.0014397208418813199
L25H17,source,reorder,0.0005420833578682342,0.0019262884379713358,0.0055976938456296,0.001298028456221778
L25H17,source,corruption,0.0004354425473138532,0.0012830584222683111,0.0057071615010499,0.001208847068482968
L25H18,target,reorder,0.0067412537289783265,0.03076400877907868,0.1304464936256408,0.028332559741102124
