writer,site,readout,p_intact,p_none,p_irrelevant,p_head_site,p_corrupted,intact_minus_none,intact_minus_irrelevant
L15H25,query_child_last,identity,0.0002405118268741768,4.2863041852905066e-05,0.00022167662660642996,0.0002444500575415095,0.00025092893394657284,0.0001976487850212717,1.883520026774683e-05
L15H25,query_child_last,mother_of,0.0024913677670591397,0.0019272509067597924,0.0024493528919732497,0.002494916925573393,0.002486807988337455,0.0005641168602993471,4.2014875085889623e-05
L15H25,query_is,identity,0.00020944004524839124,4.2863041852905066e-05,0.00019620771946116545,0.00020971468823411643,0.00019822416164464772,0.0001665770033954862,1.3232325787225821e-05
L15H25,query_is,mother_of,0.0023890312203706508,0.0019272509067597924,0.0023877435706091614,0.0023890042677859836,0.002389895613886659,0.00046178031361085784,1.2876497614892784e-06
L17H1,query_is,identity,0.0003732801875240721,4.2863041852905066e-05,0.00028223007685094386,0.0002897973097411133,0.00028490723107090155,0.0003304171456711671,9.105011067312823e-05
L17H1,query_is,mother_of,0.0022436285144084847,0.0019272509067597924,0.002231171954053185,0.002233897574603617,0.002231596431928027,0.00031637760764869184,1.2456560355299478e-05
L17H1,query_period,identity,0.00033040494798074454,4.2863041852905066e-05,0.00032243511205779,0.0003238871392059927,0.0003227306666524615,0.0002875419061278394,7.969835922954521e-06
L17H1,query_period,mother_of,0.002296281946720425,0.0019272509067597924,0.002267121528577494,0.0022747010196687094,0.002267357511184989,0.0003690310399606329,2.9160418142931743e-05
