id,direction,pairs,clean_candidate_preferred,recipient_candidate_accuracy,mean_margin,individual_logits_available
0259de511e26cdd14804,noise,178,0.9775280898876404,0.9775280898876404,2.6076134028059714,178
0259de511e26cdd14804,restore,178,0.05056179775280899,0.949438202247191,-2.5553861896643477,178
04c45f1dd9dd86f0659c,noise,178,0.9719101123595506,0.9719101123595506,3.5365241404329795,178
04c45f1dd9dd86f0659c,restore,178,0.03932584269662921,0.9606741573033708,-3.4160394615001892,178
0530fc216644b6d345df,noise,178,0.9887640449438202,0.9887640449438202,6.265389804090007,178
0530fc216644b6d345df,restore,178,0.0056179775280898875,0.9943820224719101,-6.00170934870002,178
063ee72b36f310e782c2,noise,178,1.0,1.0,4.418364449833216,178
063ee72b36f310e782c2,restore,178,0.0,1.0,-4.305703152431531,178
102d4d895eefba3fc400,noise,178,0.7696629213483146,0.7696629213483146,1.5989144625288716,178
102d4d895eefba3fc400,restore,178,0.2752808988764045,0.7247191011235955,-1.4293927610590216,178
10c30418fec83259a51c,noise,178,0.898876404494382,0.898876404494382,3.537177715408668,178
10c30418fec83259a51c,restore,178,0.1348314606741573,0.8651685393258427,-3.3809026948521645,178
16ffc4c1ce2cd2f66524,noise,178,0.9943820224719101,0.9943820224719101,5.207301311278611,178
16ffc4c1ce2cd2f66524,restore,178,0.0,1.0,-5.076588887846872,178
17c32182cf9045b00f67,noise,178,0.9943820224719101,0.9943820224719101,5.4021099176299705,178
17c32182cf9045b00f67,restore,178,0.02247191011235955,0.9775280898876404,-5.146561378843329,178
1bb987e20db5b18cd860,noise,178,1.0,1.0,5.359640517931306,178
1bb987e20db5b18cd860,restore,178,0.0,1.0,-5.149849012996373,178
269bd10623c6c6b4dca8,noise,178,1.0,1.0,5.679586105132371,178
269bd10623c6c6b4dca8,restore,178,0.0,1.0,-5.490872308109584,178
26a6c39d6c6f65e1017a,noise,178,0.9831460674157303,0.9831460674157303,5.861225471067964,178
26a6c39d6c6f65e1017a,restore,178,0.011235955056179775,0.9887640449438202,-5.710475873411371,178
275208eb34e004bca5ab,noise,178,1.0,1.0,5.860141839873925,178
275208eb34e004bca5ab,restore,178,0.0,1.0,-5.589670909924454,178
2c8e730a914408f0c601,noise,178,0.9943820224719101,0.9943820224719101,6.679424328750439,178
2c8e730a914408f0c601,restore,178,0.0056179775280898875,0.9943820224719101,-6.422507350364428,178
39e6b92108cfb36e79ff,noise,178,1.0,1.0,5.8318584474285,178
39e6b92108cfb36e79ff,restore,178,0.0056179775280898875,0.9943820224719101,-5.63694539230861,178
3ee968eb1bd7eecd2901,noise,178,0.9606741573033708,0.9606741573033708,4.2262235652194935,178
3ee968eb1bd7eecd2901,restore,178,0.06741573033707865,0.9325842696629213,-3.972171704086025,178
3fcf54916804858cccfe,noise,178,0.9943820224719101,0.9943820224719101,5.37945203031047,178
3fcf54916804858cccfe,restore,178,0.0,1.0,-5.193340730131342,178
43b85772a4b05c744b63,noise,178,0.9157303370786517,0.9157303370786517,2.6777670356664767,178
43b85772a4b05c744b63,restore,178,0.08426966292134831,0.9157303370786517,-2.672740829124879,178
