id,direction,families,mean,mean_absolute,median,minimum,maximum,sign_fraction,above_tau_fraction,retained,classification,descriptive_ci_low,descriptive_ci_high,mean_absolute_order_difference,original_gap,normalized_mean,normalized_mean_absolute,panel,group,kind,head,cohort,source,site
G2:L16H31:change,restore,89,0.015415685900141684,0.021129154087452407,0.015594482421875,-0.0523681640625,0.072296142578125,0.7865168539325843,0.0,False,below_rule,0.01074106954456715,0.0200245890724525,0.03676365466600054,11.170458413241954,0.001380040579343391,0.001891520768960115,G2,,change,543,,,
G2:L16H31:conditional,noise,89,-0.2607327043340447,0.2668847394793221,-0.26025390625,-0.6826934814453125,0.19609832763671875,0.9662921348314607,0.9101123595505618,True,coherent,-0.29277368274967325,-0.22907572730203693,0.24551719494080276,11.170458413241954,-0.023341271654971713,0.023892013165990142,G2,,conditional,543,,,
G2:L16H31:conditional,restore,89,-0.24854155068986872,0.2592801378014382,-0.227294921875,-0.655181884765625,0.29388427734375,0.9550561797752809,0.8539325842696629,True,coherent,-0.284115289503269,-0.21316395428743257,0.2569757257954458,11.170458413241954,-0.022249897138978344,0.02321123522505362,G2,,conditional,543,,,
G2:L17H24:change,noise,89,0.007965800467501866,0.01976939533533675,0.004150390625,-0.053371429443359375,0.1177978515625,0.5842696629213483,0.011235955056179775,False,below_rule,0.0025105312968907736,0.013782582390174436,0.034280573384145675,11.170458413241954,0.0007131131214864785,0.0017697926623943415,G2,,change,568,,,
G2:L17H24:change,restore,89,-0.0005449096808272801,0.016595098409759864,0.000415802001953125,-0.0564422607421875,0.05844879150390625,0.48314606741573035,0.0,False,below_rule,-0.005094334650575445,0.003969795650310729,0.02904983584800463,11.170458413241954,-4.878131771041017e-05,0.0014856237582951209,G2,,change,568,,,
G2:L17H24:conditional,noise,89,0.3243382914682453,0.3243382914682453,0.31439208984375,0.0037384033203125,0.7130126953125,1.0,0.9662921348314607,True,coherent,0.29367071524094995,0.3560270621535483,0.39695353990190485,11.170458413241954,0.029035360901908946,0.029035360901908946,G2,,conditional,568,,,
G2:L17H24:conditional,restore,89,0.3051506883642647,0.3051506883642647,0.3072509765625,0.045166015625,0.5937843322753906,1.0,0.9550561797752809,True,coherent,0.278597476777066,0.33160720139407035,0.38130458553185625,11.170458413241954,0.027317651351042638,0.027317651351042638,G2,,conditional,568,,,
G2:L18H19:change,noise,89,0.06259873208035244,0.09012978800227132,0.058837890625,-0.1629638671875,0.38623046875,0.7865168539325843,0.39325842696629215,False,below_rule,0.04360088900233922,0.08240011113413262,0.15243277389012025,11.170458413241954,0.005603953729073924,0.008068584535029243,G2,,change,595,,,
G2:L18H19:change,restore,89,0.056758181432659705,0.08953915017374446,0.05389404296875,-0.1651611328125,0.3065185546875,0.7078651685393258,0.3707865168539326,False,below_rule,0.03620739097005865,0.07729744556244836,0.16311819633741056,11.170458413241954,0.005081096883667375,0.008015709549359299,G2,,change,595,,,
G2:L18H19:conditional,noise,89,1.6889638686448,1.6889638686448,1.610382080078125,0.064300537109375,4.041611194610596,1.0,0.9887640449438202,True,coherent,1.5418011787232389,1.8377897730034385,1.0318054242080517,11.170458413241954,0.15119915460610173,0.15119915460610173,G2,,conditional,595,,,
G2:L18H19:conditional,restore,89,1.6293470055869457,1.6293470055869457,1.53460693359375,0.0157470703125,2.8850746154785156,1.0,0.9887640449438202,True,coherent,1.5017740763974994,1.7558124774627468,1.1824746989132313,11.170458413241954,0.14586214328101754,0.14586214328101754,G2,,conditional,595,,,
G2:L19H16:change,noise,89,-0.036998625551716666,0.041805315553472285,-0.024871826171875,-0.39923095703125,0.0516815185546875,0.8202247191011236,0.06741573033707865,False,below_rule,-0.05083047620366129,-0.02537066829338503,0.06351517023665182,11.170458413241954,-0.003312185067343061,0.0037424888045699553,G2,,change,624,,,
G2:L19H16:change,restore,89,-0.026026937399017677,0.03352311755834001,-0.02159881591796875,-0.1798095703125,0.066650390625,0.8089887640449438,0.0449438202247191,False,below_rule,-0.0344770421472828,-0.018182857786671506,0.06115506740098589,11.170458413241954,-0.002329979346967909,0.003001051193977879,G2,,change,624,,,
G2:L19H16:conditional,noise,89,-0.4483487739991606,0.4486781238170152,-0.40789794921875,-1.7457275390625,0.01465606689453125,0.9887640449438202,0.9213483146067416,True,coherent,-0.5152999237682043,-0.38660470247268675,0.32350778043939826,11.170458413241954,-0.04013700757953391,0.04016649158150326,G2,,conditional,624,,,
G2:L19H16:conditional,restore,89,-0.4272139340304257,0.4297163754366757,-0.405303955078125,-1.164306640625,0.105987548828125,0.9662921348314607,0.9325842696629213,True,coherent,-0.47999366106611957,-0.37568729566724113,0.3092066571953591,11.170458413241954,-0.03824497780001467,0.03846900096125607,G2,,conditional,624,,,
G2:L20H7:change,noise,89,0.003933826189362601,0.05124678772486997,-0.003082275390625,-0.14190673828125,0.436279296875,0.4606741573033708,0.11235955056179775,False,below_rule,-0.012808900066975798,0.022760527991176942,0.059989747036708875,11.170458413241954,0.00035216336195292305,0.004587706773440897,G2,,change,647,,,
G2:L20H7:change,restore,89,-0.0023763099413239555,0.036616191435396,-0.0006103515625,-0.21380615234375,0.280517578125,0.5168539325842697,0.07865168539325842,False,below_rule,-0.014579148372907316,0.010180031784464803,0.07515697264939211,11.170458413241954,-0.00021273164031540307,0.003277948861256182,G2,,change,647,,,
G2:L20H7:conditional,noise,89,-0.17662190855219123,0.356773012139824,-0.25189208984375,-0.92547607421875,1.195556640625,0.8764044943820225,0.9101123595505618,True,coherent,-0.2567503876900405,-0.09060158876890566,0.20362763994195487,11.170458413241954,-0.015811518383418877,0.03193897680303697,G2,,conditional,647,,,
G2:L20H7:conditional,restore,89,-0.10117491175619404,0.2954883307553409,-0.1986083984375,-0.710540771484375,1.3125,0.8089887640449438,0.8651685393258427,True,coherent,-0.1699017907796281,-0.025167252508442137,0.17523732346095397,11.170458413241954,-0.00905736434560795,0.026452659311193175,G2,,conditional,647,,,
G2:L22H5:change,noise,89,0.09253435992123035,0.0959179535340727,0.0728759765625,-0.08166122436523438,0.498992919921875,0.9438202247191011,0.38202247191011235,False,below_rule,0.07489997577131464,0.11232821258266318,0.06891693158096142,11.170458413241954,0.00828384623960786,0.008586751768429424,G2,,change,709,,,
