id,direction,families,mean,mean_absolute,median,minimum,maximum,sign_fraction,above_tau_fraction,retained,classification,descriptive_ci_low,descriptive_ci_high,mean_absolute_order_difference
G2:L22H5:change,restore,69,0.08191216855809308,0.08557272302931633,0.0699462890625,-0.05002593994140625,0.263916015625,0.927536231884058,0.34782608695652173,False,below_rule,0.06633258479228918,0.09794879132422847,0.08154041870780614
G2:L22H5:conditional,noise,69,0.299383875252544,0.3863890896672788,0.2135009765625,-0.85406494140625,1.6529541015625,0.7971014492753623,0.8115942028985508,True,coherent,0.20253027781196262,0.40058458006900277,0.33666750313579175
G2:L22H5:conditional,restore,69,0.2675397465194481,0.32752737446107727,0.3155517578125,-0.6033401489257812,1.048919677734375,0.8405797101449275,0.7681159420289855,True,coherent,0.19362949452538422,0.34015929163366126,0.3466363091399704
G2:L23H15:change,noise,69,-0.004596565080725629,0.029483539470727894,-0.0009765625,-0.232421875,0.136688232421875,0.5362318840579711,0.043478260869565216,False,below_rule,-0.016396237629047336,0.005998892023943467,0.03483588453652202
G2:L23H15:change,restore,69,0.001610019932622495,0.02636875276980193,-0.0052490234375,-0.059539794921875,0.1417083740234375,0.4492753623188406,0.043478260869565216,False,below_rule,-0.006728081513142241,0.010832465558812213,0.0422996783602065
G2:L23H15:conditional,noise,69,-0.3921410035395968,0.4029481376426807,-0.369293212890625,-1.771728515625,0.236083984375,0.927536231884058,0.8840579710144928,True,coherent,-0.4688191337861876,-0.32275347986083114,0.24251353222390878
G2:L23H15:conditional,restore,69,-0.34425475977469183,0.35013182612432947,-0.30583953857421875,-0.97967529296875,0.146484375,0.9565217391304348,0.8840579710144928,True,coherent,-0.40314549242240794,-0.2883811669073243,0.18920988967453223
G2:L26H23:change,noise,69,-0.002307732899983724,0.01458649704421776,-0.0020751953125,-0.064453125,0.11572265625,0.5797101449275363,0.014492753623188406,False,below_rule,-0.0077359356741974325,0.0035039936286815677,0.0159376531407453
G2:L26H23:change,restore,69,0.0030053352964097176,0.013099438902260601,-0.001953125,-0.03277587890625,0.08953857421875,0.43478260869565216,0.0,False,below_rule,-0.001514244338740473,0.008184888397437933,0.015291317649509596
G2:L26H23:conditional,noise,69,-0.1669513730035312,0.2112532767696657,-0.1259765625,-1.956298828125,0.68011474609375,0.8260869565217391,0.6956521739130435,True,coherent,-0.25019420108933377,-0.0969220265098241,0.09123871291893115
G2:L26H23:conditional,restore,69,-0.14362585026284921,0.19384153683980307,-0.12688922882080078,-1.1998291015625,0.528076171875,0.7681159420289855,0.6086956521739131,True,coherent,-0.20280167754145637,-0.08841613271962043,0.08485819636911586
G2:L6H24:change,noise,69,0.0006264189015264096,0.029126118922579117,-0.006361961364746094,-0.126708984375,0.17148971557617188,0.4492753623188406,0.028985507246376812,False,below_rule,-0.00882025162378947,0.010450113683507055,0.05015863888505576
