id,direction,stratum,value,families,mean,mean_absolute,median,minimum,maximum,sign_fraction,above_tau_fraction,retained,classification,descriptive_ci_low,descriptive_ci_high
G1:I1:conditional:L18H18,noise,query_first,False,89,1.026460770810588,1.4853566791234392,0.9780349731445312,-3.17236328125,6.2392578125,0.7640449438202247,0.9438202247191011,True,coherent,0.6891095673100333,1.369659687160106
G1:I1:conditional:L18H18,noise,query_first,True,89,3.6970034824328475,3.7276273577400807,3.2778167724609375,-0.963623046875,12.15673828125,0.9662921348314607,0.9887640449438202,True,coherent,3.255944663487124,4.1556365859642455
G1:I1:conditional:L18H18,restore,query_first,False,89,0.7517364159058989,1.3987073576852176,0.79931640625,-5.11865234375,4.5341796875,0.6853932584269663,0.9325842696629213,True,heterogeneous,0.4155811909879192,1.080503240863928
G1:I1:conditional:L18H18,restore,query_first,True,89,3.563839218589697,3.563839218589697,3.4370880126953125,0.4273681640625,9.37982177734375,1.0,1.0,True,coherent,3.2171400169977984,3.9184646962733747
G1:I1:conditional:L18H19,noise,query_first,False,89,2.0417472378591475,2.1483118132259067,1.85174560546875,-1.576171875,7.11328125,0.9325842696629213,0.9887640449438202,True,coherent,1.7360731214619753,2.356890451238397
G1:I1:conditional:L18H19,noise,query_first,True,89,3.526348189021764,3.5285701430245733,3.3121795654296875,-0.098876953125,10.876953125,0.9887640449438202,0.9775280898876404,True,coherent,3.169548694739181,3.909297151244088
G1:I1:conditional:L18H19,restore,query_first,False,89,1.8091875569204265,1.9558138900928284,1.66650390625,-3.0820465087890625,5.0855255126953125,0.9101123595505618,0.9775280898876404,True,coherent,1.512803499886159,2.095908321423476
G1:I1:conditional:L18H19,restore,query_first,True,89,3.3847504760442155,3.3847504760442155,3.0830078125,0.65576171875,7.99658203125,1.0,1.0,True,coherent,3.1172509391656082,3.6696261158819947
G1:I1:whole,noise,query_first,False,89,1.2501775066504317,1.746578489796499,1.1142578125,-3.968505859375,7.180908203125,0.7865168539325843,0.9325842696629213,True,coherent,0.8543616194403574,1.6464446488391147
G1:I1:whole,noise,query_first,True,89,4.664219191904818,4.694542177607504,4.386014938354492,-1.3493728637695312,13.4150390625,0.9887640449438202,1.0,True,coherent,4.197260420777825,5.151210473896413
G1:I1:whole,restore,query_first,False,89,0.9078138544318382,1.6329012238577512,1.017578125,-5.5980377197265625,4.68310546875,0.7303370786516854,0.9325842696629213,True,coherent,0.5102573716238643,1.284457626771391
G1:I1:whole,restore,query_first,True,89,4.635946040742852,4.635946040742852,4.445037841796875,0.355224609375,9.4375,1.0,1.0,True,coherent,4.247189260198829,5.0334767438052745
