id,direction,stratum,value,families,mean,mean_absolute,median,minimum,maximum,sign_fraction,above_tau_fraction,retained,classification,descriptive_ci_low,descriptive_ci_high
G1:I1:sign_split,noise,query_first,False,20,1.7991461992263793,1.8171485185623169,1.641326904296875,-0.180023193359375,4.269287109375,0.95,0.95,True,coherent,1.2252755069732666,2.3967736023664465
G1:I1:sign_split,noise,query_first,True,20,2.7701011657714845,2.7701011657714845,2.463855743408203,1.012451171875,5.446258544921875,1.0,1.0,True,coherent,2.2767716026306153,3.3100335025787353
G1:I1:top_pair_interaction,noise,query_first,False,20,-0.2826202392578125,0.4369476318359375,-0.13421630859375,-2.056396484375,0.9927978515625,0.8,0.7,True,coherent,-0.5749514389038086,-0.02270236968994151
G1:I1:top_pair_interaction,noise,query_first,True,20,-0.1353473663330078,0.9173091888427735,-0.1935882568359375,-2.57391357421875,2.189453125,0.6,0.9,True,heterogeneous,-0.6558498382568358,0.39454934120178126
G1:I2:sign_split,noise,query_first,False,20,1.4886787414550782,1.4886787414550782,1.360565185546875,0.1591796875,3.6424560546875,1.0,1.0,True,coherent,1.0630732345581055,1.9629343032836912
G1:I2:sign_split,noise,query_first,True,20,2.019140529632568,2.019140529632568,1.7791748046875,0.64306640625,4.5674591064453125,1.0,1.0,True,coherent,1.630243377685547,2.4739697051048277
G1:I2:top_pair_interaction,noise,query_first,False,20,-0.2826202392578125,0.4369476318359375,-0.13421630859375,-2.056396484375,0.9927978515625,0.8,0.7,True,coherent,-0.5749514389038086,-0.02270236968994151
G1:I2:top_pair_interaction,noise,query_first,True,20,-0.1353473663330078,0.9173091888427735,-0.1935882568359375,-2.57391357421875,2.189453125,0.6,0.9,True,heterogeneous,-0.6558498382568358,0.39454934120178126
G1:I3:sign_split,noise,query_first,False,20,1.4473814010620116,1.4996427536010741,1.304534912109375,-0.456207275390625,4.560028076171875,0.9,0.9,True,coherent,0.9077280759811401,2.0388759469985946
G1:I3:sign_split,noise,query_first,True,20,2.2138816833496096,2.2138816833496096,1.83514404296875,0.9581298828125,4.3224639892578125,1.0,1.0,True,coherent,1.7976865673065185,2.6666570472717286
G1:I3:top_pair_interaction,noise,query_first,False,20,-0.2826202392578125,0.4369476318359375,-0.13421630859375,-2.056396484375,0.9927978515625,0.8,0.7,True,coherent,-0.5749514389038086,-0.02270236968994151
G1:I3:top_pair_interaction,noise,query_first,True,20,-0.1353473663330078,0.9173091888427735,-0.1935882568359375,-2.57391357421875,2.189453125,0.6,0.9,True,heterogeneous,-0.6558498382568358,0.39454934120178126
G1:I4:sign_split,noise,query_first,False,20,0.35308837890625,0.3584716796875,0.2645263671875,-0.0538330078125,0.767486572265625,0.95,0.8,True,coherent,0.24443828582763671,0.46581237792968744
G1:I4:sign_split,noise,query_first,True,20,0.2137691020965576,0.24509844779968262,0.18344879150390625,-0.27166748046875,0.75439453125,0.9,0.85,True,coherent,0.12573665738105774,0.3025593554973602
G1:I4:top_pair_interaction,noise,query_first,False,20,-0.05095367431640625,0.11405029296875,-0.01081085205078125,-0.47174072265625,0.148193359375,0.65,0.4,True,heterogeneous,-0.1306306266784668,0.01713832855224606
G1:I4:top_pair_interaction,noise,query_first,True,20,0.2581535816192627,0.2581535816192627,0.16808700561523438,0.0244140625,1.2162408828735352,1.0,0.75,True,coherent,0.14458084106445312,0.40350246310234067
G1:O1:sign_split,noise,query_first,False,20,0.505712890625,0.505712890625,0.46240234375,0.0985107421875,0.9222412109375,1.0,0.95,True,coherent,0.3888287734985351,0.6256120300292969
G1:O1:sign_split,noise,query_first,True,20,0.17877349853515626,0.18167877197265625,0.1773681640625,-0.0185546875,0.767120361328125,0.9,0.55,True,coherent,0.1083317756652832,0.26384357452392565
G1:O1:top_pair_interaction,noise,query_first,False,20,-0.2826202392578125,0.4369476318359375,-0.13421630859375,-2.056396484375,0.9927978515625,0.8,0.7,True,coherent,-0.5749514389038086,-0.02270236968994151
