id,direction,families,mean,mean_absolute,median,minimum,maximum,sign_fraction,above_tau_fraction,retained,classification,descriptive_ci_low,descriptive_ci_high,mean_absolute_order_difference,original_gap,normalized_mean,normalized_mean_absolute
0072032b92275a7a7e3d,noise,20,6.283184909820557,6.283184909820557,6.470161437988281,3.89337158203125,8.657169342041016,1.0,1.0,True,coherent,5.683290038108826,6.874825353622437,5.116288566589356,11.200063323974609,0.560995480835444,0.560995480835444
0259de511e26cdd14804,noise,20,6.64134635925293,6.64134635925293,6.566944122314453,3.20367431640625,9.133773803710938,1.0,1.0,True,coherent,5.868248367309571,7.384666690826415,5.337164306640625,11.200063323974609,0.5929740008734246,0.5929740008734246
063ee72b36f310e782c2,noise,20,2.7680044174194336,2.7680044174194336,2.666290283203125,1.34326171875,4.609184265136719,1.0,1.0,True,coherent,2.3880435848236083,3.1612913084030145,2.9754283905029295,11.200063323974609,0.247141854233476,0.247141854233476
191dd2d0cd7ba8a10723,noise,20,-0.40670166015625,0.40670166015625,-0.383453369140625,-0.7285385131835938,-0.1014404296875,1.0,1.0,True,coherent,-0.5008425807952881,-0.3137744426727297,0.296771240234375,11.200063323974609,-0.0363124429203604,0.0363124429203604
1aea0a9cdf05a51cc0f8,noise,20,-2.407753562927246,2.407753562927246,-2.2250823974609375,-4.709327697753906,-0.82379150390625,1.0,1.0,True,coherent,-2.8649772787094117,-1.9881558513641362,0.9990146636962891,11.200063323974609,-0.2149767812270545,0.2149767812270545
22e1f63a5a051aceed2f,noise,20,1.841701912879944,1.841701912879944,1.5671234130859375,0.621826171875,3.80131196975708,1.0,1.0,True,coherent,1.479018940925598,2.2331401485204694,0.8633446216583252,11.200063323974609,0.16443674107963635,0.16443674107963635
230de2dbc61ae2724121,noise,20,5.992156028747559,5.992156028747559,6.14210319519043,3.55584716796875,8.515434265136719,1.0,1.0,True,coherent,5.380141215324402,6.601128659248352,4.497452926635742,11.200063323974609,0.535010906225939,0.535010906225939
43b85772a4b05c744b63,noise,20,5.706062889099121,5.706062889099121,5.930702209472656,3.2784423828125,8.180397033691406,1.0,1.0,True,coherent,5.113584384918213,6.291238241195679,6.7787731170654295,11.200063323974609,0.509467020323434,0.509467020323434
6ea845099157ecfa8fbd,noise,20,5.745597648620605,5.745597648620605,5.896675109863281,3.39337158203125,8.359397888183594,1.0,1.0,True,coherent,5.137675375938415,6.354277029037475,4.816399765014649,11.200063323974609,0.512996889608803,0.512996889608803
740f875b6f7aeff378a3,noise,20,-3.127764093875885,3.127764093875885,-2.9285430908203125,-5.431434631347656,-1.01055908203125,1.0,1.0,True,coherent,-3.6685932207107546,-2.6071042433381084,1.1320441484451294,11.200063323974609,-0.27926307230608793,0.27926307230608793
7458622298d224bf0280,noise,20,5.440044498443603,5.440044498443603,5.581367492675781,2.95367431640625,7.633049011230469,1.0,1.0,True,coherent,4.854718987941743,6.012103154659271,7.063956260681152,11.200063323974609,0.48571551258989437,0.48571551258989437
7d19b1152b24724156a0,noise,20,7.744007682800293,7.744007682800293,7.673622131347656,4.57501220703125,10.548698425292969,1.0,1.0,True,coherent,6.990488839149475,8.490201172828673,5.624920272827149,11.200063323974609,0.69142534812492,0.69142534812492
a6c31fd6980fb2643b0a,noise,20,1.7184289932250976,1.7184289932250976,1.4703559875488281,0.48211669921875,3.6494598388671875,1.0,1.0,True,coherent,1.3826182651519776,2.0776683282852164,0.8886157989501953,11.200063323974609,0.15343029262581634,0.15343029262581634
add077cbd013dd8b8ab8,noise,20,5.643379020690918,5.643379020690918,5.778144836425781,3.35931396484375,8.119377136230469,1.0,1.0,True,coherent,5.051795473098755,6.238350305557249,4.939403915405274,11.200063323974609,0.5038702780019846,0.5038702780019846
c48fe68d367949930dc9,noise,20,5.810056114196778,5.810056114196778,5.929573059082031,3.41680908203125,8.563514709472656,1.0,1.0,True,coherent,5.191386218070984,6.431606307029723,4.8980052947998045,11.200063323974609,0.5187520772101261,0.5187520772101261
d1212f6a8d3c39136013,noise,20,0.8809165954589844,0.8809165954589844,0.8789577484130859,0.06488037109375,1.8214111328125,1.0,0.95,True,coherent,0.6684833955764771,1.099884157180786,0.6499290466308594,11.200063323974609,0.07865282275443154,0.07865282275443154
d805117759e8bcd87ccf,noise,20,-2.186151456832886,2.186151456832886,-1.9490776062011719,-4.679542541503906,-0.4716796875,1.0,1.0,True,coherent,-2.631435468196869,-1.779204913377762,1.0322793006896973,11.200063323974609,-0.19519099076460203,0.19519099076460203
da5c288e8e11bebdee88,noise,20,5.559914207458496,5.559914207458496,5.5944671630859375,2.98089599609375,7.836509704589844,1.0,1.0,True,coherent,4.93645302772522,6.169891443252563,5.9577678680419925,11.200063323974609,0.4964181046688429,0.4964181046688429
dc8e0dfdc84b3c07cf1b,noise,20,-2.7601274490356444,2.7601274490356444,-2.753520965576172,-4.705909729003906,-0.56304931640625,1.0,1.0,True,coherent,-3.2017123556137084,-2.3299635839462294,1.0004962921142577,11.200063323974609,-0.24643855746131152,0.24643855746131152
e5f307214446c87899ef,noise,20,0.8571853637695312,0.8571853637695312,0.7251186370849609,0.329345703125,1.75634765625,1.0,1.0,True,coherent,0.688390851020813,1.0360600948333738,0.8971366882324219,11.200063323974609,0.07653397476196935,0.07653397476196935
e69ef5cba973c53c75b8,noise,20,3.0843584060668947,3.0843584060668947,2.8200912475585938,1.607879638671875,4.819610595703125,1.0,1.0,True,coherent,2.6773046255111694,3.5030817222595214,1.894754409790039,11.200063323974609,0.2753875863777114,0.2753875863777114
