id,direction,family,effect,order_delta
G1:I1:sign_split,noise,0,3.515620470046997,0.6818938255310059
G1:I1:sign_split,noise,16,0.9773406982421875,1.874603271484375
G1:I1:sign_split,noise,32,4.3428802490234375,2.206756591796875
G1:I1:sign_split,noise,48,2.4726009368896484,0.4129524230957031
G1:I1:sign_split,noise,56,1.010894775390625,2.3818359375
G1:I1:sign_split,noise,64,0.76715087890625,0.4906005859375
G1:I1:sign_split,noise,82,3.00811767578125,2.8150634765625
G1:I1:sign_split,noise,96,4.162105560302734,-0.21436309814453125
G1:I1:sign_split,noise,98,1.725433349609375,1.65875244140625
G1:I1:sign_split,noise,102,3.9254894256591797,1.2771034240722656
G1:I1:sign_split,noise,116,1.79205322265625,-0.2313232421875
G1:I1:sign_split,noise,130,2.0109405517578125,0.893157958984375
G1:I1:sign_split,noise,150,3.9062042236328125,0.725006103515625
G1:I1:sign_split,noise,154,1.971771240234375,0.57940673828125
G1:I1:sign_split,noise,162,1.772857666015625,0.63616943359375
G1:I1:sign_split,noise,176,1.5595703125,-0.27880859375
G1:I1:sign_split,noise,178,1.3546028137207031,2.2311782836914062
G1:I1:sign_split,noise,186,1.587615966796875,1.79791259765625
G1:I1:sign_split,noise,192,2.7584228515625,-2.322509765625
G1:I1:sign_split,noise,196,1.07080078125,1.8037109375
G1:I1:top_pair_interaction,noise,0,0.070556640625,0.2392578125
G1:I1:top_pair_interaction,noise,16,-0.47737884521484375,-0.9122772216796875
G1:I1:top_pair_interaction,noise,32,-0.1693267822265625,-0.205841064453125
G1:I1:top_pair_interaction,noise,48,-0.107421875,0.09765625
G1:I1:top_pair_interaction,noise,56,1.2605133056640625,0.535430908203125
G1:I1:top_pair_interaction,noise,64,1.09356689453125,2.1917724609375
G1:I1:top_pair_interaction,noise,82,-0.293487548828125,-0.96307373046875
G1:I1:top_pair_interaction,noise,96,-0.8687515258789062,0.4153289794921875
G1:I1:top_pair_interaction,noise,98,-0.9178466796875,-1.58544921875
G1:I1:top_pair_interaction,noise,102,-0.6081161499023438,0.2212677001953125
G1:I1:top_pair_interaction,noise,116,-1.4987030029296875,-2.150421142578125
G1:I1:top_pair_interaction,noise,130,-0.3182830810546875,-0.318023681640625
G1:I1:top_pair_interaction,noise,150,-0.090179443359375,-0.04949951171875
G1:I1:top_pair_interaction,noise,154,0.0643310546875,0.415283203125
G1:I1:top_pair_interaction,noise,162,-0.99005126953125,2.1326904296875
G1:I1:top_pair_interaction,noise,176,-1.16229248046875,-1.3116455078125
G1:I1:top_pair_interaction,noise,178,0.9551429748535156,1.7794265747070312
G1:I1:top_pair_interaction,noise,186,0.005706787109375,0.44537353515625
G1:I1:top_pair_interaction,noise,192,-1.021270751953125,0.77496337890625
G1:I1:top_pair_interaction,noise,196,0.89361572265625,1.1932373046875
G1:I2:sign_split,noise,0,1.1860809326171875,0.352630615234375
G1:I2:sign_split,noise,16,0.7200164794921875,1.121673583984375
G1:I2:sign_split,noise,32,2.4075775146484375,1.726287841796875
G1:I2:sign_split,noise,48,2.2560882568359375,0.291778564453125
G1:I2:sign_split,noise,56,1.183563232421875,0.94549560546875
G1:I2:sign_split,noise,64,0.47216796875,0.341796875
G1:I2:sign_split,noise,82,2.7685546875,2.65234375
G1:I2:sign_split,noise,96,3.2422866821289062,-0.8003387451171875
G1:I2:sign_split,noise,98,1.5462188720703125,0.616790771484375
G1:I2:sign_split,noise,102,4.056068420410156,1.0227813720703125
G1:I2:sign_split,noise,116,1.205535888671875,-0.09808349609375
G1:I2:sign_split,noise,130,1.6138763427734375,0.556915283203125
G1:I2:sign_split,noise,150,1.6895513534545898,0.3849620819091797
G1:I2:sign_split,noise,154,1.7405166625976562,0.1708221435546875
G1:I2:sign_split,noise,162,1.6431732177734375,-0.474822998046875
G1:I2:sign_split,noise,176,1.2955169677734375,-0.180389404296875
