head,flat_id,layer,in_A,in_B,in_C,in_D,random_control,hist_ri_first,ng_first,ng_last,target_first,attribution_178,I_P_178,I_P_lo,I_P_hi,I_P_pos_fam,I_P_gap_fraction,I_40,F_dlogit_clean,F_dlogit_corrupted,F_dlogit_source,F_over_P,I_F_178,I_F_hi,I_F_lo,I_F_pos_fam
L17H24,568,17,True,False,True,True,False,0.12387402307692308,nan,nan,0.04774379096208857,0.4310835927536481,0.43262004316522834,0.3905954551161005,0.47760815660605266,0.9887640449438202,0.038728942641456994,0.4964737892150879,-0.02883915017160137,0.4003553069039677,0.06299171019136236,0.9920817643953191,0.42919445573613885,0.4723720103167416,0.3886001119452916,0.9887640449438202
L18H5,581,18,False,False,False,True,True,0.0,nan,nan,nan,-0.008758814474358485,-0.008214977350127831,-0.010705503988801763,-0.005790815728434016,0.24719101123595505,-0.0007354198947099104,-0.006192302703857422,,,,,,,,
L18H15,591,18,True,False,False,False,False,0.035324918761384334,0.0068013697353800934,0.003824426128192286,0.021350123325458895,0.0039637455869769534,0.006046246946527717,0.002418060784929254,0.009656731064399975,0.651685393258427,0.0005412711567289154,0.004854774475097657,0.0008163807097445713,0.006008876843398877,0.0014579858672752809,0.8587953506877646,0.005192488766788097,0.008412058701675919,0.001954944214124358,0.6179775280898876
L18H18,594,18,False,False,True,True,False,0.01513323181818182,0.0038179707325917247,0.006511875116403745,0.013718993747706538,2.226012166463927,2.7036942390913374,2.4996343488773602,2.9021575363164533,1.0,0.24203968530837186,2.767562675476074,,,,,,,,
L18H19,595,18,True,False,True,True,False,0.01821438940998487,-0.014975088592689732,-0.0035645574218587427,0.01759177726863917,2.784680172591732,3.0721382344706676,2.868268523725231,3.275355917684148,1.0,0.27502347001523403,3.0803802490234373,-0.2031331638271889,2.875833339905471,0.37437490398964185,1.0022226425774354,3.0789664997143693,3.282952657978186,2.8770069201340838,1.0
L18H22,598,18,False,False,False,True,True,0.010313858181818182,-0.001299113614506842,-0.0008635861485373336,0.00786011427845736,0.0857410992474787,0.08317061756434066,0.06781427954020125,0.09859135807230231,0.9101123595505618,0.007445586786818573,0.0702291488647461,,,,,,,,
L18H24,600,18,False,False,True,True,False,0.0,nan,nan,nan,-0.6174754404222195,-0.5346279197864319,-0.6002570330426935,-0.4690870361381704,0.033707865168539325,-0.04786087553512221,-0.6463672637939453,,,,,,,,
L18H26,602,18,False,True,False,False,False,0.013677953770491804,-0.001003284497519399,0.002368667760610468,0.0047080679724550226,0.020952708856987485,0.022829371891664656,0.018042058489295874,0.027940340390366115,0.8426966292134831,0.002043727396594728,0.02610492706298828,0.0014068959804063434,0.02443257878335674,0.005878577071629213,1.0085988740262608,0.02302567878465974,0.027943590249908095,0.018307985750476968,0.8764044943820225
L19H13,621,19,False,False,False,True,False,0.10461500000000001,nan,nan,nan,-0.0062251932411506936,-0.005948725711093859,-0.012495459599441358,0.0005495182583841019,0.4044943820224719,-0.0005325408762134576,-0.00010471343994140625,,,,,,,,
L19H16,624,19,True,False,True,True,False,0.012289056484641639,0.0008086606500969419,0.004278016805016719,0.011662993427048508,-0.8286972105021725,-0.8197843251603373,-0.9104882295212049,-0.732865870668647,0.011235955056179775,-0.07338860186691432,-0.8508807420730591,0.002146960309382235,-0.8271018038974719,-0.15724302141853932,1.0115450407005697,-0.8292487685600024,-0.7422129373871879,-0.9190310050932209,0.0
L19H20,628,19,False,False,False,True,True,0.0,nan,nan,nan,0.0012648623067822852,0.001910172151715568,-0.0014788484305478214,0.0051504676261644655,0.6179775280898876,0.00017100212731208645,-0.0015830039978027345,,,,,,,,
L19H22,630,19,False,False,True,True,False,0.009071927864506626,-0.003071538125758761,0.0007351093784867166,0.005709851336493892,0.4152654693828205,0.4289205958334248,0.3808794326996536,0.4818680780657221,0.9887640449438202,0.03839776130628295,0.48919200897216797,,,,,,,,
L20H1,641,20,False,False,True,True,False,0.020622625,nan,nan,nan,-1.6718585003125535,-1.5629723634612693,-1.7245874761195665,-1.4042073473501744,0.0,-0.13992016313390082,-1.4342435836791991,,,,,,,,
L20H6,646,20,False,False,False,True,False,0.0938678,nan,nan,nan,0.0006643546213136902,0.0003570706656809603,-0.0010259521141480865,0.001746528604057397,0.4943820224719101,3.1965623295967244e-05,-0.00012683868408203125,,,,,,,,
L20H7,647,20,True,False,False,False,False,0.016656734962406015,0.0010441147846976823,0.0106743466476762,0.008335047573339017,-0.043580799358321376,-0.026114008399877656,-0.09685401300366005,0.04831186814254575,0.3258426966292135,-0.002337774103247272,-0.07729547023773194,-0.0237902563609434,-0.04983074745435393,-0.06112173701939958,0.9971849098364842,-0.026040495111701194,0.04876507292972518,-0.09800782712657799,0.3258426966292135
L20H14,654,20,True,False,False,False,False,0.016759817341040463,0.005414732596441325,-0.002179434989408584,0.019571054067152243,0.01686061259942506,0.017254933882295417,0.011532782838585671,0.02303265634547457,0.7191011235955056,0.0015446934444373972,0.013936424255371093,-0.0003542190187432793,0.016967087649227528,0.006011619996488764,1.0038463646303988,0.017321302649680147,0.022971527362137697,0.011910394202457385,0.7303370786516854
L21H6,678,21,False,False,True,True,False,0.006705354334393457,-0.01956352838826962,-0.0016526403069421314,0.005622472932260096,0.6622701168918376,0.7023398956555998,0.6378128919708596,0.7674122163418973,0.9775280898876404,0.06287476034314,0.7522012710571289,,,,,,,,
L21H11,683,21,False,False,False,True,True,0.0,nan,nan,nan,0.0001277269843689119,1.3514850916487447e-05,-0.0007712116402186704,0.0007902021488446865,0.4606741573033708,1.209874332504237e-06,-0.00031223297119140623,,,,,,,,
L21H18,690,21,False,False,True,True,False,0.009575241056716418,-0.005180074236849705,-0.0031684819764699196,0.011987511604388853,1.4798604700965492,1.7040413363596028,1.5858198728454247,1.823197403248776,0.9887640449438202,0.15254891727089345,1.8497880935668944,,,,,,,,
L21H22,694,21,False,False,False,True,True,0.0,nan,nan,nan,-0.00036202272003924664,8.256247874056355e-05,-0.0013931263698620743,0.0016082538647598085,0.4157303370786517,7.3911450798375775e-06,0.00032196044921875,,,,,,,,
L21H23,695,21,False,False,True,True,False,0.0,nan,nan,nan,0.6008470050645259,0.6109174931986948,0.5448971207222242,0.6805371901962195,0.9887640449438202,0.0546904585826564,0.6337644577026367,,,,,,,,
L21H24,696,21,True,False,False,False,False,0.008672075888223553,0.006074111859999137,0.00010552770193274822,0.013513604596263957,0.011280826072527745,0.012582998597220089,0.007621292049965162,0.017655202779877043,0.6853932584269663,0.0011264531975074224,0.01803116798400879,-0.002511102831765507,0.010726414369733145,-0.0018173389220505617,1.0520158411086222,0.013237513852923105,0.01660635163275043,0.009850644529535529,0.7640449438202247
L21H25,697,21,True,False,False,False,False,0.04848578851485149,-1.7602446333435016e-05,0.0013317188120938888,0.02931109256482719,0.05129044827105205,0.054679736662446785,0.04295228545585375,0.06663957807455169,0.8651685393258427,0.004895030681787151,0.05524449348449707,-0.0009677021690968717,0.048729371488764044,0.004169592696629213,0.9088753895707952,0.049697066960709815,0.057763166909807186,0.04221950608692812,0.9775280898876404
L21H27,699,21,True,False,False,False,False,0.006859229322678843,-0.006994041599585145,-0.002310858582166814,0.005100400545952635,0.036162522388622165,0.04603419678934505,0.014448350734925003,0.08237391174509276,0.5168539325842697,0.004121066037430844,0.06289796829223633,0.013117478134926785,0.06350125087780899,0.008604585454705056,1.0944856119960107,0.0503837660457311,0.08594272310814155,0.020280385553167107,0.5617977528089888
L22H3,707,22,False,False,False,True,False,0.0966034,nan,nan,nan,0.002630873619228225,0.0026387257522411563,0.0003757960340949927,0.004943767960151918,0.6404494382022472,0.0002362235867700017,0.0012073516845703125,,,,,,,,
L22H4,708,22,False,False,False,True,False,0.06473970165562914,nan,nan,nan,-0.0008441891823372061,-0.0006199633137563642,-0.0029615786638152734,0.0017013489530327583,0.5280898876404494,-5.5500257090741444e-05,-0.001923370361328125,,,,,,,,
L22H5,709,22,True,False,True,True,False,0.015546891111111112,0.0012868913248754463,-0.008662007934151169,0.03447990846605255,0.9502323701548694,0.9824650635880031,0.900900362850575,1.0630359424633924,1.0,0.08795208103754683,1.0682638168334961,-0.06440158238571682,0.9194178206197331,0.021524836508075844,1.0013785074394503,0.9838193989871593,1.0642201433021032,0.90301913022995,1.0
L22H15,719,22,False,False,False,True,True,0.0,nan,nan,nan,-0.00017615147896393548,-0.00013231427482004914,-0.0007911722311812841,0.0005051628927166529,0.550561797752809,-1.1845017449167348e-05,-1.277923583984375e-05,,,,,,,,
L22H31,735,22,False,False,False,True,True,0.0,nan,nan,nan,0.019442265839224388,0.01868989762295498,0.010714833656053864,0.03182114543539753,0.8202247191011236,0.0016731540400167597,0.014155864715576172,,,,,,,,
L23H3,739,23,False,False,False,True,False,0.147416,nan,nan,nan,0.003394018379929528,0.004780469315775325,-0.008336065190561702,0.01787098726529753,0.5168539325842697,0.0004279564131502737,-0.002283668518066406,,,,,,,,
L23H10,746,23,True,False,False,False,False,0.031155283977900555,0.021504580506896468,-0.0016094355847531842,0.02826998244038097,0.02543333094839132,0.026634768153844256,0.017923194772741766,0.035992113793833866,0.797752808988764,0.002384393475049352,0.016782760620117188,5.768524127060108e-05,0.03357345066713483,0.005937554863061798,1.2583463799213361,0.03351576408643401,0.039520522985565514,0.027788893292459208,0.9213483146067416
L23H15,751,23,True,False,True,True,False,0.011568017108433734,-0.0057559989007608435,-6.938480647371025e-05,0.006531027482430009,-0.9787324628886882,-0.9468907184815138,-1.061873434768634,-0.8406685731384193,0.0,-0.08476740017750997,-0.9492952346801757,0.011544285195597102,-0.9417292562763343,-0.19186607103669243,1.0067408275148626,-0.953273545490222,-0.8446450049957533,-1.070848253402817,0.011235955056179775
L23H17,753,23,False,False,False,True,True,0.0,nan,nan,nan,-0.00014654492635313902,-0.00037554944499155107,-0.001064472519949581,0.00027588458543413097,0.47191011235955055,-3.361987763602953e-05,-0.0004932403564453125,,,,,,,,
L23H19,755,23,False,False,False,True,False,0.05941180794871795,nan,nan,nan,0.002764927728227183,0.0030851739176203695,0.0009180718593383103,0.005636752589365062,0.6741573033707865,0.00027619044836719217,0.0017205238342285155,,,,,,,,
L23H21,757,23,False,True,False,False,False,0.022198929230769233,nan,nan,nan,-0.0072151860457667135,-0.00726298000035661,-0.011281269052055443,-0.0033517821451251443,0.42696629213483145,-0.000650195339498937,-0.012764167785644532,-0.0002559289503633306,-0.00392065155372191,-0.0026745742626404496,0.5045761686620783,-0.0036647266216492387,5.345110143168216e-05,-0.007532779554302773,0.4943820224719101
L24H17,785,24,True,False,False,False,False,0.010332818787361229,-0.0036899000490281386,0.0002569455084123202,0.010485341452558281,0.04838902755180018,0.0346287770217724,0.004946946829892276,0.06483254204975077,0.6179775280898876,0.0031000318644686885,0.03552989959716797,0.043909674280145194,0.08025094364466293,0.006600712122542135,1.0494527520673906,0.036341265346227065,0.06619720646504604,0.007244762945710943,0.6292134831460674
L24H27,795,24,False,False,False,True,False,0.06756895907534247,nan,nan,nan,0.001833265898598808,0.001606322406383043,-0.00029042497109831044,0.003583085001184699,0.6067415730337079,0.00014380093877605215,0.0018968582153320312,,,,,,,,
L25H11,811,25,False,False,False,True,True,0.0,nan,nan,nan,4.018633430195826e-05,0.00021147460080264658,-0.0003169815192061863,0.0007290072655409906,0.5168539325842697,1.8931595551347762e-05,-0.00034027099609375,,,,,,,,
L25H13,813,25,False,False,False,True,True,0.0,nan,nan,nan,0.005977447454038003,0.006096727392646704,0.0021958391318160496,0.010056797306189375,0.651685393258427,0.0005457902591910977,0.004630565643310547,,,,,,,,
L25H15,815,25,False,False,False,True,True,0.0,nan,nan,nan,-0.0005017916791780663,-0.00019501568226332075,-0.0008504034428114302,0.0004694598444392167,0.47191011235955055,-1.7458162865737055e-05,-0.0005311965942382812,,,,,,,,
L25H17,817,25,False,False,True,True,False,0.011590580000000001,-0.0006886265112718054,0.0029248026569982178,0.012258904659551073,1.1829742432488233,1.267172958073991,1.190933656558562,1.3426436729645461,1.0,0.11343965584902302,1.3193326950073243,,,,,,,,
L25H18,818,25,True,False,False,False,False,0.026083020376175547,0.001601142856529605,0.013070671115258954,0.008919246215229555,-0.0013484170731010564,-0.0006707384345236789,-0.020787239610479118,0.02399161250403755,0.29213483146067415,-6.0045739369886196e-05,0.0057316780090332035,0.003599666477589125,0.004105128599016854,0.006980638825491573,-0.7535845228490866,0.0005054581031370699,0.023703273360648845,-0.01804262346096253,0.34831460674157305
L25H20,820,25,False,False,False,True,True,0.0,nan,nan,nan,0.00023293263743500085,0.00034789824753664854,-0.000292956427241979,0.001019126913520727,0.5280898876404494,3.114449153888211e-05,0.0012451171875,,,,,,,,
L25H21,821,25,False,False,False,True,True,0.0,nan,nan,nan,0.008910328423829352,0.006917358784193403,-0.009821444147088555,0.029988804560029104,0.3258426966292135,0.0006192546920002191,0.026913833618164063,,,,,,,,
L26H13,845,26,False,True,False,False,False,0.010413568535262206,-0.00033401250810465526,-0.003703108101582128,0.008691510826095589,-0.0004272588837389531,-0.005557194184721186,-0.018750210022658444,0.0077583444252442655,0.42696629213483145,-0.000497490253231993,-0.023124551773071288,0.008492080013403732,0.0033144147208567414,0.014976244294241573,0.9317056663366212,-0.005177669310837649,0.006382688913452481,-0.01619351874576526,0.4606741573033708
L26H23,855,26,True,False,True,True,False,0.012949793553008595,0.005871625139086379,9.383625503209456e-06,0.013555560364168032,-0.3751524363388046,-0.36743931556015874,-0.4581746795873963,-0.2837479692496611,0.0449438202247191,-0.03289384392001137,-0.43740090131759646,0.07798141441988142,-0.2913283444522472,-0.05779617823911517,1.005090493180919,-0.3693097628904193,-0.28537150259768035,-0.46092892577139183,0.0449438202247191
L26H31,863,26,True,False,False,False,False,0.010821266452991455,0.0035169522968775345,0.01233195295455915,0.018846587980472486,0.03131537962040414,0.029452800750732422,0.01190433113762502,0.049015115620045166,0.550561797752809,0.0026366689406244754,0.008524322509765625,-0.005184065090136581,0.022150961200842697,0.014170443074087078,0.9280958542460129,0.02733502227268862,0.046153819025232544,0.011129211843683479,0.3707865168539326
L27H6,870,27,False,False,True,True,False,0.0,nan,nan,nan,2.6401399021642544,3.070929406733995,2.7447118524754988,3.3907700371206477,1.0,0.27491525353100815,3.221560478210449,,,,,,,,
L27H21,885,27,False,False,False,True,False,0.10646599999999999,nan,nan,nan,0.00755615312386346,0.005180535691507747,-0.004747115092331103,0.01545746513966764,0.5617977528089888,0.0004637710915575776,-0.007463598251342773,,,,,,,,
L27H23,887,27,True,False,False,False,False,0.011212616082121471,-0.0019968513480751555,0.001986486144415039,0.007799879665297285,-0.0012191880386524829,-0.0011554889464646242,-0.002686727180909575,0.0003086925892347689,0.42696629213483145,-0.00010344149753915709,-0.0015672683715820313,-0.0002985643536857005,-0.0013996938641151686,-0.001198072112008427,0.9529601053471076,-0.0011011348681503467,0.00028445881404233627,-0.0025229329473516918,0.4943820224719101
L28H1,897,28,False,False,False,True,True,0.0,nan,nan,nan,-0.0003744491879250122,-0.0002968498830045207,-0.0010671985283326566,0.0004928091938576001,0.449438202247191,-2.657454797491764e-05,-0.000409698486328125,,,,,,,,
L28H15,911,28,False,False,False,True,True,0.03416235388739946,nan,nan,nan,-0.001309026464461179,-0.0009634735878933682,-0.004091913378640507,0.002531482664386878,0.4157303370786517,-8.625192917340116e-05,-0.002044391632080078,,,,,,,,
L28H19,915,28,False,False,False,True,False,0.0608093,nan,nan,nan,0.0006433582434357468,0.00034010812137903794,-0.002918704440084736,0.0035304093628786906,0.5168539325842697,3.0447105105002564e-05,-0.0010952711105346679,,,,,,,,
L28H24,920,28,False,False,False,True,False,0.06614241464968154,nan,nan,nan,0.000631766061048714,0.00048252170005541167,-0.0010400417145718349,0.00201852616299404,0.5168539325842697,4.319623082642778e-05,0.0008609771728515625,,,,,,,,
L28H28,924,28,False,True,False,False,False,0.012000086527929903,nan,nan,nan,0.004156640671936565,0.0023160730854848797,-0.009128628955798202,0.017197073443552077,0.4943820224719101,0.0002073391260952464,-0.017309188842773438,0.0034782176607110527,0.004707936490519663,0.0006309252106741573,0.5309481895129856,0.0012297148115179512,0.01519911021329044,-0.00929877289225546,0.43820224719101125
L29H5,933,29,False,False,False,True,True,0.0,nan,nan,nan,0.0010436493459483347,0.001097588056928656,0.00012569789136393687,0.002041425062029549,0.550561797752809,9.825810332255718e-05,0.0012933731079101563,,,,,,,,
L29H14,942,29,False,False,False,True,False,0.0,nan,nan,nan,0.0042838897440632216,0.0045068906934073805,0.0025731039850899343,0.006794079702891659,0.6966292134831461,0.00040346515126583464,0.007311630249023438,,,,,,,,
L30H3,963,30,True,False,False,False,False,0.011699768585131895,-0.0034102290024975337,0.0027471299920718948,0.005480334460342914,0.003612117882061938,0.0024081401610642336,-0.005923093168923024,0.015491525778609657,0.23595505617977527,0.0002155811401803813,-0.005191898345947266,-0.0018361518892009608,0.0003332931004213483,-0.009607207909058989,0.9008768085148987,0.0021694376227561008,0.016001323635658486,-0.006260540512170684,0.21348314606741572
L30H13,973,30,False,False,True,True,False,0.03899756956521739,nan,nan,nan,0.6722617874424277,0.6320201734478554,0.551089583755879,0.7163923654663429,1.0,0.056579609364878956,0.6981149673461914,,,,,,,,
L30H14,974,30,False,False,False,True,False,0.1525367910447761,nan,nan,nan,0.004427853418092945,0.004517914204115278,0.0025060762180371234,0.00654358234298363,0.6853932584269663,0.0004044519962367474,0.005944538116455078,,,,,,,,
L30H18,978,30,False,False,True,True,False,0.003056756263736264,nan,nan,nan,-1.0322463976502487,-1.057036999906047,-1.2063087383013094,-0.9115706603178818,0.0449438202247191,-0.09462789805053914,-1.1451318740844727,,,,,,,,
L31H1,993,31,True,False,False,False,False,0.02169860887096774,0.005662964999634209,0.004111891759310263,0.017120538615598674,1.2058312115207147e-05,-1.7192926299705932e-05,-0.005202606822667497,0.005339846450291316,0.47191011235955055,-1.539142411498948e-06,-0.006552219390869141,-0.0011459080021033127,-0.0011630969101123596,0.010939008734199437,1.0,-1.7192926299705932e-05,0.005312384782212497,-0.005318128660823522,0.47191011235955055
L31H10,1002,31,False,False,False,True,False,0.06359515454545454,nan,nan,nan,0.009311176814908015,0.00903026441509804,0.00518266920293315,0.012834499592191713,0.7415730337078652,0.0008084058935659405,0.01573190689086914,,,,,,,,
L31H16,1008,31,False,True,False,False,False,0.02287818574468085,0.0009416450048710019,-0.015133283504706512,0.004970974713966582,-0.0045569740171057666,-0.004500539115305697,-0.012219923667693406,0.001680910051538699,0.4943820224719101,-0.0004028965463020353,-0.0034070968627929687,0.003336066610357735,-0.0011644684866573033,0.018783054994733147,1.0,-0.004500539115305697,0.0016028109561191507,-0.011891175387950426,0.4943820224719101
