layer,head,fact_block,position,distance,evals,qk_passes,scored,families,frequency,strength_first,strength_last
4,24,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
4,24,test,test_other,distance_ge_2,57551,0,0,0,0.0,,
4,24,test,test_other,previous,2136,0,0,0,0.0,,
4,24,test,test_other,self,2136,0,0,0,0.0,,
4,25,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
4,25,demo,demo,distance_ge_2,1000158,0,0,0,0.0,,
4,25,demo,demo,previous,8544,0,0,0,0.0,,
4,25,demo,demo,self,8544,0,0,0,0.0,,
4,25,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
4,25,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
4,25,test,test_other,distance_ge_2,57551,0,0,0,0.0,,
4,25,test,test_other,previous,2136,0,0,0,0.0,,
4,25,test,test_other,self,2136,0,0,0,0.0,,
4,26,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
4,26,demo,demo,distance_ge_2,1000158,0,0,0,0.0,,
4,26,demo,demo,previous,8544,0,0,0,0.0,,
4,26,demo,demo,self,8544,0,0,0,0.0,,
4,26,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
4,26,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
4,26,test,test_other,distance_ge_2,57551,0,0,0,0.0,,
4,26,test,test_other,previous,2136,0,0,0,0.0,,
4,26,test,test_other,self,2136,0,0,0,0.0,,
4,27,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
4,27,demo,demo,distance_ge_2,1000158,0,0,0,0.0,,
4,27,demo,demo,previous,8544,0,0,0,0.0,,
4,27,demo,demo,self,8544,0,0,0,0.0,,
4,27,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
4,27,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
4,27,test,test_other,distance_ge_2,57551,0,0,0,0.0,,
4,27,test,test_other,previous,2136,0,0,0,0.0,,
4,27,test,test_other,self,2136,0,0,0,0.0,,
4,28,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
4,28,demo,demo,distance_ge_2,1000158,0,0,0,0.0,,
4,28,demo,demo,previous,8544,1188,1188,82,0.13904494382022473,0.06506770666020763,0.03201826602088833
4,28,demo,demo,self,8544,0,0,0,0.0,,
4,28,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
4,28,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
4,28,test,test_other,distance_ge_2,57551,0,0,0,0.0,,
4,28,test,test_other,previous,2136,455,455,77,0.21301498127340823,0.00756978324915418,0.011799188781079354
4,28,test,test_other,self,2136,0,0,0,0.0,,
4,29,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
4,29,demo,demo,distance_ge_2,1000158,0,0,0,0.0,,
4,29,demo,demo,previous,8544,0,0,0,0.0,,
4,29,demo,demo,self,8544,0,0,0,0.0,,
4,29,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
4,29,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
4,29,test,test_other,distance_ge_2,57551,1,1,1,1.737589268648677e-05,0.0045455885119736195,0.0
4,29,test,test_other,previous,2136,0,0,0,0.0,,
4,29,test,test_other,self,2136,0,0,0,0.0,,
4,30,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
4,30,demo,demo,distance_ge_2,1000158,0,0,0,0.0,,
4,30,demo,demo,previous,8544,0,0,0,0.0,,
4,30,demo,demo,self,8544,0,0,0,0.0,,
4,30,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
4,30,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
4,30,test,test_other,distance_ge_2,57551,0,0,0,0.0,,
4,30,test,test_other,previous,2136,0,0,0,0.0,,
4,30,test,test_other,self,2136,0,0,0,0.0,,
4,31,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
4,31,demo,demo,distance_ge_2,1000158,0,0,0,0.0,,
4,31,demo,demo,previous,8544,0,0,0,0.0,,
4,31,demo,demo,self,8544,0,0,0,0.0,,
4,31,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
4,31,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
4,31,test,test_other,distance_ge_2,57551,0,0,0,0.0,,
4,31,test,test_other,previous,2136,0,0,0,0.0,,
4,31,test,test_other,self,2136,0,0,0,0.0,,
5,0,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
5,0,demo,demo,distance_ge_2,1000158,0,0,0,0.0,,
5,0,demo,demo,previous,8544,0,0,0,0.0,,
5,0,demo,demo,self,8544,0,0,0,0.0,,
5,0,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
5,0,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
5,0,test,test_other,distance_ge_2,57551,0,0,0,0.0,,
5,0,test,test_other,previous,2136,0,0,0,0.0,,
5,0,test,test_other,self,2136,0,0,0,0.0,,
5,1,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
5,1,demo,demo,distance_ge_2,1000158,0,0,0,0.0,,
5,1,demo,demo,previous,8544,0,0,0,0.0,,
5,1,demo,demo,self,8544,0,0,0,0.0,,
5,1,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
5,1,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
5,1,test,test_other,distance_ge_2,57551,0,0,0,0.0,,
5,1,test,test_other,previous,2136,0,0,0,0.0,,
5,1,test,test_other,self,2136,0,0,0,0.0,,
5,2,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
5,2,demo,demo,distance_ge_2,1000158,0,0,0,0.0,,
5,2,demo,demo,previous,8544,0,0,0,0.0,,
5,2,demo,demo,self,8544,0,0,0,0.0,,
5,2,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
5,2,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
5,2,test,test_other,distance_ge_2,57551,0,0,0,0.0,,
5,2,test,test_other,previous,2136,0,0,0,0.0,,
5,2,test,test_other,self,2136,0,0,0,0.0,,
5,3,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
5,3,demo,demo,distance_ge_2,1000158,0,0,0,0.0,,
5,3,demo,demo,previous,8544,0,0,0,0.0,,
5,3,demo,demo,self,8544,0,0,0,0.0,,
5,3,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
5,3,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
5,3,test,test_other,distance_ge_2,57551,0,0,0,0.0,,
5,3,test,test_other,previous,2136,0,0,0,0.0,,
5,3,test,test_other,self,2136,0,0,0,0.0,,
5,4,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
5,4,demo,demo,distance_ge_2,1000158,0,0,0,0.0,,
5,4,demo,demo,previous,8544,0,0,0,0.0,,
5,4,demo,demo,self,8544,0,0,0,0.0,,
5,4,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
5,4,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
5,4,test,test_other,distance_ge_2,57551,0,0,0,0.0,,
5,4,test,test_other,previous,2136,0,0,0,0.0,,
5,4,test,test_other,self,2136,0,0,0,0.0,,
5,5,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
5,5,demo,demo,distance_ge_2,1000158,0,0,0,0.0,,
5,5,demo,demo,previous,8544,0,0,0,0.0,,
5,5,demo,demo,self,8544,0,0,0,0.0,,
5,5,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
5,5,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
5,5,test,test_other,distance_ge_2,57551,0,0,0,0.0,,
5,5,test,test_other,previous,2136,0,0,0,0.0,,
5,5,test,test_other,self,2136,0,0,0,0.0,,
5,6,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
5,6,demo,demo,distance_ge_2,1000158,12,12,2,1.1998104299520676e-05,0.05866207741200924,0.06863013282418251
5,6,demo,demo,previous,8544,0,0,0,0.0,,
5,6,demo,demo,self,8544,54,54,9,0.006320224719101123,0.0,0.12534733364979425
5,6,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
5,6,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
5,6,test,test_other,distance_ge_2,57551,2,2,2,3.475178537297354e-05,0.022712026722729206,0.0035758239682763815
5,6,test,test_other,previous,2136,0,0,0,0.0,,
5,6,test,test_other,self,2136,6,6,1,0.0028089887640449437,0.013978051797797283,0.0
5,7,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
5,7,demo,demo,distance_ge_2,1000158,0,0,0,0.0,,
5,7,demo,demo,previous,8544,0,0,0,0.0,,
5,7,demo,demo,self,8544,0,0,0,0.0,,
5,7,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
5,7,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
5,7,test,test_other,distance_ge_2,57551,0,0,0,0.0,,
5,7,test,test_other,previous,2136,0,0,0,0.0,,
5,7,test,test_other,self,2136,0,0,0,0.0,,
5,8,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
5,8,demo,demo,distance_ge_2,1000158,0,0,0,0.0,,
5,8,demo,demo,previous,8544,0,0,0,0.0,,
5,8,demo,demo,self,8544,0,0,0,0.0,,
5,8,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
5,8,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
5,8,test,test_other,distance_ge_2,57551,3,3,3,5.21276780594603e-05,0.004587196900198857,0.0
5,8,test,test_other,previous,2136,0,0,0,0.0,,
5,8,test,test_other,self,2136,39,39,7,0.018258426966292134,0.017295879831251044,0.005624181262623423
5,9,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
5,9,demo,demo,distance_ge_2,1000158,0,0,0,0.0,,
5,9,demo,demo,previous,8544,0,0,0,0.0,,
5,9,demo,demo,self,8544,0,0,0,0.0,,
5,9,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
5,9,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
5,9,test,test_other,distance_ge_2,57551,0,0,0,0.0,,
5,9,test,test_other,previous,2136,0,0,0,0.0,,
5,9,test,test_other,self,2136,0,0,0,0.0,,
5,10,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
5,10,demo,demo,distance_ge_2,1000158,216,216,30,0.00021596587739137216,0.13203964387584063,0.039153836495070544
5,10,demo,demo,previous,8544,0,0,0,0.0,,
5,10,demo,demo,self,8544,828,828,70,0.09691011235955056,0.006507652795959066,0.003665723246837188
5,10,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
5,10,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
5,10,test,test_other,distance_ge_2,57551,32,32,15,0.0005560285659675766,0.01692141272360459,0.011174175044288859
5,10,test,test_other,previous,2136,0,0,0,0.0,,
5,10,test,test_other,self,2136,428,428,63,0.20037453183520598,0.011554533653907129,0.00945742337981866
5,11,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
5,11,demo,demo,distance_ge_2,1000158,0,0,0,0.0,,
5,11,demo,demo,previous,8544,0,0,0,0.0,,
5,11,demo,demo,self,8544,0,0,0,0.0,,
5,11,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
5,11,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
5,11,test,test_other,distance_ge_2,57551,0,0,0,0.0,,
5,11,test,test_other,previous,2136,0,0,0,0.0,,
5,11,test,test_other,self,2136,0,0,0,0.0,,
5,12,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
5,12,demo,demo,distance_ge_2,1000158,0,0,0,0.0,,
5,12,demo,demo,previous,8544,0,0,0,0.0,,
5,12,demo,demo,self,8544,0,0,0,0.0,,
5,12,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
5,12,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
5,12,test,test_other,distance_ge_2,57551,0,0,0,0.0,,
5,12,test,test_other,previous,2136,0,0,0,0.0,,
5,12,test,test_other,self,2136,0,0,0,0.0,,
5,13,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
5,13,demo,demo,distance_ge_2,1000158,0,0,0,0.0,,
5,13,demo,demo,previous,8544,0,0,0,0.0,,
5,13,demo,demo,self,8544,0,0,0,0.0,,
5,13,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
5,13,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
5,13,test,test_other,distance_ge_2,57551,0,0,0,0.0,,
5,13,test,test_other,previous,2136,0,0,0,0.0,,
5,13,test,test_other,self,2136,0,0,0,0.0,,
5,14,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
5,14,demo,demo,distance_ge_2,1000158,0,0,0,0.0,,
5,14,demo,demo,previous,8544,0,0,0,0.0,,
5,14,demo,demo,self,8544,0,0,0,0.0,,
5,14,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
5,14,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
5,14,test,test_other,distance_ge_2,57551,0,0,0,0.0,,
5,14,test,test_other,previous,2136,0,0,0,0.0,,
5,14,test,test_other,self,2136,0,0,0,0.0,,
5,15,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
5,15,demo,demo,distance_ge_2,1000158,0,0,0,0.0,,
5,15,demo,demo,previous,8544,0,0,0,0.0,,
5,15,demo,demo,self,8544,0,0,0,0.0,,
5,15,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
5,15,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
5,15,test,test_other,distance_ge_2,57551,0,0,0,0.0,,
5,15,test,test_other,previous,2136,0,0,0,0.0,,
5,15,test,test_other,self,2136,0,0,0,0.0,,
5,16,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
5,16,demo,demo,distance_ge_2,1000158,180,180,21,0.00017997156449281012,0.007220626033570928,0.06149946556478325
5,16,demo,demo,previous,8544,0,0,0,0.0,,
5,16,demo,demo,self,8544,0,0,0,0.0,,
5,16,demo,test_other,distance_ge_2,451008,25,25,5,5.543138924364978e-05,0.012376418788917362,0.009107064362615347
5,16,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
5,16,test,test_other,distance_ge_2,57551,45,45,17,0.0007819151708919046,0.009999524567845381,0.012841291311714385
5,16,test,test_other,previous,2136,0,0,0,0.0,,
5,16,test,test_other,self,2136,0,0,0,0.0,,
5,17,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
5,17,demo,demo,distance_ge_2,1000158,0,0,0,0.0,,
5,17,demo,demo,previous,8544,0,0,0,0.0,,
5,17,demo,demo,self,8544,0,0,0,0.0,,
5,17,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
5,17,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
5,17,test,test_other,distance_ge_2,57551,0,0,0,0.0,,
5,17,test,test_other,previous,2136,0,0,0,0.0,,
5,17,test,test_other,self,2136,0,0,0,0.0,,
5,18,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
5,18,demo,demo,distance_ge_2,1000158,1980,1980,89,0.0019796872094209115,0.03968498266855904,0.03898495511061305
5,18,demo,demo,previous,8544,60,60,10,0.007022471910112359,0.03431387630601724,0.315579554438591
5,18,demo,demo,self,8544,594,594,67,0.06952247191011236,0.06483990946778344,0.03061084375287146
5,18,demo,test_other,distance_ge_2,451008,16,16,10,3.547608911593586e-05,0.003079598769545555,0.003624790522735566
5,18,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
5,18,test,test_other,distance_ge_2,57551,409,409,76,0.007106740108773088,0.01166056678374241,0.01695151847950439
5,18,test,test_other,previous,2136,0,0,0,0.0,,
5,18,test,test_other,self,2136,124,124,32,0.05805243445692884,0.010987079548349063,0.006985197386388938
5,19,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
5,19,demo,demo,distance_ge_2,1000158,390,390,42,0.000389938389734422,0.015003017737315251,0.026016440806098474
5,19,demo,demo,previous,8544,0,0,0,0.0,,
5,19,demo,demo,self,8544,0,0,0,0.0,,
5,19,demo,test_other,distance_ge_2,451008,22,22,5,4.8779622534411806e-05,0.01810840703547001,0.017102334952638062
5,19,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
5,19,test,test_other,distance_ge_2,57551,333,333,82,0.005786172264600094,0.009580833288874512,0.020113569189474132
5,19,test,test_other,previous,2136,0,0,0,0.0,,
5,19,test,test_other,self,2136,0,0,0,0.0,,
5,20,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
5,20,demo,demo,distance_ge_2,1000158,0,0,0,0.0,,
5,20,demo,demo,previous,8544,0,0,0,0.0,,
5,20,demo,demo,self,8544,0,0,0,0.0,,
5,20,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
5,20,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
5,20,test,test_other,distance_ge_2,57551,0,0,0,0.0,,
5,20,test,test_other,previous,2136,0,0,0,0.0,,
5,20,test,test_other,self,2136,0,0,0,0.0,,
5,21,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
5,21,demo,demo,distance_ge_2,1000158,0,0,0,0.0,,
5,21,demo,demo,previous,8544,0,0,0,0.0,,
5,21,demo,demo,self,8544,0,0,0,0.0,,
5,21,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
5,21,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
5,21,test,test_other,distance_ge_2,57551,0,0,0,0.0,,
5,21,test,test_other,previous,2136,0,0,0,0.0,,
5,21,test,test_other,self,2136,0,0,0,0.0,,
5,22,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
5,22,demo,demo,distance_ge_2,1000158,0,0,0,0.0,,
5,22,demo,demo,previous,8544,0,0,0,0.0,,
5,22,demo,demo,self,8544,0,0,0,0.0,,
5,22,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
5,22,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
5,22,test,test_other,distance_ge_2,57551,0,0,0,0.0,,
5,22,test,test_other,previous,2136,0,0,0,0.0,,
5,22,test,test_other,self,2136,0,0,0,0.0,,
5,23,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
5,23,demo,demo,distance_ge_2,1000158,0,0,0,0.0,,
5,23,demo,demo,previous,8544,0,0,0,0.0,,
5,23,demo,demo,self,8544,0,0,0,0.0,,
5,23,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
5,23,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
5,23,test,test_other,distance_ge_2,57551,0,0,0,0.0,,
5,23,test,test_other,previous,2136,0,0,0,0.0,,
5,23,test,test_other,self,2136,0,0,0,0.0,,
5,24,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
5,24,demo,demo,distance_ge_2,1000158,0,0,0,0.0,,
5,24,demo,demo,previous,8544,0,0,0,0.0,,
5,24,demo,demo,self,8544,0,0,0,0.0,,
5,24,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
5,24,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
5,24,test,test_other,distance_ge_2,57551,0,0,0,0.0,,
5,24,test,test_other,previous,2136,0,0,0,0.0,,
5,24,test,test_other,self,2136,4,4,2,0.0018726591760299626,0.004366984590888023,0.06537053734064102
5,25,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
5,25,demo,demo,distance_ge_2,1000158,0,0,0,0.0,,
5,25,demo,demo,previous,8544,0,0,0,0.0,,
5,25,demo,demo,self,8544,0,0,0,0.0,,
5,25,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
5,25,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
5,25,test,test_other,distance_ge_2,57551,0,0,0,0.0,,
5,25,test,test_other,previous,2136,0,0,0,0.0,,
5,25,test,test_other,self,2136,0,0,0,0.0,,
5,26,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
5,26,demo,demo,distance_ge_2,1000158,0,0,0,0.0,,
5,26,demo,demo,previous,8544,0,0,0,0.0,,
5,26,demo,demo,self,8544,0,0,0,0.0,,
5,26,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
5,26,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
5,26,test,test_other,distance_ge_2,57551,0,0,0,0.0,,
5,26,test,test_other,previous,2136,0,0,0,0.0,,
5,26,test,test_other,self,2136,0,0,0,0.0,,
5,27,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
5,27,demo,demo,distance_ge_2,1000158,0,0,0,0.0,,
5,27,demo,demo,previous,8544,0,0,0,0.0,,
5,27,demo,demo,self,8544,0,0,0,0.0,,
5,27,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
5,27,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
5,27,test,test_other,distance_ge_2,57551,0,0,0,0.0,,
5,27,test,test_other,previous,2136,0,0,0,0.0,,
5,27,test,test_other,self,2136,0,0,0,0.0,,
5,28,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
5,28,demo,demo,distance_ge_2,1000158,0,0,0,0.0,,
5,28,demo,demo,previous,8544,0,0,0,0.0,,
5,28,demo,demo,self,8544,0,0,0,0.0,,
5,28,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
5,28,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
5,28,test,test_other,distance_ge_2,57551,0,0,0,0.0,,
5,28,test,test_other,previous,2136,0,0,0,0.0,,
5,28,test,test_other,self,2136,0,0,0,0.0,,
5,29,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
5,29,demo,demo,distance_ge_2,1000158,0,0,0,0.0,,
5,29,demo,demo,previous,8544,6,6,1,0.0007022471910112359,0.011577981524169445,0.0
5,29,demo,demo,self,8544,0,0,0,0.0,,
5,29,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
5,29,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
5,29,test,test_other,distance_ge_2,57551,0,0,0,0.0,,
5,29,test,test_other,previous,2136,0,0,0,0.0,,
5,29,test,test_other,self,2136,0,0,0,0.0,,
5,30,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
5,30,demo,demo,distance_ge_2,1000158,0,0,0,0.0,,
5,30,demo,demo,previous,8544,0,0,0,0.0,,
5,30,demo,demo,self,8544,0,0,0,0.0,,
5,30,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
5,30,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
5,30,test,test_other,distance_ge_2,57551,0,0,0,0.0,,
5,30,test,test_other,previous,2136,0,0,0,0.0,,
5,30,test,test_other,self,2136,0,0,0,0.0,,
5,31,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
5,31,demo,demo,distance_ge_2,1000158,0,0,0,0.0,,
5,31,demo,demo,previous,8544,0,0,0,0.0,,
5,31,demo,demo,self,8544,0,0,0,0.0,,
5,31,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
5,31,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
5,31,test,test_other,distance_ge_2,57551,0,0,0,0.0,,
5,31,test,test_other,previous,2136,0,0,0,0.0,,
5,31,test,test_other,self,2136,11,11,3,0.005149812734082397,0.010427216829901392,0.0138004831969738
6,0,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
6,0,demo,demo,distance_ge_2,1000158,0,0,0,0.0,,
6,0,demo,demo,previous,8544,0,0,0,0.0,,
6,0,demo,demo,self,8544,0,0,0,0.0,,
6,0,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
6,0,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
6,0,test,test_other,distance_ge_2,57551,0,0,0,0.0,,
6,0,test,test_other,previous,2136,0,0,0,0.0,,
6,0,test,test_other,self,2136,0,0,0,0.0,,
6,1,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
6,1,demo,demo,distance_ge_2,1000158,0,0,0,0.0,,
6,1,demo,demo,previous,8544,0,0,0,0.0,,
6,1,demo,demo,self,8544,0,0,0,0.0,,
6,1,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
6,1,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
6,1,test,test_other,distance_ge_2,57551,0,0,0,0.0,,
6,1,test,test_other,previous,2136,0,0,0,0.0,,
6,1,test,test_other,self,2136,0,0,0,0.0,,
6,2,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
6,2,demo,demo,distance_ge_2,1000158,0,0,0,0.0,,
6,2,demo,demo,previous,8544,0,0,0,0.0,,
6,2,demo,demo,self,8544,4074,4074,89,0.4768258426966292,0.013400885896635172,0.014116514507861527
6,2,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
6,2,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
6,2,test,test_other,distance_ge_2,57551,0,0,0,0.0,,
6,2,test,test_other,previous,2136,0,0,0,0.0,,
6,2,test,test_other,self,2136,984,984,89,0.4606741573033708,0.0068789355484069545,0.013150680693827344
6,3,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
6,3,demo,demo,distance_ge_2,1000158,6,6,1,5.999052149760338e-06,0.009856077842414379,0.06614714860916138
6,3,demo,demo,previous,8544,0,0,0,0.0,,
6,3,demo,demo,self,8544,684,684,71,0.0800561797752809,0.06844719878890775,0.03703422599937767
6,3,demo,test_other,distance_ge_2,451008,1,1,1,2.2172555697459912e-06,0.0,0.0
6,3,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
6,3,test,test_other,distance_ge_2,57551,8,8,5,0.00013900714149189415,0.007174515922088176,0.01076643739361316
6,3,test,test_other,previous,2136,0,0,0,0.0,,
6,3,test,test_other,self,2136,179,179,43,0.08380149812734082,0.020407838454932124,0.005507846689372006
6,4,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
6,4,demo,demo,distance_ge_2,1000158,0,0,0,0.0,,
6,4,demo,demo,previous,8544,0,0,0,0.0,,
6,4,demo,demo,self,8544,0,0,0,0.0,,
6,4,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
6,4,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
6,4,test,test_other,distance_ge_2,57551,0,0,0,0.0,,
6,4,test,test_other,previous,2136,0,0,0,0.0,,
6,4,test,test_other,self,2136,0,0,0,0.0,,
6,5,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
6,5,demo,demo,distance_ge_2,1000158,0,0,0,0.0,,
6,5,demo,demo,previous,8544,0,0,0,0.0,,
6,5,demo,demo,self,8544,0,0,0,0.0,,
6,5,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
6,5,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
6,5,test,test_other,distance_ge_2,57551,0,0,0,0.0,,
6,5,test,test_other,previous,2136,0,0,0,0.0,,
6,5,test,test_other,self,2136,0,0,0,0.0,,
6,6,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
6,6,demo,demo,distance_ge_2,1000158,0,0,0,0.0,,
6,6,demo,demo,previous,8544,0,0,0,0.0,,
6,6,demo,demo,self,8544,0,0,0,0.0,,
6,6,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
6,6,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
6,6,test,test_other,distance_ge_2,57551,0,0,0,0.0,,
6,6,test,test_other,previous,2136,0,0,0,0.0,,
6,6,test,test_other,self,2136,0,0,0,0.0,,
