layer,head,fact_block,position,distance,evals,qk_passes,scored,families,frequency,strength_first,strength_last
12,27,test,test_other,previous,2136,0,0,0,0.0,,
12,27,test,test_other,self,2136,0,0,0,0.0,,
12,28,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
12,28,demo,demo,distance_ge_2,1000158,0,0,0,0.0,,
12,28,demo,demo,previous,8544,0,0,0,0.0,,
12,28,demo,demo,self,8544,0,0,0,0.0,,
12,28,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
12,28,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
12,28,test,test_other,distance_ge_2,57551,0,0,0,0.0,,
12,28,test,test_other,previous,2136,0,0,0,0.0,,
12,28,test,test_other,self,2136,0,0,0,0.0,,
12,29,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
12,29,demo,demo,distance_ge_2,1000158,24,24,4,2.3996208599041352e-05,0.0,0.011675664922222495
12,29,demo,demo,previous,8544,0,0,0,0.0,,
12,29,demo,demo,self,8544,0,0,0,0.0,,
12,29,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
12,29,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
12,29,test,test_other,distance_ge_2,57551,0,0,0,0.0,,
12,29,test,test_other,previous,2136,0,0,0,0.0,,
12,29,test,test_other,self,2136,1,1,1,0.00046816479400749064,0.07093439251184464,0.0
12,30,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
12,30,demo,demo,distance_ge_2,1000158,90,90,12,8.998578224640506e-05,0.03281704419189029,0.014753082922349373
12,30,demo,demo,previous,8544,0,0,0,0.0,,
12,30,demo,demo,self,8544,0,0,0,0.0,,
12,30,demo,test_other,distance_ge_2,451008,33,33,8,7.31694338016177e-05,0.014594203086965012,0.01832403066201192
12,30,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
12,30,test,test_other,distance_ge_2,57551,9,9,3,0.00015638303417838092,0.003466993298692008,0.00010085062563626302
12,30,test,test_other,previous,2136,0,0,0,0.0,,
12,30,test,test_other,self,2136,0,0,0,0.0,,
12,31,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
12,31,demo,demo,distance_ge_2,1000158,3276,3276,89,0.0032754824737691443,0.02443256328118682,0.02925357204308984
12,31,demo,demo,previous,8544,0,0,0,0.0,,
12,31,demo,demo,self,8544,0,0,0,0.0,,
12,31,demo,test_other,distance_ge_2,451008,477,477,80,0.001057630906768838,0.013079703709260744,0.015371193877771298
12,31,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
12,31,test,test_other,distance_ge_2,57551,364,364,81,0.006324824937881184,0.010090852846418044,0.014699661928946395
12,31,test,test_other,previous,2136,0,0,0,0.0,,
12,31,test,test_other,self,2136,0,0,0,0.0,,
13,0,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
13,0,demo,demo,distance_ge_2,1000158,0,0,0,0.0,,
13,0,demo,demo,previous,8544,0,0,0,0.0,,
13,0,demo,demo,self,8544,0,0,0,0.0,,
13,0,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
13,0,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
13,0,test,test_other,distance_ge_2,57551,0,0,0,0.0,,
13,0,test,test_other,previous,2136,0,0,0,0.0,,
13,0,test,test_other,self,2136,0,0,0,0.0,,
13,1,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
13,1,demo,demo,distance_ge_2,1000158,984,984,63,0.0009838445525606953,0.03124071416089915,0.02047806146660653
13,1,demo,demo,previous,8544,6,6,1,0.0007022471910112359,0.045321300625801086,0.03295445069670677
13,1,demo,demo,self,8544,0,0,0,0.0,,
13,1,demo,test_other,distance_ge_2,451008,5,5,1,1.1086277848729955e-05,0.03475383669137955,0.0
13,1,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
13,1,test,test_other,distance_ge_2,57551,37,37,11,0.0006429080294000104,0.021795936558093573,0.008205079523896848
13,1,test,test_other,previous,2136,0,0,0,0.0,,
13,1,test,test_other,self,2136,0,0,0,0.0,,
13,2,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
13,2,demo,demo,distance_ge_2,1000158,426,426,48,0.000425932702632984,0.019374990097942277,0.08152413958062728
13,2,demo,demo,previous,8544,90,90,15,0.010533707865168539,0.19977430005868277,0.4463016663988431
13,2,demo,demo,self,8544,0,0,0,0.0,,
13,2,demo,test_other,distance_ge_2,451008,37,37,11,8.203845608060167e-05,0.0,0.011460690608097089
13,2,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
13,2,test,test_other,distance_ge_2,57551,11,11,10,0.00019113481955135446,0.0009877765921621838,0.008833348751068115
13,2,test,test_other,previous,2136,1,1,1,0.00046816479400749064,0.0,0.07616416364908218
13,2,test,test_other,self,2136,0,0,0,0.0,,
13,3,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
13,3,demo,demo,distance_ge_2,1000158,36,36,6,3.599431289856203e-05,0.03160995536018163,0.0
13,3,demo,demo,previous,8544,0,0,0,0.0,,
13,3,demo,demo,self,8544,0,0,0,0.0,,
13,3,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
13,3,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
13,3,test,test_other,distance_ge_2,57551,50,50,29,0.0008687946343243384,0.007532273397082463,0.021238324986770748
13,3,test,test_other,previous,2136,0,0,0,0.0,,
13,3,test,test_other,self,2136,0,0,0,0.0,,
13,4,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
13,4,demo,demo,distance_ge_2,1000158,0,0,0,0.0,,
13,4,demo,demo,previous,8544,0,0,0,0.0,,
13,4,demo,demo,self,8544,0,0,0,0.0,,
13,4,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
13,4,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
13,4,test,test_other,distance_ge_2,57551,0,0,0,0.0,,
13,4,test,test_other,previous,2136,0,0,0,0.0,,
13,4,test,test_other,self,2136,0,0,0,0.0,,
13,5,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
13,5,demo,demo,distance_ge_2,1000158,48,48,6,4.7992417198082705e-05,0.0032524067210033536,0.023011965056260426
13,5,demo,demo,previous,8544,0,0,0,0.0,,
13,5,demo,demo,self,8544,0,0,0,0.0,,
13,5,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
13,5,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
13,5,test,test_other,distance_ge_2,57551,15,15,10,0.0002606383902973015,0.010129501013094948,0.013418584875762463
13,5,test,test_other,previous,2136,1,1,1,0.00046816479400749064,0.0,0.0
13,5,test,test_other,self,2136,9,9,5,0.004213483146067416,0.00553852588766151,0.007837130791611142
13,6,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
13,6,demo,demo,distance_ge_2,1000158,0,0,0,0.0,,
13,6,demo,demo,previous,8544,0,0,0,0.0,,
13,6,demo,demo,self,8544,0,0,0,0.0,,
13,6,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
13,6,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
13,6,test,test_other,distance_ge_2,57551,0,0,0,0.0,,
13,6,test,test_other,previous,2136,0,0,0,0.0,,
13,6,test,test_other,self,2136,0,0,0,0.0,,
13,7,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
13,7,demo,demo,distance_ge_2,1000158,12,12,2,1.1998104299520676e-05,0.007314558140933514,0.0
13,7,demo,demo,previous,8544,0,0,0,0.0,,
13,7,demo,demo,self,8544,0,0,0,0.0,,
13,7,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
13,7,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
13,7,test,test_other,distance_ge_2,57551,6,6,5,0.0001042553561189206,0.007744661532342434,0.022415386241239805
13,7,test,test_other,previous,2136,0,0,0,0.0,,
13,7,test,test_other,self,2136,0,0,0,0.0,,
13,8,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
13,8,demo,demo,distance_ge_2,1000158,3432,3432,88,0.003431457829662913,0.015555040172890026,0.013477341316067527
13,8,demo,demo,previous,8544,1998,1998,89,0.23384831460674158,0.01869530313353982,0.03638398430658154
13,8,demo,demo,self,8544,0,0,0,0.0,,
13,8,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
13,8,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
13,8,test,test_other,distance_ge_2,57551,1406,1406,88,0.024430505117200397,0.010655169663981437,0.012155821078239095
13,8,test,test_other,previous,2136,900,900,89,0.42134831460674155,0.007117313516262382,0.015242350179135732
13,8,test,test_other,self,2136,0,0,0,0.0,,
13,9,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
13,9,demo,demo,distance_ge_2,1000158,0,0,0,0.0,,
13,9,demo,demo,previous,8544,0,0,0,0.0,,
13,9,demo,demo,self,8544,0,0,0,0.0,,
13,9,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
13,9,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
13,9,test,test_other,distance_ge_2,57551,0,0,0,0.0,,
13,9,test,test_other,previous,2136,0,0,0,0.0,,
13,9,test,test_other,self,2136,0,0,0,0.0,,
13,10,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
13,10,demo,demo,distance_ge_2,1000158,12,12,2,1.1998104299520676e-05,0.027682149782776833,0.0
13,10,demo,demo,previous,8544,0,0,0,0.0,,
13,10,demo,demo,self,8544,0,0,0,0.0,,
13,10,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
13,10,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
13,10,test,test_other,distance_ge_2,57551,9,9,6,0.00015638303417838092,0.00568849862449699,0.010127106681466103
13,10,test,test_other,previous,2136,0,0,0,0.0,,
13,10,test,test_other,self,2136,43,43,20,0.020131086142322098,0.02387451937118935,0.006608007827687056
13,11,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
13,11,demo,demo,distance_ge_2,1000158,0,0,0,0.0,,
13,11,demo,demo,previous,8544,0,0,0,0.0,,
13,11,demo,demo,self,8544,0,0,0,0.0,,
13,11,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
13,11,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
13,11,test,test_other,distance_ge_2,57551,0,0,0,0.0,,
13,11,test,test_other,previous,2136,1,1,1,0.00046816479400749064,0.01225108653306961,0.039906758815050125
13,11,test,test_other,self,2136,0,0,0,0.0,,
13,12,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
13,12,demo,demo,distance_ge_2,1000158,0,0,0,0.0,,
13,12,demo,demo,previous,8544,0,0,0,0.0,,
13,12,demo,demo,self,8544,0,0,0,0.0,,
13,12,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
13,12,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
13,12,test,test_other,distance_ge_2,57551,0,0,0,0.0,,
13,12,test,test_other,previous,2136,0,0,0,0.0,,
13,12,test,test_other,self,2136,0,0,0,0.0,,
13,13,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
13,13,demo,demo,distance_ge_2,1000158,0,0,0,0.0,,
13,13,demo,demo,previous,8544,0,0,0,0.0,,
13,13,demo,demo,self,8544,1476,1476,89,0.17275280898876405,0.025120399775402178,0.01680486150471453
13,13,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
13,13,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
13,13,test,test_other,distance_ge_2,57551,0,0,0,0.0,,
13,13,test,test_other,previous,2136,0,0,0,0.0,,
13,13,test,test_other,self,2136,390,390,82,0.18258426966292135,0.013324127275887011,0.008314374196971841
13,14,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
13,14,demo,demo,distance_ge_2,1000158,0,0,0,0.0,,
13,14,demo,demo,previous,8544,0,0,0,0.0,,
13,14,demo,demo,self,8544,0,0,0,0.0,,
13,14,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
13,14,test,answer_prediction,distance_ge_2,2136,2,2,2,0.0009363295880149813,0.00042820128146559,0.0
13,14,test,test_other,distance_ge_2,57551,1,1,1,1.737589268648677e-05,0.0,0.0
13,14,test,test_other,previous,2136,2,2,1,0.0009363295880149813,0.00014580466086044908,0.0038692180532962084
13,14,test,test_other,self,2136,0,0,0,0.0,,
13,15,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
13,15,demo,demo,distance_ge_2,1000158,0,0,0,0.0,,
13,15,demo,demo,previous,8544,0,0,0,0.0,,
13,15,demo,demo,self,8544,0,0,0,0.0,,
13,15,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
13,15,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
13,15,test,test_other,distance_ge_2,57551,9,9,9,0.00015638303417838092,0.02379934383659727,0.014583149097032018
13,15,test,test_other,previous,2136,0,0,0,0.0,,
13,15,test,test_other,self,2136,0,0,0,0.0,,
13,16,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
13,16,demo,demo,distance_ge_2,1000158,0,0,0,0.0,,
13,16,demo,demo,previous,8544,0,0,0,0.0,,
13,16,demo,demo,self,8544,0,0,0,0.0,,
13,16,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
13,16,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
13,16,test,test_other,distance_ge_2,57551,6,6,5,0.0001042553561189206,0.016022035852074623,0.02971301363625874
13,16,test,test_other,previous,2136,0,0,0,0.0,,
13,16,test,test_other,self,2136,0,0,0,0.0,,
13,17,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
13,17,demo,demo,distance_ge_2,1000158,0,0,0,0.0,,
13,17,demo,demo,previous,8544,0,0,0,0.0,,
13,17,demo,demo,self,8544,0,0,0,0.0,,
13,17,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
13,17,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
13,17,test,test_other,distance_ge_2,57551,0,0,0,0.0,,
13,17,test,test_other,previous,2136,0,0,0,0.0,,
13,17,test,test_other,self,2136,0,0,0,0.0,,
13,18,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
13,18,demo,demo,distance_ge_2,1000158,990,990,77,0.0009898436047104558,0.028386794741740544,0.041153006409921075
13,18,demo,demo,previous,8544,0,0,0,0.0,,
13,18,demo,demo,self,8544,90,90,15,0.010533707865168539,0.014147726472260223,0.042150201415643095
13,18,demo,test_other,distance_ge_2,451008,84,84,25,0.00018624946785866325,0.017306607779617133,0.016671954017337634
13,18,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
13,18,test,test_other,distance_ge_2,57551,390,390,81,0.00677659814772984,0.010355113645514044,0.017460664121272902
13,18,test,test_other,previous,2136,0,0,0,0.0,,
13,18,test,test_other,self,2136,58,58,22,0.027153558052434457,0.029116887907328984,0.025739327619044947
13,19,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
13,19,demo,demo,distance_ge_2,1000158,0,0,0,0.0,,
13,19,demo,demo,previous,8544,0,0,0,0.0,,
13,19,demo,demo,self,8544,0,0,0,0.0,,
13,19,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
13,19,test,answer_prediction,distance_ge_2,2136,1,1,1,0.00046816479400749064,0.0,0.03054732270538807
13,19,test,test_other,distance_ge_2,57551,0,0,0,0.0,,
13,19,test,test_other,previous,2136,0,0,0,0.0,,
13,19,test,test_other,self,2136,0,0,0,0.0,,
13,20,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
13,20,demo,demo,distance_ge_2,1000158,0,0,0,0.0,,
13,20,demo,demo,previous,8544,0,0,0,0.0,,
13,20,demo,demo,self,8544,0,0,0,0.0,,
13,20,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
13,20,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
13,20,test,test_other,distance_ge_2,57551,0,0,0,0.0,,
13,20,test,test_other,previous,2136,0,0,0,0.0,,
13,20,test,test_other,self,2136,0,0,0,0.0,,
13,21,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
13,21,demo,demo,distance_ge_2,1000158,0,0,0,0.0,,
13,21,demo,demo,previous,8544,0,0,0,0.0,,
13,21,demo,demo,self,8544,0,0,0,0.0,,
13,21,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
13,21,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
13,21,test,test_other,distance_ge_2,57551,0,0,0,0.0,,
13,21,test,test_other,previous,2136,0,0,0,0.0,,
13,21,test,test_other,self,2136,0,0,0,0.0,,
13,22,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
13,22,demo,demo,distance_ge_2,1000158,432,432,48,0.0004319317547827443,0.01920801000057879,0.10507914620770693
13,22,demo,demo,previous,8544,402,402,58,0.047050561797752806,0.0005987694125566909,0.018863746043832147
13,22,demo,demo,self,8544,0,0,0,0.0,,
13,22,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
13,22,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
13,22,test,test_other,distance_ge_2,57551,40,40,25,0.0006950357074594708,0.00601701169507578,0.021283351036254318
13,22,test,test_other,previous,2136,114,114,49,0.05337078651685393,0.0017748785576897493,0.015187692003357307
13,22,test,test_other,self,2136,0,0,0,0.0,,
13,23,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
13,23,demo,demo,distance_ge_2,1000158,0,0,0,0.0,,
13,23,demo,demo,previous,8544,0,0,0,0.0,,
13,23,demo,demo,self,8544,0,0,0,0.0,,
13,23,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
13,23,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
13,23,test,test_other,distance_ge_2,57551,3,3,2,5.21276780594603e-05,0.024267245394488175,0.011708139131466547
13,23,test,test_other,previous,2136,9,9,7,0.004213483146067416,0.01047564962775343,0.00655189197924402
13,23,test,test_other,self,2136,4,4,4,0.0018726591760299626,0.002314738230779767,0.02321059675887227
13,24,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
13,24,demo,demo,distance_ge_2,1000158,0,0,0,0.0,,
13,24,demo,demo,previous,8544,0,0,0,0.0,,
13,24,demo,demo,self,8544,0,0,0,0.0,,
13,24,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
13,24,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
13,24,test,test_other,distance_ge_2,57551,1,1,1,1.737589268648677e-05,0.007115761283785105,0.0
13,24,test,test_other,previous,2136,0,0,0,0.0,,
13,24,test,test_other,self,2136,2,2,2,0.0009363295880149813,0.00920825731009245,0.0
13,25,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
13,25,demo,demo,distance_ge_2,1000158,0,0,0,0.0,,
13,25,demo,demo,previous,8544,0,0,0,0.0,,
13,25,demo,demo,self,8544,0,0,0,0.0,,
13,25,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
13,25,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
13,25,test,test_other,distance_ge_2,57551,0,0,0,0.0,,
13,25,test,test_other,previous,2136,0,0,0,0.0,,
13,25,test,test_other,self,2136,0,0,0,0.0,,
13,26,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
13,26,demo,demo,distance_ge_2,1000158,30,30,5,2.999526074880169e-05,0.03354040586079161,0.010838476568460464
13,26,demo,demo,previous,8544,0,0,0,0.0,,
13,26,demo,demo,self,8544,0,0,0,0.0,,
13,26,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
13,26,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
13,26,test,test_other,distance_ge_2,57551,5,5,5,8.687946343243385e-05,0.0,0.0280946945771575
13,26,test,test_other,previous,2136,0,0,0,0.0,,
13,26,test,test_other,self,2136,2,2,1,0.0009363295880149813,0.03837359696626663,0.0
13,27,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
13,27,demo,demo,distance_ge_2,1000158,0,0,0,0.0,,
13,27,demo,demo,previous,8544,0,0,0,0.0,,
13,27,demo,demo,self,8544,0,0,0,0.0,,
13,27,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
13,27,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
13,27,test,test_other,distance_ge_2,57551,0,0,0,0.0,,
13,27,test,test_other,previous,2136,0,0,0,0.0,,
13,27,test,test_other,self,2136,0,0,0,0.0,,
13,28,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
13,28,demo,demo,distance_ge_2,1000158,48,48,7,4.7992417198082705e-05,0.0057654938427731395,0.021047211116335045
13,28,demo,demo,previous,8544,0,0,0,0.0,,
13,28,demo,demo,self,8544,0,0,0,0.0,,
13,28,demo,test_other,distance_ge_2,451008,25,25,8,5.543138924364978e-05,0.012854477763175965,0.011647715209983289
13,28,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
13,28,test,test_other,distance_ge_2,57551,0,0,0,0.0,,
13,28,test,test_other,previous,2136,0,0,0,0.0,,
13,28,test,test_other,self,2136,0,0,0,0.0,,
13,29,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
13,29,demo,demo,distance_ge_2,1000158,0,0,0,0.0,,
13,29,demo,demo,previous,8544,0,0,0,0.0,,
13,29,demo,demo,self,8544,0,0,0,0.0,,
13,29,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
13,29,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
13,29,test,test_other,distance_ge_2,57551,0,0,0,0.0,,
13,29,test,test_other,previous,2136,0,0,0,0.0,,
13,29,test,test_other,self,2136,0,0,0,0.0,,
13,30,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
13,30,demo,demo,distance_ge_2,1000158,0,0,0,0.0,,
13,30,demo,demo,previous,8544,0,0,0,0.0,,
13,30,demo,demo,self,8544,78,78,13,0.009129213483146067,0.009580435088047614,0.0
13,30,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
13,30,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
13,30,test,test_other,distance_ge_2,57551,0,0,0,0.0,,
13,30,test,test_other,previous,2136,0,0,0,0.0,,
13,30,test,test_other,self,2136,0,0,0,0.0,,
13,31,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
13,31,demo,demo,distance_ge_2,1000158,0,0,0,0.0,,
13,31,demo,demo,previous,8544,0,0,0,0.0,,
13,31,demo,demo,self,8544,0,0,0,0.0,,
13,31,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
13,31,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
13,31,test,test_other,distance_ge_2,57551,0,0,0,0.0,,
13,31,test,test_other,previous,2136,0,0,0,0.0,,
13,31,test,test_other,self,2136,0,0,0,0.0,,
14,0,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
14,0,demo,demo,distance_ge_2,1000158,36,36,2,3.599431289856203e-05,0.00019826511076341072,0.00573427090421319
14,0,demo,demo,previous,8544,0,0,0,0.0,,
14,0,demo,demo,self,8544,0,0,0,0.0,,
14,0,demo,test_other,distance_ge_2,451008,12,12,1,2.6607066836951895e-05,6.896406800175707e-05,0.015224117902107537
14,0,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
14,0,test,test_other,distance_ge_2,57551,1,1,1,1.737589268648677e-05,0.0,0.009152712300419807
14,0,test,test_other,previous,2136,0,0,0,0.0,,
14,0,test,test_other,self,2136,0,0,0,0.0,,
14,1,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
14,1,demo,demo,distance_ge_2,1000158,0,0,0,0.0,,
14,1,demo,demo,previous,8544,0,0,0,0.0,,
14,1,demo,demo,self,8544,0,0,0,0.0,,
14,1,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
14,1,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
14,1,test,test_other,distance_ge_2,57551,0,0,0,0.0,,
14,1,test,test_other,previous,2136,0,0,0,0.0,,
14,1,test,test_other,self,2136,0,0,0,0.0,,
14,2,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
14,2,demo,demo,distance_ge_2,1000158,0,0,0,0.0,,
14,2,demo,demo,previous,8544,0,0,0,0.0,,
14,2,demo,demo,self,8544,0,0,0,0.0,,
14,2,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
14,2,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
14,2,test,test_other,distance_ge_2,57551,0,0,0,0.0,,
14,2,test,test_other,previous,2136,0,0,0,0.0,,
14,2,test,test_other,self,2136,0,0,0,0.0,,
14,3,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
14,3,demo,demo,distance_ge_2,1000158,6,6,1,5.999052149760338e-06,0.0,0.0
14,3,demo,demo,previous,8544,0,0,0,0.0,,
14,3,demo,demo,self,8544,0,0,0,0.0,,
14,3,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
14,3,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
14,3,test,test_other,distance_ge_2,57551,0,0,0,0.0,,
14,3,test,test_other,previous,2136,0,0,0,0.0,,
14,3,test,test_other,self,2136,1,1,1,0.00046816479400749064,0.018258091062307358,0.015399372205138206
14,4,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
14,4,demo,demo,distance_ge_2,1000158,6,6,1,5.999052149760338e-06,0.0,0.0
14,4,demo,demo,previous,8544,0,0,0,0.0,,
14,4,demo,demo,self,8544,0,0,0,0.0,,
14,4,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
14,4,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
14,4,test,test_other,distance_ge_2,57551,0,0,0,0.0,,
14,4,test,test_other,previous,2136,0,0,0,0.0,,
14,4,test,test_other,self,2136,0,0,0,0.0,,
14,5,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
14,5,demo,demo,distance_ge_2,1000158,24,24,4,2.3996208599041352e-05,0.0,0.006110144779086113
14,5,demo,demo,previous,8544,12,12,2,0.0014044943820224719,0.0,0.0
14,5,demo,demo,self,8544,0,0,0,0.0,,
14,5,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
14,5,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
14,5,test,test_other,distance_ge_2,57551,18,18,12,0.00031276606835676184,0.018997202106725633,0.01653347280807793
14,5,test,test_other,previous,2136,1,1,1,0.00046816479400749064,0.021033378317952156,0.0
14,5,test,test_other,self,2136,0,0,0,0.0,,
14,6,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
14,6,demo,demo,distance_ge_2,1000158,0,0,0,0.0,,
14,6,demo,demo,previous,8544,0,0,0,0.0,,
14,6,demo,demo,self,8544,0,0,0,0.0,,
14,6,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
14,6,test,answer_prediction,distance_ge_2,2136,0,0,0,0.0,,
14,6,test,test_other,distance_ge_2,57551,1,1,1,1.737589268648677e-05,0.03131667897105217,0.009076729416847229
14,6,test,test_other,previous,2136,0,0,0,0.0,,
14,6,test,test_other,self,2136,0,0,0,0.0,,
14,7,demo,answer_prediction,distance_ge_2,8544,0,0,0,0.0,,
14,7,demo,demo,distance_ge_2,1000158,0,0,0,0.0,,
14,7,demo,demo,previous,8544,0,0,0,0.0,,
14,7,demo,demo,self,8544,0,0,0,0.0,,
14,7,demo,test_other,distance_ge_2,451008,0,0,0,0.0,,
14,7,test,answer_prediction,distance_ge_2,2136,2,2,1,0.0009363295880149813,0.0,0.0
