config_id,direction,family,effect,shared_prefix
434:fact2_template:single:434:,noise,16,-0.00592041015625,False
434:fact2_template:single:434:,noise,32,0.00555419921875,False
434:fact2_template:single:434:,noise,48,0.0059661865234375,False
434:fact2_template:single:434:,noise,56,0.0038909912109375,False
434:fact2_template:single:434:,noise,64,0.00732421875,False
434:fact2_template:single:434:,noise,82,0.00677490234375,False
434:fact2_template:single:434:,noise,96,0.0103759765625,False
434:fact2_template:single:434:,noise,98,-0.0128173828125,False
434:fact2_template:single:434:,noise,102,0.00630950927734375,False
434:fact2_template:single:434:,noise,116,-0.0164794921875,False
434:fact2_template:single:434:,noise,130,-0.0026397705078125,False
434:fact2_template:single:434:,noise,150,0.005096435546875,False
434:fact2_template:single:434:,noise,154,-0.005615234375,False
434:fact2_template:single:434:,noise,162,0.007568359375,False
434:fact2_template:single:434:,noise,176,0.0032958984375,False
434:fact2_template:single:434:,noise,178,-0.00664520263671875,False
434:fact2_template:single:434:,noise,186,0.00775146484375,False
434:fact2_template:single:434:,noise,192,-0.0086669921875,False
434:fact2_template:single:434:,noise,196,-0.00732421875,False
434:fact3_mother:single:434:,noise,0,0.107025146484375,False
434:fact3_mother:single:434:,noise,16,-0.05120849609375,False
434:fact3_mother:single:434:,noise,32,-0.10894775390625,False
434:fact3_mother:single:434:,noise,48,-0.0172119140625,False
434:fact3_mother:single:434:,noise,56,-0.0989227294921875,False
434:fact3_mother:single:434:,noise,64,0.0479736328125,False
434:fact3_mother:single:434:,noise,82,-0.04345703125,False
434:fact3_mother:single:434:,noise,96,0.4051513671875,False
434:fact3_mother:single:434:,noise,98,0.231842041015625,False
434:fact3_mother:single:434:,noise,102,0.2232666015625,False
434:fact3_mother:single:434:,noise,116,0.3070068359375,False
434:fact3_mother:single:434:,noise,130,-0.13286590576171875,False
434:fact3_mother:single:434:,noise,150,0.03497314453125,False
434:fact3_mother:single:434:,noise,154,0.25152587890625,False
434:fact3_mother:single:434:,noise,162,0.014404296875,False
434:fact3_mother:single:434:,noise,176,0.0555419921875,False
434:fact3_mother:single:434:,noise,178,0.3450927734375,False
434:fact3_mother:single:434:,noise,186,0.13494873046875,False
434:fact3_mother:single:434:,noise,192,0.12591552734375,False
434:fact3_mother:single:434:,noise,196,0.12841796875,False
434:fact3_template:single:434:,noise,0,0.06561279296875,False
434:fact3_template:single:434:,noise,16,0.074066162109375,False
434:fact3_template:single:434:,noise,32,0.016448974609375,False
434:fact3_template:single:434:,noise,48,0.052764892578125,False
434:fact3_template:single:434:,noise,56,-0.02508544921875,False
