layer,head,ri_first,ri_last,first_order_mean,final_estimate_mean,exact_subset_mean,exact_subset_mean_abs,exact_all_pairs_mean
5,2,0.0,0.0,0.001429980968352763,0.001429980968352763,0.005211067199707031,0.009765052795410156,
5,3,0.0,0.0,0.0007776627207522835,0.0007776627207522835,-0.003553009033203125,0.013714599609375,
5,4,0.0,0.0,-0.0036321682279950446,-0.0036321682279950446,-0.003552818298339844,0.018291664123535157,
5,5,0.0,0.0,-0.00019040004431343312,-0.00019040004431343312,-0.002077484130859375,0.007326507568359375,
5,6,0.011259983783783784,0.10269563513513513,-0.0030710064227891603,-0.0030710064227891603,-0.003277015686035156,0.01962146759033203,-0.0022226826528484902
5,7,0.0,0.0,0.0005563592331894684,0.0005563592331894684,0.0028881072998046876,0.006914901733398438,
5,8,0.016388133333333332,0.0052224613333333334,-0.0009005106671640043,-0.0009005106671640043,0.011027717590332031,0.031825828552246097,
5,9,0.0,0.0,-0.00052900940851502,-0.00052900940851502,0.002079296112060547,0.015612316131591798,
5,10,0.02619396210106383,0.010570325132978724,-0.007139561878349842,-0.007139561878349842,-0.014553070068359375,0.06643524169921874,
5,11,0.0,0.0,0.0005990964163675528,0.0005990964163675528,0.007079696655273438,0.011716842651367188,
5,12,0.0,0.0,-0.0014170625391272367,-0.0014170625391272367,0.003668403625488281,0.021795082092285156,
5,13,0.0,0.0,0.0008597277654884279,0.0008597277654884279,-0.0013780593872070312,0.008247184753417968,
5,14,0.0,0.0,0.00430647031929909,0.00430647031929909,0.010319709777832031,0.02085704803466797,
5,15,0.0,0.0,0.000247679881529498,0.000247679881529498,0.0024663925170898436,0.008093833923339844,
5,16,0.00823640952,0.047501744000000005,0.0061105320470805245,0.0061105320470805245,0.0010471343994140625,0.030340576171875,
5,17,0.0,0.0,-0.0005278277670012348,-0.0005278277670012348,0.00210113525390625,0.0135345458984375,
5,18,0.03937508746465598,0.038380491046182845,0.004990722794410134,0.004990722794410134,0.012072181701660157,0.02838420867919922,
5,19,0.012671122013422818,0.023114717315436243,-0.0137405285972767,-0.0137405285972767,-0.03330860137939453,0.07331638336181641,
5,20,0.0,0.0,0.00047339276336081157,0.00047339276336081157,0.002999114990234375,0.0130157470703125,
5,21,0.0,0.0,-0.0023101783515179133,-0.0023101783515179133,-0.004229354858398438,0.013759231567382813,
5,22,0.0,0.0,-0.0014209211254597046,-0.0014209211254597046,-0.006913375854492187,0.014224624633789063,
5,23,0.0,0.0,0.0017166366464500262,0.0017166366464500262,-0.00015087127685546874,0.04135837554931641,
5,24,0.004366975,0.06537055,0.0010961403225266029,0.0010961403225266029,-0.009578609466552734,0.028376674652099608,
5,25,0.0,0.0,-0.12053462586710963,-0.12053462586710963,-0.10905628204345703,0.20376911163330078,
5,26,0.0,0.0,0.0019944756791476954,0.0019944756791476954,0.0030576705932617186,0.01578655242919922,
5,27,0.0,0.0,-0.0013011859558533165,-0.0013011859558533165,-0.006045341491699219,0.01817913055419922,
5,28,0.0,0.0,0.0033436323342101878,0.0033436323342101878,-0.0031230926513671877,0.035020065307617185,
5,29,0.011578,0.0,0.0004196674706874771,0.0004196674706874771,-0.0012247085571289063,0.019539451599121092,
5,30,0.0,0.0,-0.0005007161252956649,-0.0005007161252956649,0.0001819610595703125,0.007376480102539063,
5,31,0.010427236363636362,0.013800481818181819,0.0039103703496171935,0.0039103703496171935,0.0070670127868652345,0.013567256927490234,
6,0,0.0,0.0,0.0007965042533122756,0.0007965042533122756,0.007674980163574219,0.03661327362060547,
6,1,0.0,0.0,0.0005852936141145824,0.0005852936141145824,-0.0005776405334472657,0.008527469635009766,
6,2,0.01213211459074733,0.013928607868722815,0.0038334109152999467,0.0038334109152999467,0.007234382629394531,0.039140510559082034,
6,3,0.05761665569476082,0.03052430933940774,-0.00177713948513873,-0.00177713948513873,0.000373077392578125,0.018547821044921874,
6,4,0.0,0.0,9.510328511189502e-05,9.510328511189502e-05,0.0006467819213867188,0.006962776184082031,
6,5,0.0,0.0,9.10627704082329e-05,9.10627704082329e-05,0.0029699325561523436,0.020685386657714844,
6,6,0.0,0.0,0.001602273380444019,0.001602273380444019,0.00382232666015625,0.0127716064453125,
6,7,0.006591973333333333,0.010164066666666667,-0.005726839753202676,-0.005726839753202676,-0.011791038513183593,0.030455970764160158,
6,8,0.0,0.0,-0.001603497070616132,-0.001603497070616132,-0.001236724853515625,0.0078857421875,
6,9,0.0,0.0,-0.0011316318803315125,-0.0011316318803315125,-0.0012136459350585937,0.006995201110839844,
6,10,0.0,0.0,0.0009622900315764454,0.0009622900315764454,0.003112030029296875,0.01483306884765625,
6,11,0.03474326968750001,0.093568076125,-3.033014814882131e-05,-3.033014814882131e-05,0.00033969879150390624,0.017333412170410158,-3.906850064738413e-05
6,12,0.0,0.0,-0.0016427802483111704,-0.0016427802483111704,0.0039612770080566405,0.026732540130615233,-0.0004296892144706812
6,13,0.0,0.0,0.0014306601494017026,0.0014306601494017026,0.002894020080566406,0.007396888732910156,
6,14,0.011808127388535032,0.07290180573248407,-0.002222835651358192,-0.002222835651358192,-0.000893402099609375,0.0276580810546875,
6,15,0.0,0.0,-0.0005104188010059924,-0.0005104188010059924,-0.0020910263061523437,0.008402442932128907,
6,16,0.00145188,0.0140412,0.0029717459594516943,0.0029717459594516943,0.009548282623291016,0.042492008209228514,
6,17,0.0,0.0,0.0016058806867568932,0.0016058806867568932,0.002033042907714844,0.015184593200683594,
6,18,0.052257113793103445,0.056165175862068956,-0.001467666869951684,-0.001467666869951684,-0.002071380615234375,0.03854522705078125,
6,19,0.03340805778331258,0.03766384707347447,-0.01526171997126736,-0.01526171997126736,-0.03160614967346191,0.08482985496520996,
6,20,0.0,0.0,-0.002237683898518176,-0.002237683898518176,-0.0023555755615234375,0.010132980346679688,
6,21,0.041154516513761466,0.10507441743119267,0.003581149844332399,0.003581149844332399,-0.003561592102050781,0.019042778015136718,0.0036069302076704047
6,22,0.0004218279069767442,0.01101610930232558,0.0035302612879522816,0.0035302612879522816,0.002701568603515625,0.009690093994140624,
6,23,0.0,0.0,0.0039121848766514086,0.0039121848766514086,-0.007093048095703125,0.06388778686523437,
6,24,0.0080995310565635,0.03170993127001068,-0.09310174505278636,-0.09310174505278636,-0.011005997657775879,0.32093522548675535,
6,25,0.0,0.0,0.0005732860849134289,0.0005732860849134289,-0.0018982887268066406,0.02922830581665039,
6,26,0.0,0.0,0.0018411937262601313,0.0018411937262601313,0.005310630798339844,0.022293663024902342,
