head,variant,site,role,anchor,mode,mean,family_sd,family_min,family_max,families,events,positive_family_fraction
L14H10,reorder,earlier,source,last,raw,0.0006906143672129541,0.00865142977393978,-0.013874070984976629,0.014247248138206593,20,1106,0.6
L14H10,reorder,earlier,source,last,output,0.0028550914608554525,0.018739535781812238,-0.029102988865064534,0.047974265538729154,20,1106,0.5
L14H10,reorder,final,source,first,raw,-0.00013463099797566698,0.008452231100436526,-0.01571544011433919,0.015059153238932291,20,40,0.5
L14H10,reorder,final,source,first,output,-0.0016174038251241065,0.02391861490329929,-0.035064697265625,0.045013427734375,20,40,0.4
L14H10,reorder,final,source,last,raw,0.0011176228523254394,0.009765939938039484,-0.018384615580240887,0.015796899795532227,20,40,0.5
L14H10,reorder,final,source,last,output,-0.0006894508997599287,0.019163046907049307,-0.03180631001790364,0.03311920166015625,20,40,0.55
L14H10,reorder,final,target,first,raw,0.00012062390645345054,0.006578559357275194,-0.013919830322265625,0.011034011840820312,20,40,0.55
L14H10,reorder,final,target,first,output,-0.0009019806981086729,0.018439681852628818,-0.04293942451477051,0.025496800740559898,20,40,0.6
L14H10,reorder,final,target,last,raw,0.00019306341807047528,0.005161472307680735,-0.00871888796488444,0.00882871945699056,20,40,0.45
L14H10,reorder,final,target,last,output,0.004154463609059653,0.01701567214309872,-0.03175036112467448,0.031109174092610676,20,40,0.65
L15H0,reorder,earlier,target,first,raw,-0.0011207517894129004,0.003611793495463401,-0.0097592780084321,0.004567688458586391,20,1354,0.4
L15H0,reorder,earlier,target,first,output,0.0004289497739552549,0.01793025593623766,-0.03677242406657045,0.028854135672251383,20,1354,0.5
L15H0,reorder,earlier,target,last,raw,9.6895889026862e-05,0.006585659433335754,-0.010281002882755165,0.01062955458958944,20,1354,0.5
L15H0,reorder,earlier,target,last,output,0.006827724251876899,0.02277119905456274,-0.03487954316315827,0.04352244238058726,20,1354,0.6
L15H0,reorder,earlier,source,first,raw,0.0026509266663136536,0.007594159022327957,-0.01445435634767166,0.011215463280677797,20,1106,0.8
L15H0,reorder,earlier,source,first,output,-0.001526012640331606,0.029067404149545707,-0.05428589502970378,0.055255835254987076,20,1106,0.5
L15H0,reorder,earlier,source,last,raw,0.0003177310173145842,0.006330944387097384,-0.012083202600479126,0.011163552602132162,20,1106,0.5
L15H0,reorder,earlier,source,last,output,4.7513576574373034e-05,0.03068284019393667,-0.06523591015073989,0.05712676459345324,20,1106,0.5
L15H0,reorder,final,source,first,raw,0.0012839833895365396,0.00737665286087513,-0.01608912150065104,0.02001953125,20,40,0.55
L15H0,reorder,final,source,first,output,0.007860084374745687,0.056231470063025375,-0.1428249677022298,0.13889567057291666,20,40,0.55
L15H0,reorder,final,source,last,raw,-0.0014371752738952636,0.005005488334336339,-0.010979652404785156,0.008936246236165365,20,40,0.4
L15H0,reorder,final,source,last,output,-0.013198198874791461,0.05391716892182739,-0.1102121671040853,0.07792790730794272,20,40,0.3
L15H0,reorder,final,target,first,raw,-0.00016713539759318033,0.003883948725418135,-0.00878449281056722,0.004811445871988932,20,40,0.5
L15H0,reorder,final,target,first,output,0.002511882781982422,0.05169733629205334,-0.09847609202067056,0.07963180541992188,20,40,0.5
L15H0,reorder,final,target,last,raw,0.0002098778883616128,0.003802044880385195,-0.009463946024576824,0.010747909545898438,20,40,0.55
L15H0,reorder,final,target,last,output,0.009822875261306763,0.04649874400204907,-0.07040150960286459,0.0860443115234375,20,40,0.55
L15H18,reorder,earlier,target,first,raw,-0.0015564295120344197,0.004806135893445363,-0.01584419096359099,0.008424907680449447,20,1354,0.35
L15H18,reorder,earlier,target,first,output,-0.0015974245615446275,0.018411773175597723,-0.0415045420328776,0.027722819210731827,20,1354,0.5
L15H18,reorder,earlier,target,last,raw,-0.001929286178305564,0.003978409538376942,-0.010026465867452575,0.00359051636975221,20,1354,0.35
L15H18,reorder,earlier,target,last,output,-0.00035401063036751836,0.025325655952157466,-0.027919618403854003,0.07763685498918804,20,1354,0.3
L15H18,reorder,earlier,source,first,raw,-0.00017750151514951614,0.005945491040163694,-0.0071748766982764525,0.012778790791829427,20,1106,0.5
L15H18,reorder,earlier,source,first,output,0.0038757424330135397,0.020725502356693164,-0.045964645014868834,0.056654842003532095,20,1106,0.45
L15H18,reorder,earlier,source,last,raw,-0.0033766344907432385,0.006820573020962207,-0.01605838236182627,0.009925330057740211,20,1106,0.35
L15H18,reorder,earlier,source,last,output,0.004380916174513181,0.02348690989081822,-0.04679907327410819,0.03427843313950759,20,1106,0.6
L15H18,reorder,final,source,first,raw,-0.0006531933943430583,0.0071940482947158955,-0.015601436297098795,0.01000213623046875,20,40,0.5
L15H18,reorder,final,source,first,output,-0.002990349133809408,0.01659354233545076,-0.03085621198018392,0.038419087727864586,20,40,0.5
L15H18,reorder,final,source,last,raw,0.0001492142677307127,0.005879732154316007,-0.011759201685587565,0.01123372713724772,20,40,0.55
L15H18,reorder,final,source,last,output,0.00026298364003499305,0.016978272541851656,-0.02455615997314453,0.038664817810058594,20,40,0.5
L15H18,reorder,final,target,first,raw,-0.00014753341674804714,0.0067267070688649955,-0.021451234817504883,0.010636329650878906,20,40,0.6
L15H18,reorder,final,target,first,output,-0.0025746683279673256,0.014620769702014445,-0.032274484634399414,0.02580134073893229,20,40,0.4
L15H18,reorder,final,target,last,raw,-0.0009715239206949869,0.005308368155335713,-0.009843587875366211,0.009691874186197916,20,40,0.45
L15H18,reorder,final,target,last,output,-0.0017728785673777263,0.009496477566142478,-0.017557779947916668,0.017632484436035156,20,40,0.4
L15H28,reorder,earlier,target,first,raw,0.0009726798195350911,0.003747456592036551,-0.005736420691852839,0.007345796835542931,20,1354,0.6
L15H28,reorder,earlier,target,first,output,0.0016697676128879988,0.015961194682640546,-0.02318626894077785,0.028281663650791395,20,1354,0.65
L15H28,reorder,earlier,target,last,raw,0.0016959135492069124,0.0038180745795165457,-0.005042741938335139,0.007402442906000842,20,1354,0.65
L15H28,reorder,earlier,target,last,output,-0.0015431642524422848,0.03553020987725105,-0.0570102192106701,0.054888385615936695,20,1354,0.5
L15H28,reorder,earlier,source,first,raw,0.000540307027589087,0.005432580195364187,-0.01004623810450236,0.00911829795366452,20,1106,0.55
L15H28,reorder,earlier,source,first,output,0.0015237992787141342,0.027446476590346287,-0.035103521965168145,0.06417757272720337,20,1106,0.4
L15H28,reorder,earlier,source,last,raw,-0.0012063022303885234,0.004275949800746158,-0.0059426505532529615,0.009729297434697385,20,1106,0.3
L15H28,reorder,earlier,source,last,output,-0.012800889491470204,0.032537868842834876,-0.0638368717138318,0.065619848240381,20,1106,0.4
L15H28,reorder,final,source,first,raw,0.001401980717976888,0.006636403320604721,-0.012474377950032553,0.018082300821940102,20,40,0.65
L15H28,reorder,final,source,first,output,-0.0014051040013631187,0.02339470444997911,-0.03903563817342122,0.04889933268229167,20,40,0.5
L15H28,reorder,final,source,last,raw,0.0004513422648111981,0.005980502296097626,-0.012074788411458332,0.009662628173828125,20,40,0.65
L15H28,reorder,final,source,last,output,-0.0134737769762675,0.03408162226468084,-0.06665833791097006,0.04489477475484212,20,40,0.35
L15H28,reorder,final,target,first,raw,-0.0007477521896362304,0.004494767164596376,-0.010284105936686197,0.006055315335591634,20,40,0.4
L15H28,reorder,final,target,first,output,-0.0003998607397079459,0.02129633869069275,-0.04630025227864583,0.040936787923177086,20,40,0.6
L15H28,reorder,final,target,last,raw,0.0002903143564860026,0.00623885328684058,-0.011061350504557291,0.009887377421061197,20,40,0.55
L15H28,reorder,final,target,last,output,-0.001876004536946618,0.04224490031194636,-0.08530807495117188,0.06818072001139322,20,40,0.5
L16H2,reorder,earlier,target,first,raw,-0.0018451241236270444,0.004022058231227883,-0.011797394415344855,0.00669624163135546,20,1354,0.35
L16H2,reorder,earlier,target,first,output,0.00030375526146148474,0.018150100405763155,-0.04275379999719485,0.03275310772436636,20,1354,0.55
L16H2,reorder,earlier,target,last,raw,0.003099756920933795,0.005606314321978123,-0.009568373362223307,0.016635557669296596,20,1354,0.8
L16H2,reorder,earlier,target,last,output,-0.00048095012943343907,0.022764994917292974,-0.04400198780305204,0.042274472760219194,20,1354,0.55
L16H2,reorder,earlier,source,first,raw,0.001334063124124201,0.006203054127385428,-0.009252542541140604,0.01289984108745188,20,1106,0.55
L16H2,reorder,earlier,source,first,output,0.002208206280283127,0.02696148321607042,-0.04814100795321995,0.0615610193323206,20,1106,0.5
L16H2,reorder,earlier,source,last,raw,-0.00020522929184691756,0.006799583200178443,-0.013716841089552727,0.01248324684232299,20,1106,0.45
L16H2,reorder,earlier,source,last,output,0.004173727703734106,0.01915872256933704,-0.03301188627878825,0.04941029479538186,20,1106,0.5
L16H2,reorder,final,source,first,raw,0.00292158325513204,0.004892237262440659,-0.004829724629720052,0.013303120930989584,20,40,0.65
L16H2,reorder,final,source,first,output,-0.004016126195589702,0.03617391294894905,-0.06611577669779459,0.073028564453125,20,40,0.5
L16H2,reorder,final,source,last,raw,-0.0008089184761047363,0.005109458526898799,-0.012482961018880209,0.009908676147460938,20,40,0.5
L16H2,reorder,final,source,last,output,0.00308924118677775,0.02926196605724572,-0.05946922302246094,0.06244977315266927,20,40,0.55
L16H2,reorder,final,target,first,raw,0.00017724831899007157,0.004476860452604795,-0.00814207394917806,0.009809494018554688,20,40,0.6
L16H2,reorder,final,target,first,output,0.0014055728912353502,0.0256236249499519,-0.0459747314453125,0.05095418294270833,20,40,0.55
L16H2,reorder,final,target,last,raw,0.001742287476857503,0.0046932429077422904,-0.007094701131184896,0.013823191324869791,20,40,0.65
L16H2,reorder,final,target,last,output,-0.0011535525321960444,0.029839854620250534,-0.06501261393229166,0.0474385420481364,20,40,0.55
L16H21,reorder,earlier,target,first,raw,0.0014911331629950575,0.004759142234842033,-0.01240482874083937,0.007442437842780469,20,1354,0.6
L16H21,reorder,earlier,target,first,output,0.0011573912379192121,0.01640510148241141,-0.041039202694601866,0.02608555993117855,20,1354,0.55
L16H21,reorder,earlier,target,last,raw,-0.00040879168878568684,0.006127267067331224,-0.015208669777574211,0.010748343492941882,20,1354,0.55
L16H21,reorder,earlier,target,last,output,0.004010747477040977,0.016535977467558912,-0.03027801412753958,0.03977521611194985,20,1354,0.6
L16H21,reorder,earlier,source,first,raw,-0.0014382322913187406,0.007176471757997127,-0.011321784130164556,0.01589132499867591,20,1106,0.4
L16H21,reorder,earlier,source,first,output,0.004228197058104919,0.018119205761523805,-0.021769218842188517,0.03064154355953901,20,1106,0.6
L16H21,reorder,earlier,source,last,raw,0.0015313489540102014,0.007025919697733875,-0.015072259350099426,0.01209098875185864,20,1106,0.6
L16H21,reorder,earlier,source,last,output,-0.0024536787517322085,0.017068984337762,-0.03706355979948333,0.02864335915621589,20,1106,0.5
L16H21,reorder,final,source,first,raw,-0.0014371554056803381,0.005281396135832246,-0.009006500244140625,0.008739630381266275,20,40,0.4
L16H21,reorder,final,source,first,output,0.0051614920298258486,0.0499504672755785,-0.0756670633951823,0.08936945597330728,20,40,0.5
L16H21,reorder,final,source,last,raw,0.0005062182744344076,0.006238093916810812,-0.009387652079264322,0.009634653727213543,20,40,0.5
L16H21,reorder,final,source,last,output,0.004270656903584799,0.037647719438986746,-0.06550343831380209,0.06637318929036458,20,40,0.6
L16H21,reorder,final,target,first,raw,-0.00014613866806030277,0.0045237517248710715,-0.008923689524332682,0.007069587707519531,20,40,0.6
L16H21,reorder,final,target,first,output,0.0015930493672688807,0.03501904449686335,-0.04967784881591797,0.09298960367838542,20,40,0.45
L16H21,reorder,final,target,last,raw,0.00030194123586018865,0.0036659212870166396,-0.005927721659342448,0.00903638203938802,20,40,0.45
L16H21,reorder,final,target,last,output,0.006160799662272136,0.05789036680207081,-0.14070638020833334,0.09987703959147136,20,40,0.5
L17H1,reorder,earlier,target,first,raw,-0.00019642909260887497,0.0065218738690439315,-0.014223991655835919,0.011847433002515772,20,1354,0.5
L17H1,reorder,earlier,target,first,output,0.002361215949737,0.02938928730221254,-0.05482993101832842,0.04963870237102616,20,1354,0.5
L17H1,reorder,earlier,target,last,raw,0.0009608530638421122,0.004193134606727242,-0.006494661430259802,0.008155245251125761,20,1354,0.65
L17H1,reorder,earlier,target,last,output,9.813462853811104e-05,0.027299253763697552,-0.08417519312056283,0.054289967406029795,20,1354,0.5
L17H1,reorder,earlier,source,first,raw,-0.0018913597973275423,0.010385977278487757,-0.023256446008628372,0.01872558870177338,20,1106,0.4
L17H1,reorder,earlier,source,first,output,-0.0036002820494737743,0.03759490377872812,-0.10711782800275726,0.06222063700358073,20,1106,0.6
L17H1,reorder,earlier,source,last,raw,0.000639625017736971,0.007123327223973336,-0.009677263952436902,0.01486766794340207,20,1106,0.55
L17H1,reorder,earlier,source,last,output,-0.0055097134869572986,0.031901548861417155,-0.09176899062262643,0.03990542080442785,20,1106,0.55
L17H1,reorder,final,source,first,raw,-0.004998095830281575,0.009020394693568691,-0.02086512247721354,0.012774785359700521,20,40,0.25
L17H1,reorder,final,source,first,output,0.002797504266103109,0.04404436501819166,-0.08176930745442709,0.0948937733968099,20,40,0.55
L17H1,reorder,final,source,last,raw,-0.002267233530680338,0.009688541063958963,-0.025316874186197918,0.015113194783528645,20,40,0.35
L17H1,reorder,final,source,last,output,-0.01767657995223999,0.05393061876714467,-0.15987650553385419,0.059063593546549484,20,40,0.45
L17H1,reorder,final,target,first,raw,0.0010907014211018879,0.006964495836674047,-0.008769989013671875,0.019265492757161457,20,40,0.45
L17H1,reorder,final,target,first,output,-0.0034459908803304044,0.03494494652569738,-0.08573532104492188,0.06422233581542969,20,40,0.45
L17H1,reorder,final,target,last,raw,-0.0017263094584147134,0.007114572981665433,-0.01908111572265625,0.00861358642578125,20,40,0.35
L17H1,reorder,final,target,last,output,0.006236465771993003,0.03162303825529198,-0.058825174967447914,0.09432474772135417,20,40,0.45
L17H17,reorder,earlier,target,first,raw,-0.0005317696421179936,0.005759611265907384,-0.008870841276766073,0.017770254821108094,20,1354,0.35
L17H17,reorder,earlier,target,first,output,0.005052615240156893,0.020097845928302296,-0.03170864045361936,0.05839541083888004,20,1354,0.55
L17H17,reorder,earlier,target,last,raw,0.00038593687191448476,0.005492150689488561,-0.009534104045851406,0.016061130890064994,20,1354,0.45
L17H17,reorder,earlier,target,last,output,-0.0006620742736419644,0.009686300219019393,-0.02073862486415439,0.019739198306250195,20,1354,0.5
L17H17,reorder,earlier,source,first,raw,0.0025983774219216875,0.006788708485736404,-0.013199142173484519,0.015412802497545878,20,1106,0.75
L17H17,reorder,earlier,source,first,output,0.005024939887610691,0.02317718785920415,-0.03756109154087373,0.057878089447816215,20,1106,0.5
L17H17,reorder,earlier,source,last,raw,0.0008843673685775183,0.008226705871561105,-0.010430421148027691,0.02133693750838787,20,1106,0.55
L17H17,reorder,earlier,source,last,output,0.0001830864999731641,0.019625754766635403,-0.028757994635063303,0.028700697863543474,20,1106,0.55
L17H17,reorder,final,source,first,raw,0.0004983027776082353,0.00513584599349577,-0.010561625162760418,0.01016998291015625,20,40,0.55
L17H17,reorder,final,source,first,output,0.003737176458040873,0.037917385553443685,-0.057654698689778655,0.09126027425130209,20,40,0.45
L17H17,reorder,final,source,last,raw,0.00019068717956542908,0.008839406132329268,-0.010716756184895834,0.017466227213541664,20,40,0.5
L17H17,reorder,final,source,last,output,-0.00530978838602702,0.05182288003461654,-0.13291994730631512,0.06380462646484375,20,40,0.6
L17H17,reorder,final,target,first,raw,7.646083831787123e-05,0.003126559718785611,-0.004643758138020833,0.007731278737386067,20,40,0.45
L17H17,reorder,final,target,first,output,0.004457306861877441,0.027187939635605587,-0.05596160888671876,0.05837440490722656,20,40,0.6
L17H17,reorder,final,target,last,raw,0.0014217336972554523,0.007543632632280535,-0.008616129557291666,0.014717658360799154,20,40,0.5
L17H17,reorder,final,target,last,output,0.007439637184143068,0.03180334187104788,-0.04883662859598795,0.059843699137369796,20,40,0.6
L18H15,reorder,earlier,target,first,raw,-0.0019962492954350335,0.0058754828942588775,-0.014019715107553371,0.01010458654464652,20,1354,0.35
L18H15,reorder,earlier,target,first,output,-0.0034543924098438712,0.015108853379812695,-0.030379897717273598,0.015965680804168967,20,1354,0.5
L18H15,reorder,earlier,target,last,raw,-1.1311395809784678e-05,0.004989673285319172,-0.010034343423364369,0.008882194173102285,20,1354,0.45
L18H15,reorder,earlier,target,last,output,0.000706280237167445,0.021633954994522146,-0.04633387348108125,0.03319442505929985,20,1354,0.6
L18H15,reorder,earlier,source,first,raw,0.0020003528167172858,0.007815803951406144,-0.014360615185328893,0.0144586986389713,20,1106,0.65
L18H15,reorder,earlier,source,first,output,-0.0009454404241421287,0.01674867827502144,-0.04355545908386945,0.02830437886512886,20,1106,0.55
L18H15,reorder,earlier,source,last,raw,-8.304410736711884e-05,0.006181168114884311,-0.01202023202094479,0.010472999264796575,20,1106,0.55
L18H15,reorder,earlier,source,last,output,0.0012023985197773298,0.01605619502412582,-0.040960901578267414,0.01954676840040419,20,1106,0.65
L18H15,reorder,final,source,first,raw,0.0007326245307922361,0.006326964769716068,-0.015497207641601562,0.009997049967447916,20,40,0.55
L18H15,reorder,final,source,first,output,0.0034311284621556595,0.021373193034251368,-0.041079203287760414,0.043839772542317704,20,40,0.55
L18H15,reorder,final,source,last,raw,-9.004275004068988e-05,0.005736526640114114,-0.010398467381795248,0.010704994201660156,20,40,0.45
L18H15,reorder,final,source,last,output,0.0009808947642644243,0.01753568195059437,-0.0439300537109375,0.024947166442871094,20,40,0.65
L18H15,reorder,final,target,first,raw,-0.0007602781057357789,0.004029680375374025,-0.011134147644042969,0.004474322001139322,20,40,0.5
L18H15,reorder,final,target,first,output,-0.0012923717498779298,0.01281632168753813,-0.029074380795160927,0.016616503397623696,20,40,0.6
L18H15,reorder,final,target,last,raw,0.0007592360178629558,0.002990598587082357,-0.0033111572265625,0.008054733276367188,20,40,0.5
L18H15,reorder,final,target,last,output,0.0014690170685450245,0.019925323718366247,-0.03504117329915364,0.03861236572265625,20,40,0.5
L18H22,reorder,earlier,target,first,raw,-0.0027486870481796782,0.004426147969855319,-0.010376495028299,0.006003487244837703,20,1354,0.25
L18H22,reorder,earlier,target,first,output,-0.005231066019016275,0.01453837577935196,-0.028756574652660856,0.018388490721653328,20,1354,0.35
L18H22,reorder,earlier,target,last,raw,-0.001088849397512923,0.007239918162677504,-0.021179959090829596,0.010734579779885033,20,1354,0.4
L18H22,reorder,earlier,target,last,output,0.003120634279989509,0.030631036564773454,-0.08309772976657802,0.040500693419129374,20,1354,0.65
L18H22,reorder,earlier,source,first,raw,0.0005108384713625262,0.006568809372946409,-0.010579781225550245,0.014374544655067333,20,1106,0.5
L18H22,reorder,earlier,source,first,output,-0.0039039604764868146,0.02153006082143673,-0.03786285842458407,0.039145784635169836,20,1106,0.4
L18H22,reorder,earlier,source,last,raw,0.001842967355808077,0.007098018897178634,-0.011100088755289714,0.01900450322363112,20,1106,0.65
L18H22,reorder,earlier,source,last,output,0.010916144075618956,0.030298123578268155,-0.04958514213562012,0.07173100930673107,20,1106,0.8
L18H22,reorder,final,source,first,raw,0.0005147139231363934,0.004868537743198999,-0.006810506184895834,0.00858322779337565,20,40,0.6
L18H22,reorder,final,source,first,output,-0.007121753692626955,0.03436656193150278,-0.04888916015625,0.08101908365885416,20,40,0.3
L18H22,reorder,final,source,last,raw,-0.000739423433939616,0.0049127936994560325,-0.007098197937011719,0.009252230326334635,20,40,0.4
L18H22,reorder,final,source,last,output,0.012456576029459635,0.06064800689195455,-0.06685892740885417,0.22865041097005206,20,40,0.55
L18H22,reorder,final,target,first,raw,1.5385945638020806e-05,0.002930787371857352,-0.0052843888600667315,0.005362192789713542,20,40,0.6
L18H22,reorder,final,target,first,output,-0.009134320418039956,0.027772838645230186,-0.05349508921305339,0.048854827880859375,20,40,0.3
L18H22,reorder,final,target,last,raw,0.00019393761952718087,0.0034638017613578755,-0.005786577860514323,0.007458051045735677,20,40,0.45
L18H22,reorder,final,target,last,output,-0.0047564824422200525,0.04530054257605315,-0.14397366841634113,0.053783416748046875,20,40,0.55
L19H20,reorder,earlier,target,first,raw,0.0002768654709377425,0.0031400459800732254,-0.004845038825917132,0.00561199806354664,20,1354,0.55
L19H20,reorder,earlier,target,first,output,0.001774513280224311,0.013168794784797155,-0.0166766219219919,0.0357884776358511,20,1354,0.45
L19H20,reorder,earlier,target,last,raw,0.0024211142153919016,0.00836988821614937,-0.010662742455800372,0.018593038831438334,20,1354,0.6
L19H20,reorder,earlier,target,last,output,0.0029367514452272947,0.027678755250816808,-0.04396284913792857,0.04904006699384269,20,1354,0.5
L19H20,reorder,earlier,source,first,raw,-0.0027139556764902628,0.009863230207262385,-0.024270609669063404,0.014088697376705348,20,1106,0.35
L19H20,reorder,earlier,source,first,output,-0.00555860531028648,0.02176931161957747,-0.04535691907592849,0.027284484534036542,20,1106,0.45
L19H20,reorder,earlier,source,last,raw,0.0008766584636920171,0.009513537341240295,-0.01433976138079608,0.025382711948492585,20,1106,0.4
L19H20,reorder,earlier,source,last,output,0.001062440500973876,0.02053623844612603,-0.021791982062068983,0.04670480064962103,20,1106,0.4
L19H20,reorder,final,source,first,raw,0.00018960237503051758,0.010681587695950782,-0.019872665405273438,0.01656786600748698,20,40,0.5
L19H20,reorder,final,source,first,output,-0.006759874025980631,0.021526968151147425,-0.04795471827189128,0.03661473592122396,20,40,0.3
L19H20,reorder,final,source,last,raw,0.004647429784138997,0.012066474506809768,-0.013860066731770834,0.023035049438476562,20,40,0.5
L19H20,reorder,final,source,last,output,0.003480815887451172,0.019935914278858446,-0.02566655476888021,0.04832585652669271,20,40,0.45
L19H20,reorder,final,target,first,raw,-0.0012026011943817138,0.0063351405812815745,-0.0128936767578125,0.012276013692220053,20,40,0.4
L19H20,reorder,final,target,first,output,0.0002875407536824543,0.011323013767243206,-0.020043690999348957,0.025534629821777344,20,40,0.4
L19H20,reorder,final,target,last,raw,0.002455393473307292,0.010277103205427579,-0.013097763061523438,0.024484634399414062,20,40,0.55
L19H20,reorder,final,target,last,output,0.003122417132059733,0.021356797467692763,-0.027149200439453125,0.043905893961588546,20,40,0.5
L20H7,reorder,earlier,target,first,raw,0.0007462364694540834,0.0043561716253753685,-0.007474976241903961,0.006750576168883078,20,1354,0.55
L20H7,reorder,earlier,target,first,output,0.005873318916472359,0.01646163787642587,-0.03390720147712557,0.033591342433063304,20,1354,0.7
L20H7,reorder,earlier,target,last,raw,-0.0022185960185633724,0.009620650135314063,-0.020376736161399022,0.012086431882534807,20,1354,0.6
L20H7,reorder,earlier,target,last,output,0.006099084284726616,0.02039642590666879,-0.046949328798236274,0.04492047854832241,20,1354,0.6
L20H7,reorder,earlier,source,first,raw,0.001039157519039295,0.0034639318173301918,-0.004051433006922404,0.008733519336633515,20,1106,0.6
L20H7,reorder,earlier,source,first,output,0.0038922312145654005,0.016287089106578733,-0.02301402727762858,0.026434757125874363,20,1106,0.55
L20H7,reorder,earlier,source,last,raw,7.145854002957395e-05,0.00903854573605157,-0.015682386234402657,0.014410569554283508,20,1106,0.45
L20H7,reorder,earlier,source,last,output,0.004936201470462749,0.026523322849974648,-0.05448019823857716,0.04729777849637545,20,1106,0.6
L20H7,reorder,final,source,first,raw,-0.002200460433959961,0.007832905423095522,-0.021107196807861328,0.010224660237630207,20,40,0.4
L20H7,reorder,final,source,first,output,0.014853062232335406,0.08907780403446885,-0.19392605622609455,0.12798309326171875,20,40,0.65
L20H7,reorder,final,source,last,raw,-0.0031480153401692705,0.008261229949262903,-0.02214813232421875,0.018643697102864586,20,40,0.35
L20H7,reorder,final,source,last,output,0.032017302513122556,0.0879004728421478,-0.1610279083251953,0.24395751953125,20,40,0.7
L20H7,reorder,final,target,first,raw,0.000796063741048177,0.006304711067626426,-0.009264628092447916,0.0099334716796875,20,40,0.55
L20H7,reorder,final,target,first,output,-0.0006799419720967609,0.06659291206643825,-0.1570587158203125,0.08319854736328125,20,40,0.65
L20H7,reorder,final,target,last,raw,0.0005854288736979166,0.008747781206728639,-0.00978851318359375,0.02462005615234375,20,40,0.4
L20H7,reorder,final,target,last,output,0.009233093261718752,0.0631724658617212,-0.09480794270833333,0.15957260131835938,20,40,0.55
L21H11,reorder,earlier,target,first,raw,0.0008805832205478678,0.006423174248194979,-0.006753296359603952,0.01912274023499152,20,1354,0.5
L21H11,reorder,earlier,target,first,output,-0.0012473251150455049,0.0076968175428680456,-0.015409880032822423,0.009572060669169708,20,1354,0.45
L21H11,reorder,earlier,target,last,raw,-0.00018727942113066468,0.006094539405188337,-0.011447741355730859,0.014021356900533036,20,1354,0.5
L21H11,reorder,earlier,target,last,output,0.00011361199574639022,0.008960470004692115,-0.014877403195286208,0.015205483687551398,20,1354,0.5
L21H11,reorder,earlier,source,first,raw,-0.0007827357353952236,0.010771311124938352,-0.024342331179866082,0.016795616983715952,20,1106,0.6
L21H11,reorder,earlier,source,first,output,0.0026189943487670876,0.008914980787686794,-0.010062446551663535,0.019966635439130995,20,1106,0.6
L21H11,reorder,earlier,source,last,raw,-0.0012032096347961599,0.007476458719834843,-0.012360753491520882,0.015038994072520802,20,1106,0.4
L21H11,reorder,earlier,source,last,output,-0.0021073602221651873,0.010574865957680393,-0.028319591946072045,0.01365739327889902,20,1106,0.4
L21H11,reorder,final,source,first,raw,-0.004254631201426188,0.009656420784313589,-0.02138964335123698,0.017484664916992188,20,40,0.25
L21H11,reorder,final,source,first,output,0.001993972559769948,0.010760849883984454,-0.01556237538655599,0.02531782786051432,20,40,0.55
L21H11,reorder,final,source,last,raw,-0.00168868104616801,0.007859469914777834,-0.018672943115234375,0.017815907796223957,20,40,0.4
L21H11,reorder,final,source,last,output,-0.0028928488492965697,0.012187459934237208,-0.02540731430053711,0.018557866414388023,20,40,0.4
L21H11,reorder,final,target,first,raw,-0.0005907694498697918,0.005815855690656861,-0.010089238484700521,0.008382797241210938,20,40,0.5
L21H11,reorder,final,target,first,output,-0.0006230225165685015,0.0077020976369657854,-0.013822635014851887,0.010963797569274902,20,40,0.55
L21H11,reorder,final,target,last,raw,-0.0010655681292215985,0.004323275319507121,-0.010602672894795736,0.004891514778137207,20,40,0.5
L21H11,reorder,final,target,last,output,0.0005179405212402341,0.011646136462944795,-0.018558104832967125,0.021134694417317707,20,40,0.55
L21H23,reorder,earlier,target,first,raw,-0.001624775696414266,0.00410585157118833,-0.01490119250133784,0.005199257302399419,20,1354,0.3
L21H23,reorder,earlier,target,first,output,0.002738896974233731,0.011527745173908631,-0.012650467847522936,0.02555919631763741,20,1354,0.55
L21H23,reorder,earlier,target,last,raw,0.0007465391412897167,0.003503030054987517,-0.006911912292399736,0.005458088148207892,20,1354,0.65
L21H23,reorder,earlier,target,last,output,0.003914153918257324,0.014076462028358494,-0.017405675322401757,0.03177596996356914,20,1354,0.45
L21H23,reorder,earlier,source,first,raw,-0.00033910491346002253,0.005446770397370734,-0.009326890967358116,0.009614735179477267,20,1106,0.5
L21H23,reorder,earlier,source,first,output,-0.014433859986648917,0.016961869392076268,-0.04352745480007594,0.02301862857959889,20,1106,0.15
L21H23,reorder,earlier,source,last,raw,-0.0001275124794173405,0.005319198714794453,-0.012078339097190034,0.007622583239686256,20,1106,0.55
L21H23,reorder,earlier,source,last,output,0.007699780221855567,0.018206006101365985,-0.02556711435317993,0.04283341268698374,20,1106,0.65
L21H23,reorder,final,source,first,raw,0.0020094990730285646,0.006827380501882369,-0.012271960576375324,0.011764208475748699,20,40,0.7
L21H23,reorder,final,source,first,output,-0.08270031412442524,0.050044057297364386,-0.20394388834635416,-0.004343668619791666,20,40,0.0
L21H23,reorder,final,source,last,raw,0.0001713653405507406,0.003419606818626982,-0.00635989507039388,0.0056082407633463545,20,40,0.45
L21H23,reorder,final,source,last,output,0.011877477169036867,0.06512472329120464,-0.08449443181355795,0.14129638671875,20,40,0.55
