group,mode,direction,population,query_first,full_gap,normalized_mean,families,mean,mean_absolute,median,minimum,maximum,sign_fraction,above_tau_fraction,retained,classification,ci_low,ci_high,ma_ci_low,ma_ci_high
O4,mean,restore,all89,True,14.575445528780476,0.3269384504893988,89,4.765273576372125,4.765273576372125,4.525604248046875,1.602294921875,8.32855224609375,1.0,1.0,True,coherent,4.4283298696025035,5.1074434859029365,4.4283298696025035,5.1074434859029365
O4,mean,restore,all89,False,7.765471297703432,0.16486723301259443,89,1.2802717658910858,1.7621035200826238,1.10302734375,-4.18115234375,5.37744140625,0.8426966292134831,0.9550561797752809,True,coherent,0.9079394286937927,1.6536931959430823,1.4933730618337566,2.0438125835375835
I1,donor,noise,core20,True,13.876406478881837,0.6465667204573807,20,8.97202262878418,8.97202262878418,9.455322265625,5.6407470703125,11.9947509765625,1.0,1.0,True,coherent,8.132958993911744,9.776243209838867,8.132958993911744,9.776243209838867
I1,donor,noise,core20,False,8.523720169067383,0.22385370827017625,20,1.9080663681030274,1.9080663681030274,1.6446533203125,0.029296875,4.948486328125,1.0,0.9,True,coherent,1.2989455556869507,2.5574295568466185,1.2989455556869507,2.5574295568466185
I1,donor,noise,additional69,True,14.77806554324385,0.6135934326969359,69,9.067723965299303,9.067723965299303,9.074127197265625,0.61279296875,15.205322265625,1.0,1.0,True,coherent,8.428420497023541,9.694610492733942,8.428420497023541,9.694610492733942
I1,donor,noise,additional69,False,7.545689016148664,0.20582354490140156,69,1.5530804620272871,1.9052276611328125,1.52142333984375,-2.2030029296875,5.1595611572265625,0.782608695652174,1.0,True,coherent,1.1450553064760955,1.95391849020253,1.598469206215679,2.220781857034434
I1,donor,noise,all89,True,14.575445528780476,0.6206477894016178,89,9.046218046981297,9.046218046981297,9.203125,0.61279296875,15.205322265625,1.0,1.0,True,coherent,8.522078193439528,9.562470806046818,8.522078193439528,9.562470806046818
I1,donor,noise,all89,False,7.765471297703432,0.21027089189487752,89,1.6328525757521726,1.9058655728115124,1.6179962158203125,-2.2030029296875,5.1595611572265625,0.8314606741573034,0.9775280898876404,True,coherent,1.2799301908257303,1.9777701688616462,1.6295303473311862,2.1902618440349446
I1,donor,restore,core20,True,13.876406478881837,0.6530640240352976,20,9.062181854248047,9.062181854248047,8.782501220703125,5.158721923828125,12.256103515625,1.0,1.0,True,coherent,8.135835800170899,9.960237503051758,8.135835800170899,9.960237503051758
I1,donor,restore,core20,False,8.523720169067383,0.21443102061136424,20,1.827750015258789,1.930875015258789,1.31243896484375,-0.69775390625,5.2314453125,0.85,1.0,True,coherent,1.0684403324127199,2.6324713897705077,1.2248896694183349,2.6862778377532956
I1,donor,restore,additional69,True,14.77806554324385,0.6165429440184328,69,9.111312036928924,9.111312036928924,9.365386962890625,0.970947265625,15.1220703125,1.0,1.0,True,coherent,8.518401592365208,9.68525221036828,8.518401592365208,9.68525221036828
I1,donor,restore,additional69,False,7.545689016148664,0.19842783439818049,69,1.4972747305165166,1.8931748486947322,1.596405029296875,-1.86859130859375,6.59228515625,0.782608695652174,0.9565217391304348,True,coherent,1.0821942578191344,1.9127912604290502,1.5904116215913193,2.219117658725683
I1,donor,restore,all89,True,14.575445528780476,0.6243563209419271,89,9.100271546438838,9.100271546438838,9.354034423828125,0.970947265625,15.1220703125,1.0,1.0,True,coherent,8.60236937490742,9.59160980267471,8.60236937490742,9.59160980267471
I1,donor,restore,all89,False,7.765471297703432,0.202375204182666,89,1.5715388394473644,1.901646796237217,1.525146484375,-1.86859130859375,6.59228515625,0.797752808988764,0.9662921348314607,True,coherent,1.199269194013617,1.9476862537726927,1.610201079657908,2.2066052790438193
I1,mean,noise,core20,True,13.876406478881837,0.3172876625511423,20,4.402812576293945,4.402812576293945,4.3212890625,1.601318359375,6.921478271484375,1.0,1.0,True,coherent,3.7325743770599367,5.047399444580078,3.7325743770599367,5.047399444580078
I1,mean,noise,core20,False,8.523720169067383,0.1543638566423359,20,1.3157543182373046,1.6819042205810546,1.477386474609375,-1.956787109375,3.77880859375,0.9,1.0,True,coherent,0.6760687065124512,1.9104765033721915,1.2806672763824463,2.100411548614501
I1,mean,noise,additional69,True,14.77806554324385,0.32074490477423934,69,4.739989225415216,4.779101482336072,4.48193359375,-1.3493728637695312,13.4150390625,0.9855072463768116,1.0,True,coherent,4.169029966644619,5.337113582915154,4.2263488009356065,5.3617708323658375
I1,mean,noise,additional69,False,7.545689016148664,0.16316200317043644,69,1.2311697351759758,1.7653246547864831,0.968994140625,-3.968505859375,7.180908203125,0.7536231884057971,0.9130434782608695,True,coherent,0.7567768318065698,1.7180891940559164,1.4096309164296026,2.1497310190960977
I1,mean,noise,all89,True,14.575445528780476,0.3200052569710418,89,4.664219191904818,4.694542177607504,4.386014938354492,-1.3493728637695312,13.4150390625,0.9887640449438202,1.0,True,coherent,4.197260420777825,5.151210473896413,4.241942772168791,5.175511837541387
I1,mean,noise,all89,False,7.765471297703432,0.16099183922296645,89,1.2501775066504317,1.746578489796499,1.1142578125,-3.968505859375,7.180908203125,0.7865168539325843,0.9325842696629213,True,coherent,0.8543616194403574,1.6464446488391147,1.4519718826486823,2.0557775994365133
I1,mean,restore,core20,True,13.876406478881837,0.35277548621326704,20,4.895256042480469,4.895256042480469,5.183837890625,2.345947265625,9.13885498046875,1.0,1.0,True,coherent,4.204431686401367,5.6135041046142575,4.204431686401367,5.6135041046142575
