head,common40_exact_P,in_stage3
L19H27,-0.000555419921875,False
L16H9,-0.0005535125732421875,False
L20H25,0.0005496978759765625,False
L22H8,-0.0005491256713867187,False
L21H19,0.0005483627319335938,False
L25H9,0.0005359649658203125,False
L24H20,-0.0005321502685546875,False
L21H13,-0.0005315780639648437,False
L25H15,-0.0005311965942382812,True
L27H16,-0.000530242919921875,False
L26H3,-0.0005245208740234375,False
L30H29,-0.000524139404296875,False
L28H25,0.0005218505859375,False
L30H20,-0.0005201339721679687,False
L1H2,0.0005199432373046875,False
L21H0,-0.000516510009765625,False
L19H4,-0.0005077362060546875,False
L30H15,-0.0005064010620117188,False
L27H13,0.0004993438720703125,False
L18H12,-0.0004993438720703125,False
L0H25,-0.0004991531372070312,False
L19H14,-0.000498199462890625,False
L7H5,-0.0004962921142578125,False
L23H17,-0.0004932403564453125,True
L24H3,-0.0004926681518554688,False
L14H17,0.00048618316650390626,False
L16H20,0.00048274993896484374,False
L17H0,-0.0004810333251953125,False
L20H19,0.00047893524169921874,False
L20H17,-0.0004772186279296875,False
L29H8,-0.00047435760498046873,False
L14H19,-0.00047245025634765623,False
L19H31,0.000472259521484375,False
L29H16,0.00046911239624023435,False
L16H14,-0.00045566558837890626,False
L19H24,0.00045452117919921877,False
L28H29,0.00045223236083984374,False
L0H17,0.000446319580078125,False
L6H28,0.0004444122314453125,False
L2H20,-0.00044345855712890625,False
L21H26,0.000435638427734375,False
L3H8,-0.00042781829833984377,False
L29H28,0.00042629241943359375,False
L30H28,-0.00042324066162109376,False
L21H7,0.00041866302490234375,False
L2H25,-0.0004184722900390625,False
L18H8,-0.00041522979736328123,False
L0H26,-0.00041251182556152345,False
L31H19,0.0004119873046875,False
L28H1,-0.000409698486328125,True
L23H6,-0.00040750503540039064,False
L22H11,-0.00039730072021484377,False
L28H21,0.0003971099853515625,False
L15H12,0.0003879547119140625,False
L27H7,-0.0003864288330078125,False
L23H22,0.0003760337829589844,False
L27H5,-0.0003749847412109375,False
L30H21,0.00037384033203125,False
L6H3,-0.000373077392578125,False
L9H12,-0.00036449432373046874,False
L1H18,-0.00036449432373046874,False
L4H25,-0.00035724639892578127,False
L23H9,0.0003520965576171875,False
L18H4,-0.00035114288330078124,False
L8H31,0.000344085693359375,False
L29H24,0.00034074783325195314,False
L12H30,-0.00034074783325195314,False
L25H11,-0.00034027099609375,True
L6H11,-0.00033969879150390624,False
L0H29,0.0003314971923828125,False
L21H22,0.00032196044921875,True
L24H11,0.00032176971435546873,False
L27H4,0.00031795501708984373,False
L25H4,0.00031652450561523435,False
L29H20,-0.00031604766845703123,False
L4H11,-0.0003154754638671875,False
L21H11,-0.00031223297119140623,True
L21H2,-0.0002956390380859375,False
L30H11,0.00029468536376953125,False
L0H8,-0.0002902984619140625,False
L26H0,-0.00028438568115234374,False
L28H17,0.00028095245361328127,False
L4H9,-0.00027675628662109374,False
L11H31,-0.00027561187744140625,False
L30H27,-0.00027103424072265624,False
L26H1,0.00026988983154296875,False
L25H24,-0.000267791748046875,False
L7H9,-0.000264739990234375,False
L28H7,-0.0002635955810546875,False
L29H10,-0.0002635955810546875,False
L29H12,-0.00026073455810546873,False
L4H16,-0.0002590179443359375,False
L23H7,-0.00025882720947265623,False
L2H17,-0.00025539398193359376,False
L0H27,-0.0002501487731933594,False
L23H16,-0.000249481201171875,False
L20H26,0.00024662017822265627,False
L24H14,-0.00024318695068359375,False
L17H16,0.000238037109375,False
L31H22,-0.000237274169921875,False
L18H0,-0.000231170654296875,False
L3H2,-0.00023102760314941406,False
L1H3,-0.0002288818359375,False
L18H30,0.0002227783203125,False
L0H13,-0.0002227783203125,False
L30H24,0.0002185821533203125,False
L24H18,0.0002155303955078125,False
L4H4,0.00021343231201171876,False
L29H0,0.00021343231201171876,False
L9H23,-0.0002071380615234375,True
L2H9,0.0002056121826171875,False
L29H31,-0.000205230712890625,False
L28H16,-0.000202178955078125,False
L30H1,-0.000200653076171875,False
L0H20,0.00020008087158203126,False
L4H17,-0.0001995086669921875,False
L22H13,0.000194549560546875,False
L3H20,0.00019016265869140626,False
L22H25,-0.00018749237060546874,False
L4H5,0.00018444061279296876,False
L27H17,0.0001827239990234375,False
L25H16,-0.00018253326416015626,False
L5H30,-0.0001819610595703125,False
L25H27,0.00018138885498046874,False
L19H2,0.00017642974853515625,False
L29H15,0.00017375946044921874,False
L9H5,0.00017299652099609376,False
L24H13,-0.0001708984375,False
L25H23,0.0001651763916015625,False
L31H6,-0.0001628875732421875,False
L24H1,-0.000160980224609375,False
L22H19,-0.00015888214111328124,False
L18H17,-0.0001583099365234375,False
L24H4,-0.00015659332275390624,False
L26H27,-0.00015497207641601562,False
L18H20,-0.0001529693603515625,False
L23H4,-0.00015277862548828124,False
L19H3,0.00015106201171875,False
L5H23,0.00015087127685546874,False
L15H26,-0.000139617919921875,False
L27H18,0.00013065338134765625,False
L31H18,-0.000127410888671875,False
L20H6,-0.00012683868408203125,False
L9H29,0.00012569427490234376,False
L12H20,-0.00012340545654296876,False
L20H11,0.00012226104736328124,False
L28H0,-0.0001220703125,False
L11H23,0.00011997222900390625,False
L24H30,-0.000119781494140625,False
L31H21,-0.00011539459228515625,False
L21H29,-0.00011472702026367187,False
L27H28,0.0001140594482421875,False
L23H5,0.0001094818115234375,False
L13H15,0.00010700225830078125,False
L19H13,-0.00010471343994140625,False
L21H30,0.000102996826171875,False
L25H22,-0.00010204315185546875,False
L0H30,-0.00010204315185546875,False
L31H30,-0.00010204315185546875,False
L7H3,9.765625e-05,False
L19H6,9.307861328125e-05,False
L31H26,9.136199951171875e-05,False
L4H27,-8.258819580078124e-05,False
L27H19,-7.89642333984375e-05,False
L20H27,-7.648468017578125e-05,False
L20H9,7.457733154296875e-05,False
L29H2,-7.305145263671874e-05,False
L26H10,7.05718994140625e-05,False
L29H22,-6.7138671875e-05,False
L21H9,-6.427764892578126e-05,False
L25H3,-6.29425048828125e-05,False
L24H8,6.008148193359375e-05,False
L29H18,-5.245208740234375e-05,False
L26H6,5.245208740234375e-05,False
L19H28,4.8828125e-05,False
L24H29,-4.46319580078125e-05,False
L31H31,-4.367828369140625e-05,False
L28H6,-3.376007080078125e-05,False
L30H23,-3.032684326171875e-05,False
L25H7,-2.994537353515625e-05,False
L26H24,2.956390380859375e-05,False
L22H28,2.918243408203125e-05,False
L1H15,2.899169921875e-05,False
L22H6,2.13623046875e-05,False
L31H12,1.506805419921875e-05,False
L24H25,1.48773193359375e-05,False
L22H15,-1.277923583984375e-05,True
L10H11,-4.38690185546875e-06,False
L19H10,-2.288818359375e-06,False
L31H23,1.9073486328125e-06,False
