writer,site,mean,min,max
L15H25,query_child_last,0.42902963161468505,0.1756591796875,0.881072998046875
L15H25,query_is,0.00394134521484375,-0.0264892578125,0.0302734375
L17H1,query_is,1.76925048828125,0.555877685546875,3.46875
L17H1,query_period,1.3770132064819336,0.4285888671875,2.9747848510742188
