layer,head,variant,evals,qk_passes,freq,n_a,strength_first,strength_last,null_tok10,null_random
4,23,corrupted,513588,2,3.89417e-06,2,0.00455252,0.0462431,0,0
4,23,reorder,513581,2,3.89423e-06,2,0.0189622,0.0164345,0,0.00934119
4,24,base,513588,0,0,0,0,0,0,0
4,24,corrupted,513588,0,0,0,0,0,0,0
4,24,reorder,513581,0,0,0,0,0,0,0
4,25,base,513588,0,0,0,0,0,0,0
4,25,corrupted,513588,0,0,0,0,0,0,0
4,25,reorder,513581,0,0,0,0,0,0,0
4,26,base,513588,0,0,0,0,0,0,0
4,26,corrupted,513588,0,0,0,0,0,0,0
4,26,reorder,513581,0,0,0,0,0,0,0
4,27,base,513588,0,0,0,0,0,0,0
4,27,corrupted,513588,0,0,0,0,0,0,0
4,27,reorder,513581,0,0,0,0,0,0,0
4,28,base,513588,519,0.00101054,519,0.0512662,0.0272948,0.0315954,0.0385769
4,28,corrupted,513588,516,0.0010047,516,0.0520867,0.027196,0.0317207,0.0365376
4,28,reorder,513581,608,0.00118384,608,0.0448369,0.0250118,0.029096,0.0364942
4,29,base,513588,0,0,0,0,0,0,0
4,29,corrupted,513588,0,0,0,0,0,0,0
4,29,reorder,513581,1,1.94711e-06,1,0.00454559,0,0,0.0774126
4,30,base,513588,0,0,0,0,0,0,0
4,30,corrupted,513588,0,0,0,0,0,0,0
4,30,reorder,513581,0,0,0,0,0,0,0
4,31,base,513588,0,0,0,0,0,0,0
4,31,corrupted,513588,0,0,0,0,0,0,0
4,31,reorder,513581,0,0,0,0,0,0,0
5,0,base,513588,0,0,0,0,0,0,0
5,0,corrupted,513588,0,0,0,0,0,0,0
5,0,reorder,513581,0,0,0,0,0,0,0
5,1,base,513588,0,0,0,0,0,0,0
5,1,corrupted,513588,0,0,0,0,0,0,0
5,1,reorder,513581,0,0,0,0,0,0,0
5,2,base,513588,0,0,0,0,0,0,0
5,2,corrupted,513588,0,0,0,0,0,0,0
5,2,reorder,513581,0,0,0,0,0,0,0
5,3,base,513588,0,0,0,0,0,0,0
5,3,corrupted,513588,0,0,0,0,0,0,0
5,3,reorder,513581,0,0,0,0,0,0,0
5,4,base,513588,0,0,0,0,0,0,0
5,4,corrupted,513588,0,0,0,0,0,0,0
5,4,reorder,513581,0,0,0,0,0,0,0
5,5,base,513588,0,0,0,0,0,0,0
5,5,corrupted,513588,0,0,0,0,0,0,0
5,5,reorder,513581,0,0,0,0,0,0,0
5,6,base,513588,24,4.67301e-05,24,0.0109294,0.105449,0.0177526,0.0248181
5,6,corrupted,513588,24,4.67301e-05,24,0.0109646,0.105449,0.0177526,0.0475586
5,6,reorder,513581,26,5.06249e-05,26,0.0118378,0.0976125,0.0174502,0.0558571
5,7,base,513588,0,0,0,0,0,0,0
5,7,corrupted,513588,0,0,0,0,0,0,0
5,7,reorder,513581,0,0,0,0,0,0,0
5,8,base,513588,14,2.72592e-05,14,0.0197773,0.00337681,0.00126716,0.018617
5,8,corrupted,513588,14,2.72592e-05,14,0.0112518,0.0121323,0.00147608,0.01218
5,8,reorder,513581,14,2.72596e-05,14,0.0181353,0.000158274,0.00245355,0.0130243
5,9,base,513588,0,0,0,0,0,0,0
5,9,corrupted,513588,0,0,0,0,0,0,0
5,9,reorder,513581,0,0,0,0,0,0,0
5,10,base,513588,500,0.000973543,500,0.0265093,0.0107251,0.0189813,0.0341454
5,10,corrupted,513588,490,0.000954072,490,0.0259996,0.0100608,0.0193317,0.0285791
5,10,reorder,513581,514,0.00100082,514,0.0260725,0.0109055,0.01863,0.02463
5,11,base,513588,0,0,0,0,0,0,0
5,11,corrupted,513588,0,0,0,0,0,0,0
5,11,reorder,513581,0,0,0,0,0,0,0
5,12,base,513588,0,0,0,0,0,0,0
5,12,corrupted,513588,0,0,0,0,0,0,0
5,12,reorder,513581,0,0,0,0,0,0,0
5,13,base,513588,0,0,0,0,0,0,0
5,13,corrupted,513588,0,0,0,0,0,0,0
5,13,reorder,513581,0,0,0,0,0,0,0
5,14,base,513588,0,0,0,0,0,0,0
5,14,corrupted,513588,0,0,0,0,0,0,0
5,14,reorder,513581,0,0,0,0,0,0,0
5,15,base,513588,0,0,0,0,0,0,0
5,15,corrupted,513588,0,0,0,0,0,0,0
5,15,reorder,513581,0,0,0,0,0,0,0
5,16,base,513588,80,0.000155767,80,0.00842379,0.0491713,0.00964192,0.0101613
5,16,corrupted,513588,82,0.000159661,82,0.00738247,0.0475984,0.00940123,0.0215483
5,16,reorder,513581,88,0.000171346,88,0.00886178,0.0458939,0.00953323,0.0148645
5,17,base,513588,0,0,0,0,0,0,0
5,17,corrupted,513588,0,0,0,0,0,0,0
5,17,reorder,513581,0,0,0,0,0,0,0
5,18,base,513588,1038,0.00202108,1038,0.0400903,0.0388626,0.0245622,0.0295361
5,18,corrupted,513588,1023,0.00199187,1023,0.0403508,0.0396298,0.0244745,0.0329993
5,18,reorder,513581,1122,0.00218466,1122,0.0378238,0.0367954,0.0232635,0.0291766
5,19,base,513588,188,0.000366052,188,0.0140675,0.0231447,0.0112182,0.0410324
5,19,corrupted,513588,192,0.000373841,192,0.0136087,0.0232274,0.0107823,0.0308225
5,19,reorder,513581,365,0.000710696,365,0.0114587,0.02304,0.00998714,0.0243571
5,20,base,513588,0,0,0,0,0,0,0
5,20,corrupted,513588,0,0,0,0,0,0,0
5,20,reorder,513581,0,0,0,0,0,0,0
5,21,base,513588,0,0,0,0,0,0,0
5,21,corrupted,513588,0,0,0,0,0,0,0
5,21,reorder,513581,0,0,0,0,0,0,0
5,22,base,513588,0,0,0,0,0,0,0
5,22,corrupted,513588,0,0,0,0,0,0,0
5,22,reorder,513581,0,0,0,0,0,0,0
5,23,base,513588,0,0,0,0,0,0,0
5,23,corrupted,513588,0,0,0,0,0,0,0
5,23,reorder,513581,0,0,0,0,0,0,0
5,24,base,513588,2,3.89417e-06,2,0,0.0862775,0,0.0118948
5,24,corrupted,513588,1,1.94709e-06,1,0,0.0889272,0,0
5,24,reorder,513581,1,1.94711e-06,1,0.0174679,0,0.0285834,0
5,25,base,513588,0,0,0,0,0,0,0
5,25,corrupted,513588,0,0,0,0,0,0,0
5,25,reorder,513581,0,0,0,0,0,0,0
5,26,base,513588,0,0,0,0,0,0,0
5,26,corrupted,513588,0,0,0,0,0,0,0
5,26,reorder,513581,0,0,0,0,0,0,0
5,27,base,513588,0,0,0,0,0,0,0
5,27,corrupted,513588,0,0,0,0,0,0,0
5,27,reorder,513581,0,0,0,0,0,0,0
5,28,base,513588,0,0,0,0,0,0,0
5,28,corrupted,513588,0,0,0,0,0,0,0
5,28,reorder,513581,0,0,0,0,0,0,0
5,29,base,513588,2,3.89417e-06,2,0.011578,0,0,0.0275778
5,29,corrupted,513588,2,3.89417e-06,2,0.011578,0,0,0.0202885
5,29,reorder,513581,2,3.89423e-06,2,0.011578,0,0,0.01549
5,30,base,513588,0,0,0,0,0,0,0
5,30,corrupted,513588,0,0,0,0,0,0,0
5,30,reorder,513581,0,0,0,0,0,0,0
5,31,base,513588,4,7.78834e-06,4,0.0105095,0.0193628,0.04547,0.0101412
5,31,corrupted,513588,4,7.78834e-06,4,0.0100576,0,0.0453257,0.00944228
5,31,reorder,513581,3,5.84134e-06,3,0.0108104,0.0247847,0.0446185,0.00444769
6,0,base,513588,0,0,0,0,0,0,0
6,0,corrupted,513588,0,0,0,0,0,0,0
6,0,reorder,513581,0,0,0,0,0,0,0
6,1,base,513588,0,0,0,0,0,0,0
6,1,corrupted,513588,0,0,0,0,0,0,0
6,1,reorder,513581,0,0,0,0,0,0,0
6,2,base,513588,1740,0.00338793,1740,0.0119241,0.0139722,0.0233807,0.0240428
6,2,corrupted,513588,1738,0.00338404,1738,0.0120372,0.0136297,0.0233271,0.0224325
6,2,reorder,513581,1580,0.00307644,1580,0.0124656,0.0142094,0.0245418,0.0270405
6,3,base,513588,289,0.000562708,289,0.0581631,0.0310301,0.0423218,0.0494734
6,3,corrupted,513588,286,0.000556867,286,0.0584327,0.0310947,0.0427847,0.039918
6,3,reorder,513581,303,0.000589975,303,0.0563252,0.0295035,0.0411498,0.0449253
6,4,base,513588,0,0,0,0,0,0,0
6,4,corrupted,513588,0,0,0,0,0,0,0
6,4,reorder,513581,0,0,0,0,0,0,0
6,5,base,513588,0,0,0,0,0,0,0
6,5,corrupted,513588,0,0,0,0,0,0,0
6,5,reorder,513581,0,0,0,0,0,0,0
6,6,base,513588,0,0,0,0,0,0,0
6,6,corrupted,513588,0,0,0,0,0,0,0
6,6,reorder,513581,0,0,0,0,0,0,0
6,7,base,513588,9,1.75238e-05,9,0.00656752,0.0101971,0.00370286,0.0206978
6,7,corrupted,513588,9,1.75238e-05,9,0.0066424,0.0102859,0.00379795,0.00323807
6,7,reorder,513581,9,1.7524e-05,9,0.006566,0.0100092,0.00352034,0.0183679
6,8,base,513588,0,0,0,0,0,0,0
6,8,corrupted,513588,0,0,0,0,0,0,0
6,8,reorder,513581,0,0,0,0,0,0,0
6,9,base,513588,0,0,0,0,0,0,0
6,9,corrupted,513588,0,0,0,0,0,0,0
6,9,reorder,513581,0,0,0,0,0,0,0
6,10,base,513588,0,0,0,0,0,0,0
6,10,corrupted,513588,0,0,0,0,0,0,0
6,10,reorder,513581,0,0,0,0,0,0,0
6,11,base,513588,533,0.0010378,533,0.0348738,0.093787,0.0310373,0.0546557
6,11,corrupted,513588,530,0.00103196,530,0.0349595,0.0940852,0.03122,0.0510574
6,11,reorder,513581,537,0.0010456,537,0.0344003,0.0928404,0.0308853,0.0528097
6,12,base,513588,0,0,0,0,0,0,0
6,12,corrupted,513588,0,0,0,0,0,0,0
6,12,reorder,513581,0,0,0,0,0,0,0
6,13,base,513588,0,0,0,0,0,0,0
6,13,corrupted,513588,0,0,0,0,0,0,0
6,13,reorder,513581,0,0,0,0,0,0,0
6,14,base,513588,50,9.73543e-05,50,0.0104808,0.0761487,0.0173952,0.0382476
6,14,corrupted,513588,50,9.73543e-05,50,0.0104509,0.0761487,0.0173652,0.0325648
6,14,reorder,513581,57,0.000110985,57,0.014163,0.0672055,0.0155463,0.027612
6,15,base,513588,0,0,0,0,0,0,0
6,15,corrupted,513588,0,0,0,0,0,0,0
6,15,reorder,513581,0,0,0,0,0,0,0
6,16,base,513588,3,5.84126e-06,3,0.00145188,0.012223,0.0142039,0.0307558
6,16,corrupted,513588,3,5.84126e-06,3,0.00145188,0.0179401,0.0141634,0.015842
6,16,reorder,513581,3,5.84134e-06,3,0.00145188,0.0119605,0.0139318,0.0458622
6,17,base,513588,0,0,0,0,0,0,0
6,17,corrupted,513588,0,0,0,0,0,0,0
6,17,reorder,513581,0,0,0,0,0,0,0
6,18,base,513588,18,3.50475e-05,18,0.0557033,0.0598886,0.0598886,0.0401725
6,18,corrupted,513588,18,3.50475e-05,18,0.0557033,0.0598886,0.0598886,0.0296352
6,18,reorder,513581,22,4.28365e-05,22,0.0466179,0.0500723,0.0500906,0.0471927
6,19,base,513588,450,0.000876189,450,0.0381456,0.0411448,0.016134,0.0254542
6,19,corrupted,513588,456,0.000887871,456,0.0373718,0.0409764,0.0161395,0.0245744
6,19,reorder,513581,700,0.00136298,700,0.0277804,0.0332682,0.0129459,0.0206416
6,20,base,513588,0,0,0,0,0,0,0
6,20,corrupted,513588,0,0,0,0,0,0,0
6,20,reorder,513581,0,0,0,0,0,0,0
6,21,base,513588,71,0.000138243,71,0.0419044,0.106662,0.00842647,0.0654401
6,21,corrupted,513588,73,0.000142137,73,0.0413876,0.105251,0.00823923,0.0623731
6,21,reorder,513581,74,0.000144086,74,0.0402051,0.103377,0.00815189,0.0655657
6,22,base,513588,28,5.45184e-05,28,0,0.0112784,0.00665435,0.0533661
6,22,corrupted,513588,28,5.45184e-05,28,0,0.0112784,0.00665435,0.0366221
6,22,reorder,513581,30,5.84134e-05,30,0.00120924,0.0105265,0.00621073,0.0753054
6,23,base,513588,0,0,0,0,0,0,0
6,23,corrupted,513588,0,0,0,0,0,0,0
6,23,reorder,513581,0,0,0,0,0,0,0
6,24,base,513588,531,0.0010339,531,0.00778652,0.0334002,0.0201719,0.0247005
6,24,corrupted,513588,538,0.00104753,538,0.00759786,0.0332825,0.0199558,0.0239988
6,24,reorder,513581,805,0.00156743,805,0.00864128,0.029544,0.018614,0.0217273
6,25,base,513588,0,0,0,0,0,0,0
6,25,corrupted,513588,0,0,0,0,0,0,0
6,25,reorder,513581,0,0,0,0,0,0,0
6,26,base,513588,0,0,0,0,0,0,0
6,26,corrupted,513588,0,0,0,0,0,0,0
6,26,reorder,513581,0,0,0,0,0,0,0
6,27,base,513588,0,0,0,0,0,0,0
6,27,corrupted,513588,0,0,0,0,0,0,0
6,27,reorder,513581,0,0,0,0,0,0,0
6,28,base,513588,0,0,0,0,0,0,0
6,28,corrupted,513588,0,0,0,0,0,0,0
6,28,reorder,513581,0,0,0,0,0,0,0
6,29,base,513588,0,0,0,0,0,0,0
6,29,corrupted,513588,0,0,0,0,0,0,0
6,29,reorder,513581,0,0,0,0,0,0,0
6,30,base,513588,49,9.54072e-05,49,0.00670798,0.0283273,0.0210704,0.0253248
6,30,corrupted,513588,43,8.37247e-05,43,0.00627794,0.0301024,0.0234232,0.0181817
6,30,reorder,513581,46,8.95672e-05,46,0.00603147,0.027863,0.022189,0.025268
6,31,base,513588,0,0,0,0,0,0,0
6,31,corrupted,513588,0,0,0,0,0,0,0
6,31,reorder,513581,0,0,0,0,0,0,0
7,0,base,513588,103,0.00020055,103,0.0360259,0.00535964,0.0218874,0.0213175
7,0,corrupted,513588,103,0.00020055,103,0.037188,0.00537075,0.0219856,0.0240681
7,0,reorder,513581,104,0.0002025,104,0.0362517,0.00308569,0.0205215,0.0194572
7,1,base,513588,546,0.00106311,546,0.0630176,0.0298859,0.0291018,0.0476934
7,1,corrupted,513588,546,0.00106311,546,0.063082,0.0300119,0.0291487,0.0450792
7,1,reorder,513581,564,0.00109817,564,0.0609736,0.0288714,0.0284978,0.044259
7,2,base,513588,0,0,0,0,0,0,0
7,2,corrupted,513588,0,0,0,0,0,0,0
7,2,reorder,513581,0,0,0,0,0,0,0
7,3,base,513588,0,0,0,0,0,0,0
7,3,corrupted,513588,0,0,0,0,0,0,0
7,3,reorder,513581,0,0,0,0,0,0,0
7,4,base,513588,16,3.11534e-05,16,0,0.247874,0.104448,0.0650996
7,4,corrupted,513588,16,3.11534e-05,16,0,0.247874,0.104448,0.0647696
7,4,reorder,513581,16,3.11538e-05,16,0,0.247874,0.104448,0.0403322
7,5,base,513588,0,0,0,0,0,0,0
7,5,corrupted,513588,0,0,0,0,0,0,0
7,5,reorder,513581,0,0,0,0,0,0,0
7,6,base,513588,0,0,0,0,0,0,0
7,6,corrupted,513588,0,0,0,0,0,0,0
7,6,reorder,513581,0,0,0,0,0,0,0
7,7,base,513588,18,3.50475e-05,18,0,0,0,0.233033
7,7,corrupted,513588,18,3.50475e-05,18,0,0,0,0.0873568
7,7,reorder,513581,18,3.5048e-05,18,0,0,0,0.238281
7,8,base,513588,254,0.00049456,254,0.0331216,0.0193846,0.0532743,0.0408148
7,8,corrupted,513588,257,0.000500401,257,0.0328844,0.0192037,0.0532182,0.0389549
7,8,reorder,513581,240,0.000467307,240,0.0342062,0.0198575,0.0558567,0.0500792
7,9,base,513588,0,0,0,0,0,0,0
7,9,corrupted,513588,0,0,0,0,0,0,0
7,9,reorder,513581,0,0,0,0,0,0,0
7,10,base,513588,0,0,0,0,0,0,0
7,10,corrupted,513588,0,0,0,0,0,0,0
7,10,reorder,513581,0,0,0,0,0,0,0
7,11,base,513588,5,9.73543e-06,5,0.0194863,0.0033894,0.0051831,0.0172052
7,11,corrupted,513588,6,1.16825e-05,6,0.0235962,0.0061308,0.00924484,0.00625282
7,11,reorder,513581,5,9.73556e-06,5,0.0194863,0.0033894,0.0051831,0.015065
7,12,base,513588,0,0,0,0,0,0,0
7,12,corrupted,513588,0,0,0,0,0,0,0
7,12,reorder,513581,1,1.94711e-06,1,0,0.0390069,0,0.0141986
7,13,base,513588,0,0,0,0,0,0,0
7,13,corrupted,513588,0,0,0,0,0,0,0
7,13,reorder,513581,0,0,0,0,0,0,0
7,14,base,513588,0,0,0,0,0,0,0
7,14,corrupted,513588,0,0,0,0,0,0,0
7,14,reorder,513581,0,0,0,0,0,0,0
7,15,base,513588,10,1.94709e-05,10,0.00924489,0.0114861,0.0465957,0.103349
7,15,corrupted,513588,10,1.94709e-05,10,0.00925882,0.0114938,0.0465957,0.0680232
7,15,reorder,513581,15,2.92067e-05,15,0.00866942,0.0174584,0.0367061,0.0361237
7,16,base,513588,0,0,0,0,0,0,0
7,16,corrupted,513588,0,0,0,0,0,0,0
7,16,reorder,513581,0,0,0,0,0,0,0
7,17,base,513588,0,0,0,0,0,0,0
7,17,corrupted,513588,0,0,0,0,0,0,0
7,17,reorder,513581,0,0,0,0,0,0,0
7,18,base,513588,696,0.00135517,696,0.0169989,0.0251258,0.0311322,0.0259317
7,18,corrupted,513588,691,0.00134544,691,0.0166073,0.0251001,0.0311322,0.0254735
7,18,reorder,513581,824,0.00160442,824,0.0158224,0.025004,0.0288018,0.0202279
7,19,base,513588,0,0,0,0,0,0,0
7,19,corrupted,513588,0,0,0,0,0,0,0
7,19,reorder,513581,0,0,0,0,0,0,0
7,20,base,513588,0,0,0,0,0,0,0
7,20,corrupted,513588,1,1.94709e-06,1,0,0.0289684,0,0.0525213
7,20,reorder,513581,0,0,0,0,0,0,0
7,21,base,513588,0,0,0,0,0,0,0
7,21,corrupted,513588,0,0,0,0,0,0,0
7,21,reorder,513581,0,0,0,0,0,0,0
7,22,base,513588,14,2.72592e-05,14,0.0976549,0.126082,0,0.0875031
7,22,corrupted,513588,13,2.53121e-05,13,0.105167,0.135781,0,0.061158
7,22,reorder,513581,13,2.53125e-05,13,0.105167,0.135781,0,0.0526963
7,23,base,513588,0,0,0,0,0,0,0
7,23,corrupted,513588,0,0,0,0,0,0,0
7,23,reorder,513581,0,0,0,0,0,0,0
7,24,base,513588,0,0,0,0,0,0,0
7,24,corrupted,513588,0,0,0,0,0,0,0
7,24,reorder,513581,0,0,0,0,0,0,0
7,25,base,513588,5,9.73543e-06,5,0.00572785,0.0313831,0.0211879,0.00609989
7,25,corrupted,513588,6,1.16825e-05,6,0.012125,0.0118356,0.0476124,0.0110288
7,25,reorder,513581,62,0.000120721,62,0.0148945,0.0146515,0.0156402,0.0166916
7,26,base,513588,0,0,0,0,0,0,0
7,26,corrupted,513588,0,0,0,0,0,0,0
7,26,reorder,513581,0,0,0,0,0,0,0
7,27,base,513588,47,9.1513e-05,47,0.0601369,0.221177,0.0206867,0.0603392
7,27,corrupted,513588,49,9.54072e-05,49,0.0575614,0.212439,0.0198423,0.0769132
7,27,reorder,513581,47,9.15143e-05,47,0.0601297,0.221154,0.0206867,0.0678081
7,28,base,513588,0,0,0,0,0,0,0
7,28,corrupted,513588,0,0,0,0,0,0,0
7,28,reorder,513581,0,0,0,0,0,0,0
7,29,base,513588,1,1.94709e-06,1,0,0.0300792,0.0185735,0.0259387
7,29,corrupted,513588,1,1.94709e-06,1,0,0.0300496,0.0186489,0
7,29,reorder,513581,1,1.94711e-06,1,0,0.0300792,0.0185735,0
7,30,base,513588,2,3.89417e-06,2,0,0,0.0215835,0.0539572
7,30,corrupted,513588,2,3.89417e-06,2,0.0561647,0.0196111,0.0207694,0.00659649
7,30,reorder,513581,2,3.89423e-06,2,0,0,0.0193943,0
7,31,base,513588,8,1.55767e-05,8,0,0,0,0.0295136
7,31,corrupted,513588,8,1.55767e-05,8,0,0,0,0.0326724
7,31,reorder,513581,8,1.55769e-05,8,0,0,0,0.0443434
8,0,base,513588,48,9.34601e-05,48,0.0993813,0.0113902,0.0255956,0.0511605
8,0,corrupted,513588,48,9.34601e-05,48,0.0993813,0.0113902,0.0255956,0.0840167
8,0,reorder,513581,48,9.34614e-05,48,0.0993813,0.0113902,0.0255956,0.113958
8,1,base,513588,0,0,0,0,0,0,0
8,1,corrupted,513588,0,0,0,0,0,0,0
8,1,reorder,513581,0,0,0,0,0,0,0
8,2,base,513588,0,0,0,0,0,0,0
8,2,corrupted,513588,0,0,0,0,0,0,0
8,2,reorder,513581,0,0,0,0,0,0,0
8,3,base,513588,2,3.89417e-06,2,0,0.026127,0,0.0334242
8,3,corrupted,513588,2,3.89417e-06,2,0,0.0260796,0,0.0423917
8,3,reorder,513581,2,3.89423e-06,2,0,0.0250925,0,0.0159812
8,4,base,513588,851,0.00165697,851,0.0167467,0.0440627,0.0339898,0.0205161
8,4,corrupted,513588,849,0.00165308,849,0.016513,0.0432996,0.0343732,0.0235559
8,4,reorder,513581,981,0.00191012,981,0.0159654,0.0404851,0.0320405,0.0222484
8,5,base,513588,20,3.89417e-05,20,0.0148559,0.101028,0.0148559,0.0443484
8,5,corrupted,513588,20,3.89417e-05,20,0.0148559,0.101028,0.0148559,0.0280685
8,5,reorder,513581,20,3.89423e-05,20,0.0148559,0.101028,0.0148559,0.0361015
8,6,base,513588,0,0,0,0,0,0,0
8,6,corrupted,513588,0,0,0,0,0,0,0
8,6,reorder,513581,1,1.94711e-06,1,0.0205639,0,0.000548481,0
8,7,base,513588,0,0,0,0,0,0,0
8,7,corrupted,513588,0,0,0,0,0,0,0
8,7,reorder,513581,0,0,0,0,0,0,0
8,8,base,513588,51,9.93014e-05,51,0.00726284,0.00862257,0.0175402,0.0173764
8,8,corrupted,513588,49,9.54072e-05,49,0.00675929,0.00684337,0.0161752,0.0228275
8,8,reorder,513581,51,9.93027e-05,51,0.00701265,0.00646001,0.0159593,0.020764
8,9,base,513588,0,0,0,0,0,0,0
8,9,corrupted,513588,0,0,0,0,0,0,0
8,9,reorder,513581,0,0,0,0,0,0,0
8,10,base,513588,0,0,0,0,0,0,0
8,10,corrupted,513588,0,0,0,0,0,0,0
8,10,reorder,513581,0,0,0,0,0,0,0
8,11,base,513588,0,0,0,0,0,0,0
8,11,corrupted,513588,0,0,0,0,0,0,0
8,11,reorder,513581,0,0,0,0,0,0,0
8,12,base,513588,0,0,0,0,0,0,0
8,12,corrupted,513588,0,0,0,0,0,0,0
8,12,reorder,513581,0,0,0,0,0,0,0
8,13,base,513588,6,1.16825e-05,6,0.00559681,0.0203808,0.0159654,0.00663867
8,13,corrupted,513588,2,3.89417e-06,2,0,0,0.0136497,0.0167414
8,13,reorder,513581,5,9.73556e-06,5,0.0102386,0.0168025,0.0135252,0.00733793
8,14,base,513588,220,0.000428359,220,0.0228891,0.174117,0.0325421,0.0814601
8,14,corrupted,513588,220,0.000428359,220,0.0228891,0.174117,0.0325421,0.0801703
8,14,reorder,513581,220,0.000428365,220,0.0228891,0.174117,0.0325421,0.094011
8,15,base,513588,562,0.00109426,562,0.0577915,0.0246194,0.0499929,0.0296085
8,15,corrupted,513588,563,0.00109621,563,0.0577532,0.0245438,0.0500661,0.032293
8,15,reorder,513581,607,0.0011819,607,0.0545381,0.0243329,0.0481948,0.0243295
8,16,base,513588,228,0.000443936,228,0.0336973,0.0186544,0.0202838,0.0212156
8,16,corrupted,513588,228,0.000443936,228,0.0322732,0.0182402,0.019928,0.0294742
8,16,reorder,513581,303,0.000589975,303,0.0268085,0.0182153,0.0182658,0.0209137
8,17,base,513588,0,0,0,0,0,0,0
8,17,corrupted,513588,0,0,0,0,0,0,0
8,17,reorder,513581,0,0,0,0,0,0,0
8,18,base,513588,0,0,0,0,0,0,0
8,18,corrupted,513588,0,0,0,0,0,0,0
8,18,reorder,513581,0,0,0,0,0,0,0
8,19,base,513588,500,0.000973543,500,0.0234447,0.0346649,0.0241275,0.0250495
8,19,corrupted,513588,498,0.000969649,498,0.0235306,0.0348296,0.0241369,0.0267192
8,19,reorder,513581,508,0.000989133,508,0.0246257,0.0343704,0.0241139,0.0289606
8,20,base,513588,3,5.84126e-06,3,0.000563413,0.0323088,0.0132393,0.00804841
8,20,corrupted,513588,3,5.84126e-06,3,0.000563413,0.0315268,0.0127446,0.0324001
8,20,reorder,513581,3,5.84134e-06,3,0.000259827,0.0309562,0.012218,0.00800994
8,21,base,513588,0,0,0,0,0,0,0
8,21,corrupted,513588,0,0,0,0,0,0,0
8,21,reorder,513581,0,0,0,0,0,0,0
8,22,base,513588,0,0,0,0,0,0,0
8,22,corrupted,513588,0,0,0,0,0,0,0
8,22,reorder,513581,0,0,0,0,0,0,0
8,23,base,513588,0,0,0,0,0,0,0
8,23,corrupted,513588,0,0,0,0,0,0,0
8,23,reorder,513581,2,3.89423e-06,2,0.0132297,0,0.0420316,0.031334
8,24,base,513588,0,0,0,0,0,0,0
8,24,corrupted,513588,0,0,0,0,0,0,0
8,24,reorder,513581,0,0,0,0,0,0,0
8,25,base,513588,0,0,0,0,0,0,0
8,25,corrupted,513588,0,0,0,0,0,0,0
8,25,reorder,513581,0,0,0,0,0,0,0
8,26,base,513588,0,0,0,0,0,0,0
8,26,corrupted,513588,0,0,0,0,0,0,0
8,26,reorder,513581,0,0,0,0,0,0,0
8,27,base,513588,0,0,0,0,0,0,0
8,27,corrupted,513588,0,0,0,0,0,0,0
8,27,reorder,513581,0,0,0,0,0,0,0
8,28,base,513588,0,0,0,0,0,0,0
8,28,corrupted,513588,0,0,0,0,0,0,0
8,28,reorder,513581,0,0,0,0,0,0,0
8,29,base,513588,0,0,0,0,0,0,0
8,29,corrupted,513588,0,0,0,0,0,0,0
8,29,reorder,513581,0,0,0,0,0,0,0
8,30,base,513588,0,0,0,0,0,0,0
8,30,corrupted,513588,0,0,0,0,0,0,0
8,30,reorder,513581,0,0,0,0,0,0,0
8,31,base,513588,0,0,0,0,0,0,0
8,31,corrupted,513588,0,0,0,0,0,0,0
8,31,reorder,513581,0,0,0,0,0,0,0
9,0,base,513588,0,0,0,0,0,0,0
9,0,corrupted,513588,0,0,0,0,0,0,0
9,0,reorder,513581,0,0,0,0,0,0,0
9,1,base,513588,11,2.14179e-05,11,0.0303351,0.00680554,0.0108864,0.0124171
9,1,corrupted,513588,17,3.31005e-05,17,0.0220895,0.0167619,0.00535701,0.015303
9,1,reorder,513581,14,2.72596e-05,14,0.0302637,0.0052024,0.00964477,0.0321919
9,2,base,513588,584,0.0011371,584,0.025672,0.0264798,0.016614,0.0272075
9,2,corrupted,513588,578,0.00112542,578,0.0253924,0.0263061,0.016853,0.0284611
9,2,reorder,513581,820,0.00159663,820,0.0212188,0.0233476,0.0144945,0.0269359
9,3,base,513588,216,0.000420571,216,0.0570943,0.0787785,0.0195684,0.0430447
9,3,corrupted,513588,218,0.000424465,218,0.0565523,0.0784314,0.0194078,0.0540108
9,3,reorder,513581,223,0.000434206,223,0.0552702,0.0775009,0.0191913,0.0521816
9,4,base,513588,0,0,0,0,0,0,0
9,4,corrupted,513588,0,0,0,0,0,0,0
9,4,reorder,513581,0,0,0,0,0,0,0
9,5,base,513588,0,0,0,0,0,0,0
9,5,corrupted,513588,0,0,0,0,0,0,0
9,5,reorder,513581,0,0,0,0,0,0,0
9,6,base,513588,429,0.0008353,429,0.114824,0.107758,0.0455621,0.0582949
9,6,corrupted,513588,426,0.000829459,426,0.115089,0.108344,0.0460244,0.0641914
9,6,reorder,513581,429,0.000835311,429,0.114824,0.107566,0.0456728,0.0658276
9,7,base,513588,17,3.31005e-05,17,0.00503642,0.00604399,0.0117132,0.0117209
9,7,corrupted,513588,16,3.11534e-05,16,0.00647855,0.00494275,0.00894817,0.0322923
9,7,reorder,513581,12,2.33654e-05,12,0.0012846,0.00434318,0.010097,0.0273319
9,8,base,513588,0,0,0,0,0,0,0
9,8,corrupted,513588,0,0,0,0,0,0,0
9,8,reorder,513581,0,0,0,0,0,0,0
9,9,base,513588,8,1.55767e-05,8,0,0,0,0.0351287
9,9,corrupted,513588,8,1.55767e-05,8,0,0,0,0.0539352
