phase,mode,id,direction,families,mean,mean_absolute,median,minimum,maximum,sign_fraction,above_tau_fraction,retained,classification,descriptive_ci_low,descriptive_ci_high,mean_absolute_order_difference,original_gap,normalized_mean,normalized_mean_absolute,panel,group,kind,head,background,source,site,cohort,members
initial,donor,G1:I2:whole,noise,20,5.559914207458496,5.559914207458496,5.5944671630859375,2.98089599609375,7.836509704589844,1.0,1.0,True,coherent,4.93645302772522,6.169891443252563,5.9577678680419925,11.200063323974609,0.4964181046688429,0.4964181046688429,G1,I2,whole,,,,,,
initial,donor,G1:I3:conditional:L18H18,noise,20,3.2305137634277346,3.2305137634277346,3.304046630859375,1.7556304931640625,6.0337371826171875,1.0,1.0,True,coherent,2.796247119903564,3.7004105949401844,3.713420104980469,11.200063323974609,0.2884370980753803,0.2884370980753803,G1,I3,conditional,594,,,,,
initial,donor,G1:I3:conditional:L18H19,noise,20,3.6885726928710936,3.6885726928710936,3.4307785034179688,2.1236572265625,6.41021728515625,1.0,1.0,True,coherent,3.2059928703308107,4.238793334960937,2.1993896484375,11.200063323974609,0.3293349855420385,0.3293349855420385,G1,I3,conditional,595,,,,,
initial,donor,G1:I3:conditional:L20H1,noise,20,-0.34360389709472655,0.34801673889160156,-0.404815673828125,-0.7156982421875,0.04412841796875,0.95,0.9,True,coherent,-0.42561155319213867,-0.26047821044921876,1.4461402893066406,11.200063323974609,-0.03067874592808914,0.03107274743229751,G1,I3,conditional,641,,,,,
initial,donor,G1:I3:conditional:L23H15,noise,20,-0.30820722579956056,0.3216105461120605,-0.311065673828125,-0.6139678955078125,0.134033203125,0.95,0.95,True,coherent,-0.3759227991104126,-0.23514228105545062,0.4761312484741211,11.200063323974609,-0.027518346716827836,0.02871506497857276,G1,I3,conditional,751,,,,,
initial,donor,G1:I3:conditional:L25H17,noise,20,0.7338020324707031,0.7338020324707031,0.7246017456054688,0.370849609375,1.0067138671875,1.0,1.0,True,coherent,0.6614459228515625,0.8030432128906249,0.33889312744140626,11.200063323974609,0.0655176681813881,0.0655176681813881,G1,I3,conditional,817,,,,,
initial,donor,G1:I3:interaction,noise,20,0.9278694152832031,1.222956085205078,1.1781005859375,-1.3412017822265625,2.7735671997070312,0.8,0.95,True,coherent,0.45456045150756835,1.3771879196166987,1.4740692138671876,11.200063323974609,0.08284501510781875,0.10919189024469578,G1,I3,interaction,,,,,,
initial,donor,G1:I3:whole,noise,20,5.706062889099121,5.706062889099121,5.930702209472656,3.2784423828125,8.180397033691406,1.0,1.0,True,coherent,5.113584384918213,6.291238241195679,6.7787731170654295,11.200063323974609,0.509467020323434,0.509467020323434,G1,I3,whole,,,,,,
initial,donor,G1:I4:conditional:L16H1,noise,20,1.1520818710327148,1.1520818710327148,0.975433349609375,0.44793701171875,2.6940765380859375,1.0,1.0,True,coherent,0.9178561115264893,1.407657284736633,0.7887172698974609,11.200063323974609,0.10286387118603103,0.10286387118603103,G1,I4,conditional,513,,,,,
initial,donor,G1:I4:conditional:L16H21,noise,20,1.1136766433715821,1.1136766433715821,1.0964202880859375,0.13140869140625,2.2739105224609375,1.0,1.0,True,coherent,0.8504243564605714,1.3854845905303954,0.8898563385009766,11.200063323974609,0.0994348523894209,0.0994348523894209,G1,I4,conditional,533,,,,,
initial,donor,G1:I4:conditional:L17H3,noise,20,-0.12327291965484619,0.12780325412750243,-0.102447509765625,-0.4401702880859375,0.02154541015625,0.8,0.5,True,coherent,-0.17555026590824127,-0.07650218546390533,0.21329236030578613,11.200063323974609,-0.011006448453819978,0.011410940316197106,G1,I4,conditional,547,,,,,
initial,donor,G1:I4:interaction,noise,20,0.38702869415283203,0.38702869415283203,0.34494972229003906,0.05108642578125,1.0385894775390625,1.0,0.9,True,coherent,0.2964845275878906,0.4881355667114256,0.2943859100341797,11.200063323974609,0.034555938029775864,0.034555938029775864,G1,I4,interaction,,,,,,
initial,donor,G1:I4:whole,noise,20,1.7184289932250976,1.7184289932250976,1.4703559875488281,0.48211669921875,3.6494598388671875,1.0,1.0,True,coherent,1.3826182651519776,2.0776683282852164,0.8886157989501953,11.200063323974609,0.15343029262581634,0.15343029262581634,G1,I4,whole,,,,,,
initial,donor,G1:O1:conditional:L16H1,noise,20,0.19652862548828126,0.19652862548828126,0.17779541015625,0.06396484375,0.505035400390625,1.0,0.75,True,coherent,0.148858642578125,0.2525864028930664,0.1577911376953125,11.200063323974609,0.01754709949430343,0.01754709949430343,G1,O1,conditional,513,,,,,
initial,donor,G1:O1:conditional:L17H3,noise,20,-0.06445846557617188,0.06930007934570312,-0.04961395263671875,-0.2041168212890625,0.0223388671875,0.85,0.25,False,below_rule,-0.09169607162475586,-0.03958251953125003,0.10233306884765625,11.200063323974609,-0.005755187601323066,0.00618747210092651,G1,O1,conditional,547,,,,,
initial,donor,G1:O1:conditional:L18H18,noise,20,2.297627258300781,2.297627258300781,2.42010498046875,1.301025390625,3.5706787109375,1.0,1.0,True,coherent,2.0120147323608397,2.5875609302520752,3.4310943603515627,11.200063323974609,0.20514413104991386,0.20514413104991386,G1,O1,conditional,594,,,,,
initial,donor,G1:O1:conditional:L18H19,noise,20,2.6712013244628907,2.6712013244628907,2.6678466796875,1.337158203125,3.9772491455078125,1.0,1.0,True,coherent,2.3577163124084475,2.989961853027343,2.2199722290039063,11.200063323974609,0.2384987698011471,0.2384987698011471,G1,O1,conditional,595,,,,,
initial,donor,G1:O1:interaction,noise,20,-0.557248878479004,0.8531969070434571,-0.49053192138671875,-2.3088531494140625,1.112091064453125,0.8,1.0,True,coherent,-0.926744623184204,-0.18395747661590583,1.158785629272461,11.200063323974609,-0.049754082843993325,0.07617786456770495,G1,O1,interaction,,,,,,
initial,donor,G1:O1:whole,noise,20,5.745597648620605,5.745597648620605,5.896675109863281,3.39337158203125,8.359397888183594,1.0,1.0,True,coherent,5.137675375938415,6.354277029037475,4.816399765014649,11.200063323974609,0.512996889608803,0.512996889608803,G1,O1,whole,,,,,,
initial,donor,G1:O2:conditional:L16H1,noise,20,0.9607853174209595,0.9607853174209595,0.7861747741699219,0.41375732421875,2.296032428741455,1.0,1.0,True,coherent,0.7661905771493912,1.180904608368873,0.5921309947967529,11.200063323974609,0.0857839183252048,0.0857839183252048,G1,O2,conditional,513,,,,,
initial,donor,G1:O2:conditional:L16H21,noise,20,0.9845165491104126,0.9845165491104126,0.9783000946044922,0.1307373046875,2.101715087890625,1.0,1.0,True,coherent,0.7451519012451172,1.237041658759117,0.8421982288360595,11.200063323974609,0.08790276631766698,0.08790276631766698,G1,O2,conditional,533,,,,,
initial,donor,G1:O2:interaction,noise,20,0.10359995365142823,0.12165720462799072,0.09033203125,-0.180572509765625,0.5396847724914551,0.95,0.45,True,coherent,0.04695354044437409,0.16725714147090912,0.3143295764923096,11.200063323974609,0.009249943563235438,0.010862188999197352,G1,O2,interaction,,,,,,
initial,donor,G1:O2:whole,noise,20,1.841701912879944,1.841701912879944,1.5671234130859375,0.621826171875,3.80131196975708,1.0,1.0,True,coherent,1.479018940925598,2.2331401485204694,0.8633446216583252,11.200063323974609,0.16443674107963635,0.16443674107963635,G1,O2,whole,,,,,,
initial,donor,G1:O3:conditional:L18H18,noise,20,2.5003353118896485,2.5003353118896485,2.0317630767822266,1.0512733459472656,6.4503173828125,1.0,1.0,True,coherent,2.010177979469299,3.093192853927612,2.852824401855469,11.200063323974609,0.22324296207660593,0.22324296207660593,G1,O3,conditional,594,,,,,
initial,donor,G1:O3:conditional:L18H19,noise,20,2.8444442749023438,2.8444442749023438,2.472381591796875,1.483154296875,6.3599853515625,1.0,1.0,True,coherent,2.3045935916900637,3.4842976713180542,1.9558349609375,11.200063323974609,0.25396680292097895,0.25396680292097895,G1,O3,conditional,595,,,,,
initial,donor,G1:O3:conditional:L18H24,noise,20,-0.7515342712402344,0.7515342712402344,-0.7161865234375,-1.6463394165039062,-0.09807968139648438,1.0,0.95,True,coherent,-0.9161033725738525,-0.5994370603561403,1.2787063598632813,11.200063323974609,-0.06710089483436373,0.06710089483436373,G1,O3,conditional,600,,,,,
initial,donor,G1:O3:conditional:L19H16,noise,20,-0.2309173583984375,0.2361053466796875,-0.2320556640625,-0.5539932250976562,0.0518798828125,0.95,0.8,True,coherent,-0.29949640274047856,-0.16524234771728527,0.17136383056640625,11.200063323974609,-0.020617504715722535,0.021080715336161144,G1,O3,conditional,624,,,,,
initial,donor,G1:O3:conditional:L20H1,noise,20,-0.3603227615356445,0.3603227615356445,-0.3472137451171875,-0.67474365234375,-0.036529541015625,1.0,0.9,True,coherent,-0.4436082077026367,-0.27949634552001956,0.6819553375244141,11.200063323974609,-0.03217149324185923,0.03217149324185923,G1,O3,conditional,641,,,,,
initial,donor,G1:O3:conditional:L22H5,noise,20,0.7505536556243897,0.7505536556243897,0.747314453125,0.47698211669921875,1.2005615234375,1.0,1.0,True,coherent,0.6666135883331299,0.8411169934272765,0.5248387336730957,11.200063323974609,0.06701334036368982,0.06701334036368982,G1,O3,conditional,709,,,,,
initial,donor,G1:O3:conditional:L27H6,noise,20,1.6368679523468017,1.6368679523468017,1.6878662109375,0.543426513671875,2.786834716796875,1.0,1.0,True,coherent,1.3097699177265167,1.9585478234291078,1.0570731163024902,11.200063323974609,0.14614809800610307,0.14614809800610307,G1,O3,conditional,870,,,,,
initial,donor,G1:O3:interaction,noise,20,-0.5214826107025147,1.5916436672210694,-0.9810748100280762,-3.2059326171875,2.483428955078125,0.65,1.0,True,heterogeneous,-1.251920747756958,0.23487722873687739,1.8977557182312013,11.200063323974609,-0.046560684133476325,0.14211023823535282,G1,O3,interaction,,,,,,
initial,donor,G1:O3:whole,noise,20,6.64134635925293,6.64134635925293,6.566944122314453,3.20367431640625,9.133773803710938,1.0,1.0,True,coherent,5.868248367309571,7.384666690826415,5.337164306640625,11.200063323974609,0.5929740008734246,0.5929740008734246,G1,O3,whole,,,,,,
initial,donor,G1:O4:conditional:L18H18,noise,20,2.5590206146240235,2.5590206146240235,2.599609375,1.413818359375,3.86822509765625,1.0,1.0,True,coherent,2.246949300765991,2.8742378616333,3.1440879821777346,11.200063323974609,0.22848269162427326,0.22848269162427326,G1,O4,conditional,594,,,,,
initial,donor,G1:O4:conditional:L18H19,noise,20,2.875374603271484,2.875374603271484,2.885223388671875,1.5177001953125,4.1370086669921875,1.0,1.0,True,coherent,2.556794662475586,3.195611705780029,1.9639755249023438,11.200063323974609,0.2567284237685086,0.2567284237685086,G1,O4,conditional,595,,,,,
initial,donor,G1:O4:interaction,noise,20,-0.20898380279541015,0.6433271408081055,-0.23140716552734375,-1.4987030029296875,1.2605133056640625,0.65,0.8,True,heterogeneous,-0.5375075674057006,0.13472006797790503,0.8968959808349609,11.200063323974609,-0.018659162609202754,0.05743959852718097,G1,O4,interaction,,,,,,
initial,donor,G1:O4:whole,noise,20,5.643379020690918,5.643379020690918,5.778144836425781,3.35931396484375,8.119377136230469,1.0,1.0,True,coherent,5.051795473098755,6.238350305557249,4.939403915405274,11.200063323974609,0.5038702780019846,0.5038702780019846,G1,O4,whole,,,,,,
initial,donor,G3:0:change,noise,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,below_rule,0.0,0.0,0.0,11.200063323974609,0.0,0.0,G3,,change,,[],,,,
initial,donor,G3:0:change,restore,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,below_rule,0.0,0.0,0.0,11.200063323974609,0.0,0.0,G3,,change,,[],,,,
initial,donor,G3:0:conditional,noise,20,0.004895973205566406,0.025926780700683594,-0.00609588623046875,-0.04998779296875,0.2675628662109375,0.25,0.05,False,below_rule,-0.013816924095153808,0.03578794479370111,0.03177299499511719,11.200063323974609,0.0004371379932367163,0.002314878045839732,G3,,conditional,,[],,,,
initial,donor,G3:1:change,noise,20,0.002173614501953125,0.004479217529296875,0.0012054443359375,-0.0079345703125,0.0174560546875,0.65,0.0,False,below_rule,-0.0002924203872680664,0.0049070405960083,0.00665283203125,11.200063323974609,0.00019407162612199998,0.0003999278753816294,G3,,change,,['L21H18'],,,,
initial,donor,G3:1:conditional,noise,20,0.007069587707519531,0.026161003112792968,-0.009176254272460938,-0.0423583984375,0.27972412109375,0.2,0.05,False,below_rule,-0.012163577079772949,0.039040451049804685,0.030138778686523437,11.200063323974609,0.0006312096193587162,0.0023357906429683573,G3,,conditional,,['L21H18'],,,,
initial,donor,G3:2:change,noise,20,0.0029079437255859373,0.009529876708984374,7.62939453125e-05,-0.016143798828125,0.055267333984375,0.5,0.0,False,below_rule,-0.0026602697372436522,0.01010514736175537,0.012943267822265625,11.200063323974609,0.0002596363646767297,0.0008508770382203939,G3,,change,,"['L21H18', 'L22H5', 'L21H6']",,,,
initial,donor,G3:2:conditional,noise,20,0.007803916931152344,0.02648639678955078,-0.007568359375,-0.033203125,0.26090240478515625,0.15,0.05,False,below_rule,-0.011572084426879882,0.03890459060668943,0.031959152221679686,11.200063323974609,0.000696774357913446,0.0023648434855591026,G3,,conditional,,"['L21H18', 'L22H5', 'L21H6']",,,,
initial,donor,G3:3:change,noise,20,0.01903667449951172,0.029710960388183594,0.00295257568359375,-0.043487548828125,0.30078125,0.6,0.05,False,below_rule,-0.002873401641845703,0.05352191925048823,0.02721061706542969,11.200063323974609,0.001699693470371925,0.002652749321924365,G3,,change,,"['L21H18', 'L22H5', 'L21H6', 'L27H6']",,,,
initial,donor,G3:3:conditional,noise,20,0.023932647705078126,0.039652252197265626,-0.003631591796875,-0.0478515625,0.32080078125,0.3,0.1,False,below_rule,-0.007955398559570313,0.06848615646362297,0.03817291259765625,11.200063323974609,0.002136831463608641,0.0035403596435376297,G3,,conditional,,"['L21H18', 'L22H5', 'L21H6', 'L27H6']",,,,
initial,donor,G3:4:change,noise,20,0.015659141540527343,0.025184440612792968,0.00151824951171875,-0.040557861328125,0.261474609375,0.55,0.05,False,below_rule,-0.003672823905944824,0.045476555824279785,0.021108627319335938,11.200063323974609,0.001398129732624612,0.0022485980555916776,G3,,change,,['L27H6'],,,,
initial,donor,G3:4:conditional,noise,20,0.02055511474609375,0.03833770751953125,-0.00341796875,-0.0477294921875,0.281494140625,0.45,0.1,False,below_rule,-0.00938720703125,0.06160907745361326,0.0376495361328125,11.200063323974609,0.001835267725861328,0.003422990246623552,G3,,conditional,,['L27H6'],,,,
initial,donor,block:L13H10:query_sentence,noise,20,-0.6655460596084595,0.6655460596084595,-0.5087072849273682,-1.6493988037109375,-0.177398681640625,1.0,1.0,True,coherent,-0.8443546622991562,-0.502541060447693,0.44828181266784667,11.200063323974609,-0.05942341934655014,0.05942341934655014,blocking,,blocking,,,426,query_sentence,,
initial,donor,block:L13H10:query_sentence,restore,20,-0.42905116081237793,0.47606654167175294,-0.351593017578125,-1.680877685546875,0.437164306640625,0.9,0.95,True,coherent,-0.6264199733734132,-0.252573544979096,0.42313375473022463,11.200063323974609,-0.038307922768075826,0.04250570089659184,blocking,,blocking,,,426,query_sentence,,
initial,donor,block:L13H10:query_sentence:self,noise,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,below_rule,0.0,0.0,0.0,11.200063323974609,0.0,0.0,control,,self_clamp,,,,,,
initial,donor,block:L13H10:query_sentence:self,restore,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,below_rule,0.0,0.0,0.0,11.200063323974609,0.0,0.0,control,,self_clamp,,,,,,
initial,donor,block:L13H10:query_sentence:source,noise,20,-0.5907781839370727,0.5910330057144165,-0.392181396484375,-1.7917938232421875,0.0025482177734375,0.95,0.9,True,coherent,-0.813276498913765,-0.3915812200307847,0.45752673149108886,11.200063323974609,-0.05274775390532533,0.052770505721093944,blocking,,source,,,426,query_sentence,,
initial,donor,block:L13H10:query_sentence:source,restore,20,-0.3303884983062744,0.4088430881500244,-0.237030029296875,-1.64715576171875,0.488739013671875,0.8,0.7,True,coherent,-0.5458069956302642,-0.1384152221679689,0.4046917915344238,11.200063323974609,-0.029498806278983446,0.03650364076735744,blocking,,source,,,426,query_sentence,,
initial,donor,block:L15H25:query_child_last,noise,20,0.42649054527282715,0.42649054527282715,0.3263053894042969,0.175262451171875,0.89276123046875,1.0,1.0,True,coherent,0.3302092832326889,0.5306173127889632,0.23922386169433593,11.200063323974609,0.038079297673245374,0.038079297673245374,blocking,,blocking,,,505,query_child_last,,
initial,donor,block:L15H25:query_child_last,restore,20,0.4421687602996826,0.4452968120574951,0.412109375,-0.0233154296875,1.1904144287109375,0.9,0.9,True,coherent,0.31782110333442687,0.5785200870037078,0.28307256698608396,11.200063323974609,0.03947913038609218,0.03975841914253311,blocking,,blocking,,,505,query_child_last,,
initial,donor,block:L15H25:query_child_last:self,noise,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,below_rule,0.0,0.0,0.0,11.200063323974609,0.0,0.0,control,,self_clamp,,,,,,
initial,donor,block:L15H25:query_child_last:self,restore,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,below_rule,0.0,0.0,0.0,11.200063323974609,0.0,0.0,control,,self_clamp,,,,,,
initial,donor,block:L15H25:query_child_last:source,noise,20,0.42902963161468505,0.42902963161468505,0.3134269714355469,0.1756591796875,0.881072998046875,1.0,1.0,True,coherent,0.3349395608901978,0.5319182497262954,0.2404003620147705,11.200063323974609,0.038306000529150015,0.038306000529150015,blocking,,source,,,505,query_child_last,,
initial,donor,block:L15H25:query_child_last:source,restore,20,0.45728087425231934,0.45792784690856936,0.418914794921875,-0.0064697265625,1.3634796142578125,0.95,0.9,True,coherent,0.3288080143928528,0.6047356808185577,0.3040163993835449,11.200063323974609,0.04082841864594408,0.04088618373508113,blocking,,source,,,505,query_child_last,,
initial,donor,block:L15H25:query_sentence,noise,20,0.4541900157928467,0.4541900157928467,0.38468170166015625,0.196868896484375,0.87493896484375,1.0,1.0,True,coherent,0.3601100170612335,0.5568770873546597,0.2281102180480957,11.200063323974609,0.040552450700936445,0.040552450700936445,blocking,,blocking,,,505,query_sentence,,
initial,donor,block:L15H25:query_sentence,restore,20,0.4415687322616577,0.461663031578064,0.446929931640625,-0.1031494140625,1.0828628540039062,0.9,0.95,True,coherent,0.31215778946876527,0.5748369503021239,0.30080561637878417,11.200063323974609,0.039425556757027025,0.041219680480719986,blocking,,blocking,,,505,query_sentence,,
initial,donor,block:L15H25:query_sentence:self,noise,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,below_rule,0.0,0.0,0.0,11.200063323974609,0.0,0.0,control,,self_clamp,,,,,,
initial,donor,block:L15H25:query_sentence:self,restore,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,below_rule,0.0,0.0,0.0,11.200063323974609,0.0,0.0,control,,self_clamp,,,,,,
initial,donor,block:L15H25:query_sentence:source,noise,20,0.4726902484893799,0.4726902484893799,0.4097480773925781,0.19037628173828125,0.9779052734375,1.0,1.0,True,coherent,0.3749401843547821,0.580252240896225,0.233748722076416,11.200063323974609,0.042204247852558975,0.042204247852558975,blocking,,source,,,505,query_sentence,,
initial,donor,block:L15H25:query_sentence:source,restore,20,0.45131165981292726,0.476316237449646,0.39803385734558105,-0.1803436279296875,1.4231948852539062,0.9,0.95,True,coherent,0.2998262828588486,0.6162922954559327,0.30095858573913575,11.200063323974609,0.040295456084329405,0.04252799503642573,blocking,,source,,,505,query_sentence,,
initial,donor,block:L17H1:query_sentence,noise,20,5.480055856704712,5.480055856704712,5.4942779541015625,2.6300048828125,7.28863525390625,1.0,1.0,True,coherent,4.896843726634979,6.020011135339736,3.3972058296203613,11.200063323974609,0.4892879350935655,0.4892879350935655,blocking,,blocking,,,545,query_sentence,,
initial,donor,block:L17H1:query_sentence,restore,20,5.377878093719483,5.377878093719483,5.3475341796875,3.20501708984375,7.492353439331055,1.0,1.0,True,coherent,4.8047930526733404,5.955840027332304,3.5655344009399412,11.200063323974609,0.4801649721218732,0.4801649721218732,blocking,,blocking,,,545,query_sentence,,
initial,donor,block:L17H1:query_sentence:self,noise,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,below_rule,0.0,0.0,0.0,11.200063323974609,0.0,0.0,control,,self_clamp,,,,,,
initial,donor,block:L17H1:query_sentence:self,restore,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,below_rule,0.0,0.0,0.0,11.200063323974609,0.0,0.0,control,,self_clamp,,,,,,
initial,donor,block:L17H1:query_sentence:source,noise,20,6.217210197448731,6.217210197448731,5.994285583496094,3.42901611328125,9.062126159667969,1.0,1.0,True,coherent,5.562572336196899,6.855063424110412,3.4199398040771483,11.200063323974609,0.555104914821357,0.555104914821357,blocking,,source,,,545,query_sentence,,
initial,donor,block:L17H1:query_sentence:source,restore,20,6.025264549255371,6.025264549255371,5.9854583740234375,3.71099853515625,8.40966796875,1.0,1.0,True,coherent,5.418320536613464,6.641606130599975,3.6944019317626955,11.200063323974609,0.537967007414844,0.537967007414844,blocking,,source,,,545,query_sentence,,
initial,donor,block:L17H1:query_writer_union,noise,20,5.017246437072754,5.017246437072754,4.712368011474609,2.56317138671875,6.8335723876953125,1.0,1.0,True,coherent,4.469584221839905,5.526516542434691,3.4160282135009767,11.200063323974609,0.4479658991153154,0.4479658991153154,blocking,,blocking,,,545,query_writer_union,,
initial,donor,block:L17H1:query_writer_union,restore,20,4.8619993209838865,4.8619993209838865,4.939567565917969,2.845733642578125,6.89080810546875,1.0,1.0,True,coherent,4.383451111316681,5.343513145446778,3.4538013458251955,11.200063323974609,0.43410462783513,0.43410462783513,blocking,,blocking,,,545,query_writer_union,,
initial,donor,block:L17H1:query_writer_union:self,noise,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,below_rule,0.0,0.0,0.0,11.200063323974609,0.0,0.0,control,,self_clamp,,,,,,
initial,donor,block:L17H1:query_writer_union:self,restore,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,below_rule,0.0,0.0,0.0,11.200063323974609,0.0,0.0,control,,self_clamp,,,,,,
initial,donor,block:L17H1:query_writer_union:source,noise,20,5.697087287902832,5.697087287902832,5.357818603515625,3.3106689453125,8.617439270019531,1.0,1.0,True,coherent,5.0846329164505,6.310855112075806,3.3841800689697266,11.200063323974609,0.5086656318904709,0.5086656318904709,blocking,,source,,,545,query_writer_union,,
initial,donor,block:L17H1:query_writer_union:source,restore,20,5.456295585632324,5.456295585632324,5.323783874511719,3.31231689453125,7.790283203125,1.0,1.0,True,coherent,4.94442388534546,5.977122392654419,3.546335220336914,11.200063323974609,0.48716649431371495,0.48716649431371495,blocking,,source,,,545,query_writer_union,,
initial,donor,block:L17H3:colon,noise,20,-0.2598437309265137,0.2598437309265137,-0.24216461181640625,-0.5003204345703125,-0.082183837890625,1.0,0.9,True,coherent,-0.31349902391433715,-0.20763713836669923,0.28621158599853513,11.200063323974609,-0.023200201946206672,0.023200201946206672,blocking,,blocking,,,547,colon,,
initial,donor,block:L17H3:colon,restore,20,-0.3038646697998047,0.3038646697998047,-0.27825927734375,-0.68804931640625,-0.05224609375,1.0,0.85,True,coherent,-0.38644288063049315,-0.22651248931884774,0.34067459106445314,11.200063323974609,-0.027130620694738275,0.027130620694738275,blocking,,blocking,,,547,colon,,
initial,donor,block:L17H3:colon:self,noise,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,below_rule,0.0,0.0,0.0,11.200063323974609,0.0,0.0,control,,self_clamp,,,,,,
