id,direction,pairs,clean_candidate_preferred,recipient_candidate_accuracy,mean_margin,individual_logits_available
0259de511e26cdd14804,noise,178,0.3595505617977528,0.3595505617977528,-0.8486800930473242,178
0259de511e26cdd14804,restore,178,0.6853932584269663,0.3146067415730337,1.0766468476713373,178
04c45f1dd9dd86f0659c,noise,178,0.7191011235955056,0.7191011235955056,0.9711685609281733,178
04c45f1dd9dd86f0659c,restore,178,0.4044943820224719,0.5955056179775281,-0.6039143626609546,178
0530fc216644b6d345df,noise,178,1.0,1.0,6.290540721979034,178
0530fc216644b6d345df,restore,178,0.0056179775280898875,0.9943820224719101,-5.976603175816911,178
063ee72b36f310e782c2,noise,178,0.9887640449438202,0.9887640449438202,2.9562663496210333,178
063ee72b36f310e782c2,restore,178,0.028089887640449437,0.9719101123595506,-2.6260249052154885,178
102d4d895eefba3fc400,noise,178,0.5561797752808989,0.5561797752808989,0.3421301252386543,178
102d4d895eefba3fc400,restore,178,0.5112359550561798,0.4887640449438202,0.02927177943540423,178
10c30418fec83259a51c,noise,178,0.9101123595505618,0.9101123595505618,3.1799359428748657,178
10c30418fec83259a51c,restore,178,0.12359550561797752,0.8764044943820225,-2.963981264092949,178
16ffc4c1ce2cd2f66524,noise,178,1.0,1.0,4.421581761220867,178
16ffc4c1ce2cd2f66524,restore,178,0.011235955056179775,0.9887640449438202,-4.1309796022565175,178
17c32182cf9045b00f67,noise,178,0.9662921348314607,0.9662921348314607,3.9456092748749123,178
17c32182cf9045b00f67,restore,178,0.05056179775280899,0.949438202247191,-3.6336517789390648,178
1bb987e20db5b18cd860,noise,178,0.9831460674157303,0.9831460674157303,4.192572475819105,178
1bb987e20db5b18cd860,restore,178,0.016853932584269662,0.9831460674157303,-3.9334453732779857,178
269bd10623c6c6b4dca8,noise,178,1.0,1.0,5.679586105132371,178
269bd10623c6c6b4dca8,restore,178,0.0,1.0,-5.490872308109584,178
26a6c39d6c6f65e1017a,noise,178,0.9887640449438202,0.9887640449438202,3.7922278843568953,178
26a6c39d6c6f65e1017a,restore,178,0.03932584269662921,0.9606741573033708,-3.477228593290522,178
275208eb34e004bca5ab,noise,178,1.0,1.0,5.705700113532249,0
275208eb34e004bca5ab,restore,178,0.0,1.0,-5.4118042420805175,178
2c8e730a914408f0c601,noise,178,1.0,1.0,7.849473669287864,178
