id,direction,families,mean,mean_absolute,median,minimum,maximum,sign_fraction,above_tau_fraction,retained,classification,descriptive_ci_low,descriptive_ci_high,mean_absolute_order_difference
G2group:reference3:intact,restore,69,-0.0824883260588715,0.2083906954613285,-0.09742951393127441,-0.86785888671875,0.38232421875,0.6376811594202898,0.7536231884057971,True,heterogeneous,-0.13998089337694472,-0.02573674010193871,0.30558971045673755
G2group:reference3:weakened,noise,69,-0.09291409582331561,0.20764564949533212,-0.04095458984375,-0.71270751953125,0.4739990234375,0.5942028985507246,0.6521739130434783,True,heterogeneous,-0.1541998317276222,-0.03306471683840828,0.26439276639966
G2group:reference3:weakened,restore,69,-0.10809026248213174,0.20238576419111612,-0.097412109375,-0.87359619140625,0.2818603515625,0.6811594202898551,0.6666666666666666,True,heterogeneous,-0.1617611249287923,-0.05623020572938781,0.29068416097889777
G2group:reference4:change,noise,69,0.008655328681503517,0.040135768876559494,0.006011962890625,-0.227447509765625,0.274017333984375,0.5942028985507246,0.08695652173913043,False,below_rule,-0.00625635558280392,0.023801863193511956,0.06983682038127512
G2group:reference4:change,restore,69,0.005587861157845759,0.041338692540707794,0.0045166015625,-0.19931793212890625,0.17571449279785156,0.5942028985507246,0.11594202898550725,False,below_rule,-0.008590183569037397,0.019612999929898005,0.05339040618011917
G2group:reference4:intact,noise,69,-0.07363893674767535,0.21159187952677408,-0.09344482421875,-0.8611297607421875,0.8723831176757812,0.6811594202898551,0.6666666666666666,True,heterogeneous,-0.1387647031010061,-0.009143511972565693,0.35829534392425977
G2group:reference4:intact,restore,69,-0.0584340164626854,0.2178865101026452,-0.03125,-1.0223388671875,0.6826419830322266,0.5942028985507246,0.7101449275362319,True,heterogeneous,-0.12725207943847214,0.00815876083097592,0.2800906361013219
G2group:reference4:weakened,noise,69,-0.06498360806617184,0.19821919738382532,-0.065032958984375,-0.80908203125,1.1464004516601562,0.6521739130434783,0.5942028985507246,True,heterogeneous,-0.12895493943622147,0.0007145287334054605,0.32944777737493103
G2group:reference4:weakened,restore,69,-0.052846155304839645,0.20361574836399243,-0.037353515625,-0.8466243743896484,0.63787841796875,0.5797101449275363,0.6811594202898551,True,heterogeneous,-0.11627607017323591,0.010020480812459612,0.26135321630947833
G2group:residual23:change,noise,69,0.07767479143280914,0.15795403114263562,0.041759490966796875,-0.365447998046875,1.0076141357421875,0.5797101449275363,0.5942028985507246,True,heterogeneous,0.028547504112340406,0.13001517333846155,0.23855707956397015
G2group:residual23:change,restore,69,0.031454583872919495,0.13633164115574048,0.003459930419921875,-0.4580078125,0.529052734375,0.5507246376811594,0.4927536231884058,True,heterogeneous,-0.012078991834668146,0.07590103114860641,0.2667340264804121
G2group:residual23:intact,noise,69,0.12490068656810815,0.5987219395844833,0.129638671875,-1.3623046875,2.486328125,0.5652173913043478,0.8695652173913043,True,heterogeneous,-0.04521943486255148,0.3042642128640322,0.9669898351033529
G2group:residual23:intact,restore,69,0.1874925364618716,0.5837090533712636,0.19329833984375,-1.635986328125,2.0224609375,0.5652173913043478,0.8840579710144928,True,heterogeneous,0.02312258913897086,0.35695023882216287,0.9975459886633832
