head,variant,site,metric,mean,family_sd,family_min,family_max,families,events,positive_family_fraction
L6H12,corrupted,final,relevant_target_last,0.0012052922815200874,0.0004430462331120196,0.0005051754415035248,0.001981212117243558,20,40,1.0
L7H18,corrupted,earlier,self,0.014434172952843573,0.002457936294966765,0.010296329995946749,0.0197223245310663,20,2096,1.0
L7H18,corrupted,earlier,previous,0.0013896172616649012,0.00045528903411350835,0.000712063447242642,0.0028203712747897824,20,2096,1.0
L7H18,corrupted,earlier,distractor_target_mass,0.052603708476083574,0.009163507602431028,0.03657390925264773,0.07157582557918028,20,4413,1.0
L7H18,corrupted,earlier,distractor_target_first,0.017310137986280096,0.006303955064505048,0.005963643229546657,0.03065477775704843,20,4413,1.0
L7H18,corrupted,earlier,distractor_target_last,0.022044712059682427,0.003830856060153067,0.015678861526669995,0.030686822436266102,20,4413,1.0
L7H18,corrupted,earlier,distractor_source_mass,0.019726158937643075,0.007108580388402892,0.008457538372053932,0.03510049784283895,20,3633,1.0
L7H18,corrupted,earlier,distractor_source_first,0.009029151446168388,0.00535307087433401,0.003511008461680701,0.024756966215825498,20,3633,1.0
L7H18,corrupted,earlier,distractor_source_last,0.008007814546056173,0.002719542449776588,0.004541651860729493,0.014377198581661964,20,3633,1.0
L7H18,corrupted,earlier,relevant_target_mass,0.016414297791504974,0.006089432533335616,0.006951025832647858,0.031924401345956234,20,1193,1.0
L7H18,corrupted,earlier,relevant_target_first,0.004360881616815728,0.0024844196022840983,0.002365233187772257,0.01163594533674864,20,1193,1.0
L7H18,corrupted,earlier,relevant_target_last,0.007678435677271188,0.002482159054371004,0.0025120507830487097,0.012429795471705111,20,1193,1.0
L7H18,corrupted,earlier,relevant_source_mass,0.04930059849982391,0.01024846515047906,0.030178644654926222,0.0728742091319532,20,947,1.0
L7H18,corrupted,earlier,relevant_source_first,0.027771602415963915,0.005230436442870153,0.017713553615093264,0.0368365032843584,20,947,1.0
L7H18,corrupted,earlier,relevant_source_last,0.01827530389164949,0.005067199358995309,0.008386168633094208,0.027929369256187376,20,947,1.0
L7H18,corrupted,final,self,0.008858256158418953,0.000945020123461937,0.00740137486718595,0.010765522252768278,20,40,1.0
L7H18,corrupted,final,previous,0.0024364549026358873,0.0004375330807982033,0.0016922715585678816,0.003148161107674241,20,40,1.0
L7H18,corrupted,final,distractor_source_mass,0.007822112386929803,0.0023303954982766186,0.004451230071329822,0.012073942925781012,20,120,1.0
L7H18,corrupted,final,distractor_source_first,0.0033788872979736576,0.0012183294210666427,0.0019845922846191875,0.005574101717987408,20,120,1.0
L7H18,corrupted,final,distractor_source_last,0.0034607349419578286,0.0012207821761653637,0.002020018243153269,0.006047409377060831,20,120,1.0
L7H18,corrupted,final,distractor_target_mass,0.01235310119421532,0.003479731807626265,0.0074303884369631605,0.021994939850022394,20,120,1.0
L7H18,corrupted,final,distractor_target_first,0.004918385413960399,0.0015796081470553839,0.0031438186027420065,0.009667662243979672,20,120,1.0
L7H18,corrupted,final,distractor_target_last,0.004825813737988937,0.0012520673452669434,0.0031228087997684875,0.007424105385628839,20,120,1.0
L7H18,corrupted,final,relevant_source_mass,0.0072840655338950455,0.00275434578856033,0.003137551713734865,0.012821270152926445,20,40,1.0
L7H18,corrupted,final,relevant_source_first,0.004107147801551037,0.002172505226299488,0.0007626087171956897,0.00972810573875904,20,40,1.0
L7H18,corrupted,final,relevant_source_last,0.0029880940332077444,0.0012823400482785056,0.0012619358021765947,0.006273692706599832,20,40,1.0
L7H18,corrupted,final,relevant_target_mass,0.017395290022250265,0.004932703308705351,0.010486677754670382,0.030713899992406368,20,40,1.0
L7H18,corrupted,final,relevant_target_first,0.0076503157150000336,0.0032695332377337626,0.004292099387384951,0.01925375498831272,20,40,1.0
L7H18,corrupted,final,relevant_target_last,0.006151057913666591,0.002025538319522308,0.0036023971624672413,0.010466577485203743,20,40,1.0
L8H15,corrupted,earlier,self,0.09044482884203822,0.005329421440431667,0.08011229653601293,0.09878171446188441,20,2096,1.0
L8H15,corrupted,earlier,previous,0.2843272283430276,0.012736758926242785,0.26625739227769507,0.3060907032679428,20,2096,1.0
L8H15,corrupted,earlier,distractor_target_mass,0.06887833409157286,0.003301675679496653,0.06314076459131213,0.0767737614165254,20,4413,1.0
L8H15,corrupted,earlier,distractor_target_first,0.014454228389520887,0.0033544961917789614,0.00873381362878056,0.020880663993147062,20,4413,1.0
L8H15,corrupted,earlier,distractor_target_last,0.03470993063828538,0.0029523402943765326,0.030937179757024244,0.04288476153078375,20,4413,1.0
L8H15,corrupted,earlier,distractor_source_mass,0.04259803644004886,0.0044180175412218735,0.0365103444149678,0.051966966122445474,20,3633,1.0
L8H15,corrupted,earlier,distractor_source_first,0.01531687988076714,0.003908540856751607,0.008263706059881007,0.020343634320985137,20,3633,1.0
L8H15,corrupted,earlier,distractor_source_last,0.018505282404784145,0.0019075390354356791,0.016067735966033548,0.022817052576147804,20,3633,1.0
L8H15,corrupted,earlier,relevant_target_mass,0.09001135446904521,0.0076214520165446544,0.07402903233466124,0.10196228122303932,20,1193,1.0
L8H15,corrupted,earlier,relevant_target_first,0.017815529791552216,0.0036020347716718385,0.011301601365818802,0.02516526915084493,20,1193,1.0
L8H15,corrupted,earlier,relevant_target_last,0.04019177284523832,0.004036535679070469,0.03308641131220387,0.04738105025159203,20,1193,1.0
L8H15,corrupted,earlier,relevant_source_mass,0.037356420566135015,0.004093190654450016,0.028626814586236924,0.04729850741219707,20,947,1.0
L8H15,corrupted,earlier,relevant_source_first,0.016913445946519737,0.0037399334399890577,0.008915270045842286,0.023437424805799346,20,947,1.0
L8H15,corrupted,earlier,relevant_source_last,0.01806834979724086,0.0027919088050020204,0.013094753786334673,0.024150898366275687,20,947,1.0
L8H15,corrupted,final,self,0.051463368628174064,0.0026513122046407157,0.04735623113811016,0.05683604255318642,20,40,1.0
L8H15,corrupted,final,previous,0.2004841960966587,0.012364814300401806,0.18254194408655167,0.22207783162593842,20,40,1.0
L8H15,corrupted,final,distractor_source_mass,0.0017920965509498881,0.0004439180386772265,0.0012209964479552582,0.0028902377428797386,20,120,1.0
L8H15,corrupted,final,distractor_source_first,0.0005144848301521658,6.599111436188959e-05,0.0004044083470944315,0.0006293587017959604,20,120,1.0
L8H15,corrupted,final,distractor_source_last,0.0009154755104949194,0.00016822962325612566,0.000594101815901619,0.0012183500172492738,20,120,1.0
L8H15,corrupted,final,distractor_target_mass,0.0024539536869269797,0.0003791013630562399,0.0019154653273290023,0.003461219913636645,20,120,1.0
L8H15,corrupted,final,distractor_target_first,0.0008575303401206231,0.00014323784107426806,0.0005379577802765804,0.001140549987515745,20,120,1.0
L8H15,corrupted,final,distractor_target_last,0.001027135535089959,0.0002911738219544592,0.0005280644678956984,0.001560540704910333,20,120,1.0
L8H15,corrupted,final,relevant_source_mass,0.0031014914617117028,0.00030001234086836457,0.002566253882832825,0.0036924393934896216,20,40,1.0
L8H15,corrupted,final,relevant_source_first,0.0010331868175853741,0.0003416498663076055,0.0005536581738851964,0.001811764668673277,20,40,1.0
L8H15,corrupted,final,relevant_source_last,0.001953582042006019,0.00035930259925248995,0.001251609435712453,0.0025519876944599673,20,40,1.0
L8H15,corrupted,final,relevant_target_mass,0.0028567976201884448,0.0006202085483590562,0.0017276019207201898,0.004025056958198547,20,40,1.0
L8H15,corrupted,final,relevant_target_first,0.00045592788264912085,0.00014483757482526617,0.00024731714802328497,0.0006840316636953503,20,40,1.0
L8H15,corrupted,final,relevant_target_last,0.0016297007321554701,0.0003991459222690945,0.0010616526051308028,0.002366783272009343,20,40,1.0
L9H16,corrupted,earlier,self,0.028510593584102822,0.00363959423729362,0.02020938248668764,0.03374527940576189,20,2096,1.0
L9H16,corrupted,earlier,previous,0.0019002942995868933,0.0005253119191703272,0.000858221822069739,0.0027571452823556826,20,2096,1.0
L9H16,corrupted,earlier,distractor_target_mass,0.03882952586532652,0.006371784914360373,0.02793515000785251,0.0537164257500871,20,4413,1.0
L9H16,corrupted,earlier,distractor_target_first,0.009142038362275878,0.006907626896102355,0.0005979732437245418,0.02207186422151142,20,4413,1.0
L9H16,corrupted,earlier,distractor_target_last,0.014690302621683984,0.00252305320682289,0.010730114983555715,0.019444004429233743,20,4413,1.0
L9H16,corrupted,earlier,distractor_source_mass,0.00273946437756933,0.0023652451044959256,0.0006534466842926524,0.011039713952910377,20,3633,1.0
L9H16,corrupted,earlier,distractor_source_first,0.0012532428917702196,0.002135128911180721,7.856000917116492e-05,0.009214247187302509,20,3633,1.0
L9H16,corrupted,earlier,distractor_source_last,0.0013765816188136852,0.0008144963491851651,0.00045460195624173787,0.003553460829865938,20,3633,1.0
L9H16,corrupted,earlier,relevant_target_mass,0.0015890031850447663,0.0009477432799253429,0.000659651213146617,0.004612461148783182,20,1193,1.0
L9H16,corrupted,earlier,relevant_target_first,0.00014213476542392173,0.00023473226199662806,1.8074693035630908e-05,0.0010919672905126973,20,1193,1.0
L9H16,corrupted,earlier,relevant_target_last,0.001189541958579253,0.0006849709448730009,0.00040444973777293094,0.0032244091565777995,20,1193,1.0
L9H16,corrupted,earlier,relevant_source_mass,0.025740276258578176,0.007325129364674091,0.012189102621395092,0.03863860364017684,20,947,1.0
L9H16,corrupted,earlier,relevant_source_first,0.009777591930685609,0.005140463875877385,0.003850256235459574,0.022075438323411193,20,947,1.0
L9H16,corrupted,earlier,relevant_source_last,0.014939756467002916,0.005554867737086686,0.006672629644403832,0.0286930208960994,20,947,1.0
L9H16,corrupted,final,self,0.003923094581114128,0.0005119766432630413,0.0030163598712533712,0.005058891139924526,20,40,1.0
L9H16,corrupted,final,previous,0.0004529450321570039,8.489159772346973e-05,0.00030896280077286065,0.0006620349595323205,20,40,1.0
L9H16,corrupted,final,distractor_source_mass,2.6493490649907393e-05,1.7884757800067685e-05,3.6606065331549567e-06,6.894718816852219e-05,20,120,1.0
L9H16,corrupted,final,distractor_source_first,1.5167830133577808e-05,1.1958079748968095e-05,1.176000886005113e-06,4.599668977789406e-05,20,120,1.0
L9H16,corrupted,final,distractor_source_last,9.255101483152118e-06,6.8518147369577176e-06,1.934688291645633e-06,2.8858608895158493e-05,20,120,1.0
L9H16,corrupted,final,distractor_target_mass,6.241876094274326e-05,2.9877615269888808e-05,2.3612719663409127e-05,0.0001441338196552048,20,120,1.0
L9H16,corrupted,final,distractor_target_first,4.38824053181482e-05,2.648641800677064e-05,1.3365964643223075e-05,0.00012767460248142015,20,120,1.0
L9H16,corrupted,final,distractor_target_last,1.2111052075406785e-05,6.132824994240074e-06,2.4726703126513407e-06,2.933359604639918e-05,20,120,1.0
L9H16,corrupted,final,relevant_source_mass,0.0001424098474672064,0.00013205753281633992,1.8432587467032135e-05,0.0004709330460173078,20,40,1.0
L9H16,corrupted,final,relevant_source_first,8.080613504688472e-05,0.00011059371514864118,6.58036310596799e-06,0.00042495869638514705,20,40,1.0
L9H16,corrupted,final,relevant_source_last,6.0694849169351527e-05,6.157469978713952e-05,7.838681625571553e-06,0.00021968290138829616,20,40,1.0
L9H16,corrupted,final,relevant_target_mass,3.6862056208519786e-05,2.5653500341791622e-05,3.7814287452420103e-06,9.285338728659553e-05,20,40,1.0
L9H16,corrupted,final,relevant_target_first,3.227963512131282e-05,2.5177056997737266e-05,3.202936568413861e-06,9.027257419802481e-05,20,40,1.0
L9H16,corrupted,final,relevant_target_last,2.92112348496687e-06,2.7691816806514506e-06,3.476104311062045e-07,1.0421504612168064e-05,20,40,1.0
L9H23,corrupted,earlier,self,0.0005364600062539274,0.00019643522073182172,0.00021478754941948436,0.0009765354718679605,20,2096,1.0
L9H23,corrupted,earlier,previous,0.00040349493053129287,0.0001223217962529035,0.00024487865131923885,0.0007471355784714846,20,2096,1.0
L9H23,corrupted,earlier,distractor_target_mass,0.0009905101030165966,0.0003552005546646918,0.0004797746408224123,0.0019287920821907706,20,4413,1.0
L9H23,corrupted,earlier,distractor_target_first,0.00033795190591321393,7.890970993113796e-05,0.00018590983250356253,0.0005264869065160446,20,4413,1.0
L9H23,corrupted,earlier,distractor_target_last,0.0003981776347153994,0.00014232769891692947,0.00021225728744676142,0.0007530928984312501,20,4413,1.0
L9H23,corrupted,earlier,distractor_source_mass,0.0009011084386009409,0.00041680238649911,0.00032993405951336693,0.0019379435648261278,20,3633,1.0
L9H23,corrupted,earlier,distractor_source_first,0.0002448075606104902,0.00011680379507744184,0.00010734950213580825,0.0006361165712481428,20,3633,1.0
L9H23,corrupted,earlier,distractor_source_last,0.00047682186876131966,0.00018041258614992237,0.00022258455606268918,0.0010329300289413368,20,3633,1.0
L9H23,corrupted,earlier,relevant_target_mass,0.000994164411990398,0.0003669144191323664,0.0004934974834516955,0.002191230473302615,20,1193,1.0
L9H23,corrupted,earlier,relevant_target_first,0.0003285828298629215,0.00010829094956032232,0.00013135089699190168,0.0005223403847490086,20,1193,1.0
L9H23,corrupted,earlier,relevant_target_last,0.0003917985142051192,0.00018375127788025178,0.0001800696628427096,0.0010315840923188564,20,1193,1.0
L9H23,corrupted,earlier,relevant_source_mass,0.0005565447621091021,0.0002782522488168331,0.00023813057930016404,0.0015300872107036412,20,947,1.0
L9H23,corrupted,earlier,relevant_source_first,0.00017080874808900328,6.061085583855628e-05,8.613326925747653e-05,0.000269098982680589,20,947,1.0
L9H23,corrupted,earlier,relevant_source_last,0.00034322751614643466,0.00014531862153259012,0.0001519973094495388,0.0007002118928357959,20,947,1.0
L9H23,corrupted,final,self,0.00014361841676873154,5.4437031575132876e-05,8.835528205963783e-05,0.0003030832303920761,20,40,1.0
L9H23,corrupted,final,previous,5.222186409810092e-05,1.563636730003826e-05,3.3097741834353656e-05,0.00010135774573427625,20,40,1.0
L9H23,corrupted,final,distractor_source_mass,0.0004676784291101891,0.0002827205315694178,0.00013448525229856992,0.0012820789124816656,20,120,1.0
L9H23,corrupted,final,distractor_source_first,0.00011008158439835824,8.067445182268371e-05,3.878466062208948e-05,0.0004085864469137353,20,120,1.0
L9H23,corrupted,final,distractor_source_last,0.0002589825880628875,0.00013595232586022176,9.570058985749104e-05,0.000712256136466749,20,120,1.0
L9H23,corrupted,final,distractor_target_mass,0.0005012295904937976,0.00024175784266926238,0.0002418959848000668,0.0012465865099026512,20,120,1.0
L9H23,corrupted,final,distractor_target_first,0.0001767145598932984,5.913918540604916e-05,9.83555983111728e-05,0.0003411329477482165,20,120,1.0
L9H23,corrupted,final,distractor_target_last,0.00020372805814380018,0.00010238546353765424,7.95366104284767e-05,0.000486797764703321,20,120,1.0
L9H23,corrupted,final,relevant_source_mass,0.0002649066011144896,0.00019019181397577348,9.919584772433154e-05,0.0009540370374452323,20,40,1.0
L9H23,corrupted,final,relevant_source_first,6.627673060393136e-05,3.110732115425763e-05,2.6531191906542517e-05,0.0001439738116459921,20,40,1.0
L9H23,corrupted,final,relevant_source_last,0.0001744893702380068,0.00010348054200403424,5.5210366554092616e-05,0.00043609715066850185,20,40,1.0
L9H23,corrupted,final,relevant_target_mass,0.0004906343441689387,0.00023614182883467018,0.0001822857593651861,0.0012093354598619044,20,40,1.0
L9H23,corrupted,final,relevant_target_first,0.00017173247779282973,7.831128670153724e-05,4.90306229039561e-05,0.0003355842345627025,20,40,1.0
L9H23,corrupted,final,relevant_target_last,0.00019797338518401375,0.00012243644807360642,7.07570397935342e-05,0.0006160072225611657,20,40,1.0
L11H3,corrupted,earlier,self,0.02946459154072465,0.002339077569576687,0.025548486217097512,0.03420665467300833,20,2096,1.0
L11H3,corrupted,earlier,previous,0.0355575506522932,0.004253738463632343,0.029129093797513085,0.043534422193553315,20,2096,1.0
L11H3,corrupted,earlier,distractor_target_mass,0.039286268947013134,0.004912693994320895,0.03002387693440714,0.04666530688086318,20,4413,1.0
L11H3,corrupted,earlier,distractor_target_first,0.013052409018351054,0.002753749229527706,0.007511863476132137,0.017486122225108015,20,4413,1.0
L11H3,corrupted,earlier,distractor_target_last,0.012886651054047862,0.002594886955078624,0.009598662158236106,0.01903324667283515,20,4413,1.0
L11H3,corrupted,earlier,distractor_source_mass,0.039403758218009795,0.007480163040308635,0.030916280016038838,0.0558557153767042,20,3633,1.0
L11H3,corrupted,earlier,distractor_source_first,0.015800508068481968,0.003512454474257211,0.010456031836210312,0.021804912616435843,20,3633,1.0
L11H3,corrupted,earlier,distractor_source_last,0.01823258032791684,0.003892159967111493,0.011781385859076897,0.025524317175593975,20,3633,1.0
L11H3,corrupted,earlier,relevant_target_mass,0.05353047748568005,0.011141863186425299,0.03359175606441321,0.07487259140832285,20,1193,1.0
L11H3,corrupted,earlier,relevant_target_first,0.01885376383945187,0.008270353961848689,0.008463796020350856,0.03791913580296411,20,1193,1.0
L11H3,corrupted,earlier,relevant_target_last,0.01868914030947811,0.008210092750988912,0.0074552849070287424,0.0367375183814147,20,1193,1.0
L11H3,corrupted,earlier,relevant_source_mass,0.05302185966651932,0.0083006420328483,0.038584513544599165,0.07297805954294745,20,947,1.0
L11H3,corrupted,earlier,relevant_source_first,0.01666396382230744,0.004686222274005702,0.009321410094344174,0.024049052488731428,20,947,1.0
L11H3,corrupted,earlier,relevant_source_last,0.03517945400929186,0.008135543927242282,0.023281948850490154,0.05122443200040531,20,947,1.0
L11H3,corrupted,final,self,0.0025796390284085645,0.0005898497875836405,0.0015179157489910722,0.003962854971177876,20,40,1.0
L11H3,corrupted,final,previous,6.0466438662842846e-05,1.229601463109071e-05,3.706028655869886e-05,8.835486369207501e-05,20,40,1.0
L11H3,corrupted,final,distractor_source_mass,0.02875608581816777,0.00830611467111927,0.013238847566147646,0.04111490243424972,20,120,1.0
L11H3,corrupted,final,distractor_source_first,0.009990824987956632,0.002932651898056034,0.0053024768906955915,0.016467145488907892,20,120,1.0
L11H3,corrupted,final,distractor_source_last,0.016857582683830214,0.007463591427440825,0.006802680824572842,0.03195841946095849,20,120,1.0
L11H3,corrupted,final,distractor_target_mass,0.01937657558786062,0.004307850507334306,0.012619675214712819,0.028286735992878675,20,120,1.0
L11H3,corrupted,final,distractor_target_first,0.011502701100350048,0.0032139534506389475,0.0064553779472286505,0.018413639705007274,20,120,1.0
L11H3,corrupted,final,distractor_target_last,0.0032087872350530233,0.000916307628180252,0.0020603656351643926,0.004692431209453692,20,120,1.0
L11H3,corrupted,final,relevant_source_mass,0.08047343222424388,0.02802429927256079,0.03872189298272133,0.146400585770607,20,40,1.0
L11H3,corrupted,final,relevant_source_first,0.01792971128015779,0.008386627774535868,0.008557100431062281,0.035649062134325504,20,40,1.0
L11H3,corrupted,final,relevant_source_last,0.06171669606119394,0.026185993918299566,0.025288223288953304,0.13368122279644012,20,40,1.0
L11H3,corrupted,final,relevant_target_mass,0.030303150112740696,0.010930748400223447,0.019036422483623028,0.06468082591891289,20,40,1.0
L11H3,corrupted,final,relevant_target_first,0.017188050010008737,0.010449277924662367,0.006624449044466019,0.05218052677810192,20,40,1.0
L11H3,corrupted,final,relevant_target_last,0.005867456598207354,0.0034553825521112256,0.0012597404420375824,0.016585509292781353,20,40,1.0
L11H15,corrupted,earlier,self,0.38374394148401536,0.014483693475013222,0.3628809704392586,0.4157675587955643,20,2096,1.0
L11H15,corrupted,earlier,previous,0.028633300404319367,0.001286689070498191,0.026330687500236448,0.031385160705857826,20,2096,1.0
L11H15,corrupted,earlier,distractor_target_mass,0.012492954864133227,0.0016887946880234995,0.00971500449949269,0.01722159555631428,20,4413,1.0
L11H15,corrupted,earlier,distractor_target_first,0.0040687873239735935,0.0007096445289634165,0.002606838355944113,0.0052371741306236905,20,4413,1.0
L11H15,corrupted,earlier,distractor_target_last,0.006501051116221608,0.0012073350007416129,0.004971766347924531,0.009522437580570382,20,4413,1.0
L11H15,corrupted,earlier,distractor_source_mass,0.015504911992298854,0.0016629455585012076,0.012465028778857837,0.01911489088061816,20,3633,1.0
L11H15,corrupted,earlier,distractor_source_first,0.0022174872166825293,0.0004285601801299658,0.0015678758287587821,0.0031790373599702632,20,3633,1.0
L11H15,corrupted,earlier,distractor_source_last,0.012400126344818862,0.001612971382897325,0.009109834928741142,0.016689308550997917,20,3633,1.0
L11H15,corrupted,earlier,relevant_target_mass,0.010518647606198719,0.00271771033469405,0.006755347410944523,0.016405240390572305,20,1193,1.0
L11H15,corrupted,earlier,relevant_target_first,0.0028713186601922163,0.0009801347977237156,0.0015615891629989307,0.004985875413311939,20,1193,1.0
L11H15,corrupted,earlier,relevant_target_last,0.005971594032188675,0.0020662406743942137,0.003165970216059577,0.010631140346183694,20,1193,1.0
L11H15,corrupted,earlier,relevant_source_mass,0.026903198394863798,0.004644999939065487,0.01806254091048765,0.033486808360321446,20,947,1.0
L11H15,corrupted,earlier,relevant_source_first,0.0025834430734303277,0.0009488033277283651,0.0015813630490447395,0.005582065064269652,20,947,1.0
L11H15,corrupted,earlier,relevant_source_last,0.023910506781330026,0.004172722644016897,0.01622156218028344,0.030577521344233166,20,947,1.0
L11H15,corrupted,final,self,0.7890568614006043,0.017149281907227244,0.7367076277732849,0.8238925635814667,20,40,1.0
L11H15,corrupted,final,previous,0.02419534563086927,0.002583259061415933,0.019874275662004948,0.029431642033159733,20,40,1.0
L11H15,corrupted,final,distractor_source_mass,0.0007335280707896648,0.00013478829589948693,0.00042645011853892356,0.0010290028779612233,20,120,1.0
L11H15,corrupted,final,distractor_source_first,0.000251789372729642,8.158900164147613e-05,0.00016929083903960418,0.0004438855782306443,20,120,1.0
L11H15,corrupted,final,distractor_source_last,0.00036625855909733213,0.00010767209412160891,0.00023817168524450003,0.0006668840869679116,20,120,1.0
L11H15,corrupted,final,distractor_target_mass,0.0009039436971458297,0.00018298872581287877,0.0004999433052338039,0.0013011649328594406,20,120,1.0
L11H15,corrupted,final,distractor_target_first,0.0004922964345799605,0.00011729371443340258,0.00025061069876149605,0.0007381462928606197,20,120,1.0
L11H15,corrupted,final,distractor_target_last,0.00019172534022497226,4.097055157042416e-05,0.00010306108075989566,0.0002747204295398357,20,120,1.0
L11H15,corrupted,final,relevant_source_mass,0.0011776819708757102,0.0002570566026267533,0.0007542845269199461,0.0016650799079798162,20,40,1.0
L11H15,corrupted,final,relevant_source_first,0.00028369880237733014,7.583286345524195e-05,0.00016153149044839665,0.00042310977005399764,20,40,1.0
L11H15,corrupted,final,relevant_source_last,0.0008556368244171608,0.0002286115586204598,0.0005232214753050357,0.0014042755356058478,20,40,1.0
L11H15,corrupted,final,relevant_target_mass,0.000937502757733455,0.0003078692916923277,0.0004975423944415525,0.0015809983015060425,20,40,1.0
L11H15,corrupted,final,relevant_target_first,0.00042560847250570075,0.00014458865712839737,0.00020531181871774606,0.0006953699339646846,20,40,1.0
L11H15,corrupted,final,relevant_target_last,0.00022630800613114842,0.00010891168914259783,7.609116710227681e-05,0.000509010991663672,20,40,1.0
L12H2,corrupted,earlier,self,0.004895546084614365,0.0007151032863815811,0.0032700602462094087,0.006029146632889544,20,2096,1.0
L12H2,corrupted,earlier,previous,0.004851011616836598,0.0006616592432809584,0.0037214696350483275,0.006482456567336724,20,2096,1.0
L12H2,corrupted,earlier,distractor_target_mass,0.023922245591467772,0.0032441831450596924,0.017473649480203565,0.02943548407673571,20,4413,1.0
L12H2,corrupted,earlier,distractor_target_first,0.012578031967507161,0.0025583053869296405,0.007605882547438712,0.017980181723158177,20,4413,1.0
L12H2,corrupted,earlier,distractor_target_last,0.005004560755072237,0.0011790607860793867,0.003487090666275045,0.00833824812956731,20,4413,1.0
L12H2,corrupted,earlier,distractor_source_mass,0.023607993490339912,0.004776816534686416,0.015765019041282358,0.033152163800418605,20,3633,1.0
L12H2,corrupted,earlier,distractor_source_first,0.012397947773466898,0.003144046154530285,0.007706103066863891,0.021137934654627502,20,3633,1.0
L12H2,corrupted,earlier,distractor_source_last,0.008623398312350577,0.0015609793312843846,0.006127059269612106,0.012009933686757986,20,3633,1.0
L12H2,corrupted,earlier,relevant_target_mass,0.021710582159548415,0.0057652062917930395,0.014757966358835499,0.039007065342016645,20,1193,1.0
L12H2,corrupted,earlier,relevant_target_first,0.009696163958844045,0.002560961111168784,0.006982890152149131,0.015549605494697971,20,1193,1.0
L12H2,corrupted,earlier,relevant_target_last,0.004944229037425832,0.0016342212362052695,0.0026199032370764685,0.009262574917005115,20,1193,1.0
L12H2,corrupted,earlier,relevant_source_mass,0.02032474347726912,0.005084223093176683,0.011528788539432386,0.0280563058047038,20,947,1.0
L12H2,corrupted,earlier,relevant_source_first,0.01043139892162064,0.003433007442906275,0.004723660950672793,0.019660464917399863,20,947,1.0
L12H2,corrupted,earlier,relevant_source_last,0.009135971705931554,0.0025500733926281894,0.005355206610128083,0.014679771725074103,20,947,1.0
L12H2,corrupted,final,self,0.0045481289504095915,0.0013943690409888886,0.002815692685544491,0.008522032061591744,20,40,1.0
L12H2,corrupted,final,previous,0.0018766207387670875,0.0003759446975788955,0.0011803133529610932,0.0028271438786759973,20,40,1.0
L12H2,corrupted,final,distractor_source_mass,0.01084388569870498,0.0024873466916417626,0.005339622381143272,0.014977388627206286,20,120,1.0
L12H2,corrupted,final,distractor_source_first,0.00598049161490053,0.0015340173971895967,0.003212373461186265,0.008879051504967114,20,120,1.0
L12H2,corrupted,final,distractor_source_last,0.003989766651041767,0.001139824259136933,0.0017661171004874632,0.005707098656178762,20,120,1.0
L12H2,corrupted,final,distractor_target_mass,0.011798916834716995,0.0027797375009007094,0.008554923813790083,0.01844381921303769,20,120,1.0
L12H2,corrupted,final,distractor_target_first,0.00805466614935237,0.00239698528869661,0.005165223071041207,0.01508158422075212,20,120,1.0
L12H2,corrupted,final,distractor_target_last,0.0016969406024145424,0.0005190584952974061,0.0008903405590293308,0.003172211581841111,20,120,1.0
L12H2,corrupted,final,relevant_source_mass,0.024825893365778028,0.01157765908364143,0.014229447115212679,0.06674867495894432,20,40,1.0
L12H2,corrupted,final,relevant_source_first,0.012854982109274715,0.00674875889545224,0.005571973044425249,0.03316561784595251,20,40,1.0
L12H2,corrupted,final,relevant_source_last,0.011195550905540586,0.00586328141719534,0.006636806996539235,0.033583058044314384,20,40,1.0
L12H2,corrupted,final,relevant_target_mass,0.011072265624534339,0.004642636496038715,0.0036505842581391335,0.0251071834936738,20,40,1.0
L12H2,corrupted,final,relevant_target_first,0.0064420891721965745,0.0025640055006485116,0.0018564605270512402,0.013767348369583488,20,40,1.0
L12H2,corrupted,final,relevant_target_last,0.0017980022603296675,0.0010638969198006006,0.0007360362506005913,0.005356932291761041,20,40,1.0
L13H1,corrupted,earlier,self,0.006315726524474863,0.0009274485661772647,0.0050842481597221266,0.00887656082725372,20,2096,1.0
L13H1,corrupted,earlier,previous,0.007495627469876691,0.0015805021487594812,0.005101491816906043,0.011470221797111971,20,2096,1.0
L13H1,corrupted,earlier,distractor_target_mass,0.018872549833165844,0.005268062995177741,0.007990725955570566,0.030037416692505495,20,4413,1.0
L13H1,corrupted,earlier,distractor_target_first,0.0032016765542567916,0.00179340888133713,0.0012040491635476403,0.0068761909600187545,20,4413,1.0
L13H1,corrupted,earlier,distractor_target_last,0.009239128450904965,0.003967283085825869,0.005213079514565574,0.021323594108589868,20,4413,1.0
L13H1,corrupted,earlier,distractor_source_mass,0.015690549035122896,0.005392130139042808,0.009622018721630512,0.028172941169877713,20,3633,1.0
L13H1,corrupted,earlier,distractor_source_first,0.004966537813941937,0.0038787495467107187,0.0011733455605056021,0.019057453978045185,20,3633,1.0
L13H1,corrupted,earlier,distractor_source_last,0.007534414531244542,0.0022847601914128485,0.0031937001784576244,0.01129593288874531,20,3633,1.0
L13H1,corrupted,earlier,relevant_target_mass,0.018800006095492913,0.008022984628231061,0.00848790394320531,0.03808784310812833,20,1193,1.0
L13H1,corrupted,earlier,relevant_target_first,0.003139892552191645,0.0026329268438562304,0.0006775961834345715,0.00895502680411436,20,1193,1.0
