head,family,order,base_margin,query_change_margin,source_query_preference_shift,source_reorder_change,source_corruption_change,target_query_preference_shift,target_reorder_change,target_corruption_change
L2H1,56,0,6.0057220458984375,4.2870378494262695,-1.1129304766654968e-06,2.0541716367006302e-05,-7.899082265794277e-05,3.317836672067642e-07,4.982110112905502e-05,0.0004694350063800812
L2H1,56,1,7.347482919692993,5.46565842628479,8.099968545138836e-05,-0.0007288018241524696,-9.541329927742481e-05,-4.631653428077698e-05,0.0021913936361670494,0.0008263816125690937
L2H1,64,0,5.855940103530884,1.9371116161346436,-0.001368533936329186,0.0005250998074188828,3.928819205611944e-05,0.0009599071927368641,-0.00220383214764297,-0.00030690664425492287
L2H1,64,1,2.0614051818847656,8.76237690448761,-0.0006399271078407764,-0.001397180138155818,-4.285108298063278e-05,-0.001274879090487957,-0.0012403348227962852,-0.0001518635544925928
L2H1,82,0,5.464267611503601,0.4103584289550781,-0.0007724558818154037,8.208851795643568e-06,-1.474341843277216e-06,0.0006410384085029364,0.001583318691700697,0.0016900459304451942
L2H1,82,1,0.7729959487915039,8.16834032535553,-0.001191172981634736,-0.0007605911232531071,1.028191763907671e-05,-0.0014103460125625134,0.001331632025539875,0.0015178248286247253
L2H1,96,0,8.619663715362549,4.201663374900818,-0.0003167729591950774,1.0887742973864079e-05,-1.8360093235969543e-05,0.00015963241457939148,-2.4794135242700577e-06,-0.0004188599996268749
L2H1,96,1,5.8683531284332275,5.9466001987457275,-0.0002809092402458191,-0.0001323919277638197,-1.222384162247181e-05,-0.0006246753036975861,0.0005164493340998888,-0.0011298215249553323
L2H1,98,0,4.691381096839905,6.007624268531799,-2.703676000237465e-05,0.0031156165059655905,-0.00010936148464679718,-2.2112857550382614e-05,-0.000132629182189703,0.00015838537365198135
L2H1,98,1,6.054630756378174,8.464698791503906,-0.00017908355221152306,-0.0004440397024154663,-0.00015972554683685303,0.00010819267481565475,-0.00010105874389410019,0.0012184162624180317
L2H1,102,0,8.84278678894043,1.4450945854187012,-1.730397343635559e-05,0.00013003312051296234,4.080589860677719e-05,-0.0002609230577945709,-0.002432670909911394,-0.0023147379979491234
L2H1,102,1,4.0489277839660645,8.330622911453247,-0.00019898125901818275,0.00023291399702429771,-2.1647661924362183e-05,5.958555266261101e-05,9.95611771941185e-05,-0.0011102559510618448
L2H1,116,0,8.489528894424438,3.450946569442749,3.594870213419199e-05,-0.00026316673029214144,1.7196987755596638e-05,-9.900867007672787e-05,-0.0013691160129383206,0.004707693820819259
L2H1,116,1,3.3671345710754395,7.863253831863403,9.066006168723106e-05,0.0001826002262532711,4.2168889194726944e-05,-0.00010218028910458088,4.6357978135347366e-05,0.0031285795848816633
L2H1,130,0,6.983928680419922,1.7240610122680664,-0.00025679043028503656,-0.00018991518300026655,-3.772985655814409e-05,0.000273300101980567,-0.0016639907844364643,-0.004146062768995762
L2H1,130,1,4.094547152519226,6.008379817008972,-0.00016938941553235054,-0.0012123644119128585,-2.623116597533226e-05,-0.00012394320219755173,0.003283025696873665,-0.00163275096565485
L2H1,150,0,6.5843751430511475,-0.81303870677948,6.982090417295694e-05,-0.00015022419393062592,3.045564517378807e-05,0.00013710837811231613,-0.0025988926645368338,0.0004159584641456604
