head,flat_id,attribution_pairs,exact_pairs,exact_families,old_extension,selection_reasons
L18H19,595,178,178,89,True,"[{""scope"": ""query_fact"", ""position"": ""all_test"", ""anchor"": ""first"", ""metric"": ""words_gap"", ""rank"": 10, ""score"": 0.008927089717837013, ""events"": 132, ""families"": 53}]"
L19H16,624,178,178,89,True,"[{""scope"": ""query_fact"", ""position"": ""all_test"", ""anchor"": ""first"", ""metric"": ""names_gap"", ""rank"": 8, ""score"": 0.00384809974506731, ""events"": 129, ""families"": 62}, {""scope"": ""query_fact"", ""position"": ""all_test"", ""anchor"": ""last"", ""metric"": ""target"", ""rank"": 6, ""score"": 0.02456321453813602, ""events"": 138, ""families"": 63}, {""scope"": ""query_fact"", ""position"": ""all_test"", ""anchor"": ""last"", ""metric"": ""names_gap"", ""rank"": 10, ""score"": 0.005433802665766215, ""events"": 129, ""families"": 62}, {""scope"": ""query_fact"", ""position"": ""all_test"", ""anchor"": ""last"", ""metric"": ""words_gap"", ""rank"": 10, ""score"": 0.015204004953344143, ""events"": 138, ""families"": 63}]"
L20H7,647,178,40,20,False,"[{""scope"": ""all_facts"", ""position"": ""all_test"", ""anchor"": ""last"", ""metric"": ""target"", ""rank"": 5, ""score"": 0.028216991218782607, ""events"": 26, ""families"": 21}, {""scope"": ""all_facts"", ""position"": ""all_test"", ""anchor"": ""last"", ""metric"": ""names_gap"", ""rank"": 4, ""score"": 0.0106743466476762, ""events"": 26, ""families"": 21}, {""scope"": ""all_facts"", ""position"": ""all_test"", ""anchor"": ""last"", ""metric"": ""words_gap"", ""rank"": 8, ""score"": 0.020765466401667616, ""events"": 26, ""families"": 21}, {""scope"": ""query_fact"", ""position"": ""all_test"", ""anchor"": ""last"", ""metric"": ""target"", ""rank"": 3, ""score"": 0.02812038396950811, ""events"": 20, ""families"": 16}, {""scope"": ""query_fact"", ""position"": ""all_test"", ""anchor"": ""last"", ""metric"": ""names_gap"", ""rank"": 1, ""score"": 0.013667176687401177, ""events"": 20, ""families"": 16}, {""scope"": ""query_fact"", ""position"": ""all_test"", ""anchor"": ""last"", ""metric"": ""words_gap"", ""rank"": 4, ""score"": 0.02281248783947376, ""events"": 20, ""families"": 16}]"
L20H14,654,178,40,20,False,"[{""scope"": ""all_facts"", ""position"": ""all_test"", ""anchor"": ""first"", ""metric"": ""words_gap"", ""rank"": 7, ""score"": 0.017502858479188203, ""events"": 33, ""families"": 18}]"
L21H24,696,178,40,20,False,"[{""scope"": ""all_facts"", ""position"": ""all_test"", ""anchor"": ""first"", ""metric"": ""names_gap"", ""rank"": 6, ""score"": 0.006074111859999137, ""events"": 49, ""families"": 23}]"
L21H25,697,178,40,20,False,"[{""scope"": ""all_facts"", ""position"": ""all_test"", ""anchor"": ""first"", ""metric"": ""target"", ""rank"": 4, ""score"": 0.02931109256482719, ""events"": 125, ""families"": 52}, {""scope"": ""all_facts"", ""position"": ""all_test"", ""anchor"": ""first"", ""metric"": ""words_gap"", ""rank"": 3, ""score"": 0.026349071096170757, ""events"": 125, ""families"": 52}, {""scope"": ""query_fact"", ""position"": ""all_test"", ""anchor"": ""first"", ""metric"": ""target"", ""rank"": 4, ""score"": 0.022067112938882697, ""events"": 71, ""families"": 37}, {""scope"": ""query_fact"", ""position"": ""all_test"", ""anchor"": ""first"", ""metric"": ""words_gap"", ""rank"": 2, ""score"": 0.019695025823878224, ""events"": 71, ""families"": 37}]"
L21H27,699,178,40,20,False,"[{""scope"": ""query_fact"", ""position"": ""all_test"", ""anchor"": ""last"", ""metric"": ""target"", ""rank"": 8, ""score"": 0.02292010003535322, ""events"": 360, ""families"": 80}, {""scope"": ""query_fact"", ""position"": ""all_test"", ""anchor"": ""last"", ""metric"": ""words_gap"", ""rank"": 6, ""score"": 0.018409273271005742, ""events"": 360, ""families"": 80}]"
L22H5,709,178,178,89,True,"[{""scope"": ""all_facts"", ""position"": ""all_test"", ""anchor"": ""first"", ""metric"": ""target"", ""rank"": 2, ""score"": 0.03447990846605255, ""events"": 24, ""families"": 13}, {""scope"": ""all_facts"", ""position"": ""all_test"", ""anchor"": ""first"", ""metric"": ""words_gap"", ""rank"": 2, ""score"": 0.027746838373526476, ""events"": 24, ""families"": 13}]"
L23H10,746,178,40,20,False,"[{""scope"": ""all_facts"", ""position"": ""all_test"", ""anchor"": ""first"", ""metric"": ""target"", ""rank"": 5, ""score"": 0.02826998244038097, ""events"": 60, ""families"": 24}, {""scope"": ""all_facts"", ""position"": ""all_test"", ""anchor"": ""first"", ""metric"": ""names_gap"", ""rank"": 1, ""score"": 0.021504580506896468, ""events"": 60, ""families"": 24}, {""scope"": ""all_facts"", ""position"": ""all_test"", ""anchor"": ""first"", ""metric"": ""words_gap"", ""rank"": 4, ""score"": 0.02529894612869746, ""events"": 60, ""families"": 24}]"
L23H15,751,178,178,89,True,"[{""scope"": ""all_facts"", ""position"": ""all_test"", ""anchor"": ""last"", ""metric"": ""target"", ""rank"": 9, ""score"": 0.023178246578711093, ""events"": 72, ""families"": 39}]"
L24H17,785,178,40,20,False,"[{""scope"": ""query_fact"", ""position"": ""all_test"", ""anchor"": ""first"", ""metric"": ""words_gap"", ""rank"": 4, ""score"": 0.013029094348851123, ""events"": 67, ""families"": 28}]"
L25H18,818,178,40,20,False,"[{""scope"": ""all_facts"", ""position"": ""all_test"", ""anchor"": ""last"", ""metric"": ""target"", ""rank"": 4, ""score"": 0.028554712082499194, ""events"": 55, ""families"": 18}, {""scope"": ""all_facts"", ""position"": ""all_test"", ""anchor"": ""last"", ""metric"": ""names_gap"", ""rank"": 2, ""score"": 0.013070671115258954, ""events"": 46, ""families"": 17}, {""scope"": ""all_facts"", ""position"": ""all_test"", ""anchor"": ""last"", ""metric"": ""words_gap"", ""rank"": 4, ""score"": 0.022397370318804736, ""events"": 55, ""families"": 18}]"
L26H23,855,178,178,89,True,"[{""scope"": ""all_facts"", ""position"": ""all_test"", ""anchor"": ""first"", ""metric"": ""names_gap"", ""rank"": 8, ""score"": 0.005871625139086379, ""events"": 58, ""families"": 28}, {""scope"": ""query_fact"", ""position"": ""all_test"", ""anchor"": ""first"", ""metric"": ""target"", ""rank"": 6, ""score"": 0.016673796058360797, ""events"": 32, ""families"": 18}, {""scope"": ""query_fact"", ""position"": ""all_test"", ""anchor"": ""first"", ""metric"": ""names_gap"", ""rank"": 5, ""score"": 0.004150561269888582, ""events"": 29, ""families"": 17}]"
L26H31,863,178,40,20,False,"[{""scope"": ""all_facts"", ""position"": ""all_test"", ""anchor"": ""first"", ""metric"": ""words_gap"", ""rank"": 8, ""score"": 0.017274331317766515, ""events"": 26, ""families"": 11}, {""scope"": ""all_facts"", ""position"": ""all_test"", ""anchor"": ""last"", ""metric"": ""target"", ""rank"": 8, ""score"": 0.023736864928099698, ""events"": 26, ""families"": 11}, {""scope"": ""all_facts"", ""position"": ""all_test"", ""anchor"": ""last"", ""metric"": ""names_gap"", ""rank"": 3, ""score"": 0.01233195295455915, ""events"": 26, ""families"": 11}, {""scope"": ""all_facts"", ""position"": ""all_test"", ""anchor"": ""last"", ""metric"": ""words_gap"", ""rank"": 5, ""score"": 0.02216460826539372, ""events"": 26, ""families"": 11}]"
L27H23,887,178,40,20,False,"[{""scope"": ""all_facts"", ""position"": ""all_test"", ""anchor"": ""last"", ""metric"": ""target"", ""rank"": 2, ""score"": 0.03210016550576447, ""events"": 533, ""families"": 89}, {""scope"": ""all_facts"", ""position"": ""all_test"", ""anchor"": ""last"", ""metric"": ""words_gap"", ""rank"": 2, ""score"": 0.03026270708313372, ""events"": 533, ""families"": 89}, {""scope"": ""query_fact"", ""position"": ""all_test"", ""anchor"": ""last"", ""metric"": ""target"", ""rank"": 2, ""score"": 0.030917732562165193, ""events"": 214, ""families"": 89}, {""scope"": ""query_fact"", ""position"": ""all_test"", ""anchor"": ""last"", ""metric"": ""words_gap"", ""rank"": 2, ""score"": 0.02916833122110299, ""events"": 214, ""families"": 89}]"
L30H3,963,178,40,20,False,"[{""scope"": ""all_facts"", ""position"": ""all_test"", ""anchor"": ""last"", ""metric"": ""target"", ""rank"": 1, ""score"": 0.05212400539455416, ""events"": 183, ""families"": 48}, {""scope"": ""all_facts"", ""position"": ""all_test"", ""anchor"": ""last"", ""metric"": ""words_gap"", ""rank"": 1, ""score"": 0.045438360456139824, ""events"": 183, ""families"": 48}, {""scope"": ""query_fact"", ""position"": ""all_test"", ""anchor"": ""last"", ""metric"": ""target"", ""rank"": 1, ""score"": 0.052022171368645065, ""events"": 42, ""families"": 21}, {""scope"": ""query_fact"", ""position"": ""all_test"", ""anchor"": ""last"", ""metric"": ""names_gap"", ""rank"": 5, ""score"": 0.008019093236831762, ""events"": 40, ""families"": 21}, {""scope"": ""query_fact"", ""position"": ""all_test"", ""anchor"": ""last"", ""metric"": ""words_gap"", ""rank"": 1, ""score"": 0.04676706379847096, ""events"": 42, ""families"": 21}]"
L31H1,993,178,40,20,False,"[{""scope"": ""all_facts"", ""position"": ""all_test"", ""anchor"": ""first"", ""metric"": ""names_gap"", ""rank"": 9, ""score"": 0.005662964999634209, ""events"": 76, ""families"": 26}]"
