id,direction,families,mean,mean_absolute,median,minimum,maximum,sign_fraction,above_tau_fraction,retained,classification,descriptive_ci_low,descriptive_ci_high,mean_absolute_order_difference,original_gap,normalized_mean,normalized_mean_absolute,panel,group,kind,head,cohort,source,site
G1:O3:whole,restore,89,6.5675191557809205,6.5675191557809205,6.653564453125,0.275390625,10.26251220703125,1.0,1.0,True,coherent,6.185368584515004,6.930932806315047,6.098035405191143,11.170458413241954,0.5879364044715921,0.5879364044715921,G1,O3,whole,,,,
G1:O4:conditional:L18H19,noise,89,2.906222793493378,2.906222793493378,2.9144287109375,0.164306640625,5.9058837890625,1.0,1.0,True,coherent,2.7173185485132625,3.097201827402865,2.1149988710210565,11.170458413241954,0.26017041431784155,0.26017041431784155,G1,O4,conditional,595,,,
G1:O4:conditional:L18H19,restore,89,2.80691537428438,2.80691537428438,2.841217041015625,0.37744140625,4.76141357421875,1.0,1.0,True,coherent,2.6312889178147474,2.9793015800165326,2.0035744677768665,11.170458413241954,0.25128023134278343,0.25128023134278343,G1,O4,conditional,595,,,
G1:O4:whole,noise,89,5.629542549004715,5.629542549004715,5.5997314453125,0.413330078125,9.85308837890625,1.0,1.0,True,coherent,5.278754869203889,5.977417690432473,5.373235584644789,11.170458413241954,0.503967011983251,0.503967011983251,G1,O4,whole,,,,
G1:O4:whole,restore,89,5.671762777178475,5.671762777178475,5.740234375,0.59619140625,9.65521240234375,1.0,1.0,True,coherent,5.318567869636451,6.022349374749687,5.474174178048466,11.170458413241954,0.5077466445293701,0.5077466445293701,G1,O4,whole,,,,
G2:L14H23:change,noise,89,-0.0034436308935786903,0.03702437877655029,-0.00234222412109375,-0.13702392578125,0.15566253662109375,0.5168539325842697,0.07865168539325842,False,below_rule,-0.013879164952910347,0.007022490796078452,0.06237064586596543,11.170458413241954,-0.0003082801767111418,0.0033144905434373184,G2,,change,471,,,
G2:L14H23:change,restore,89,0.001605955402502853,0.03388386629940419,-0.0007171630859375,-0.1071014404296875,0.12948226928710938,0.48314606741573035,0.033707865168539325,False,below_rule,-0.0074426064330540345,0.01090215779422372,0.06941229573796305,11.170458413241954,0.00014376808391310803,0.003033346085352841,G2,,change,471,,,
G2:L14H23:conditional,noise,89,-0.21501205610425284,0.2461879293570358,-0.196075439453125,-0.9703369140625,0.25396728515625,0.8539325842696629,0.7865168539325843,True,coherent,-0.26629071155290923,-0.1678061260601108,0.3277740666035856,11.170458413241954,-0.019248275061779743,0.02203919662466079,G2,,conditional,471,,,
G2:L14H23:conditional,restore,89,-0.20057762874646134,0.23979423822981588,-0.203369140625,-0.80023193359375,0.381591796875,0.797752808988764,0.7303370786516854,True,coherent,-0.24640265930904431,-0.15474069707849053,0.32590949669312896,11.170458413241954,-0.017956078553471696,0.021466821625292763,G2,,conditional,471,,,
G2:L15H3:change,noise,89,0.0019955407367663438,0.013333482688732362,0.001953125,-0.06290435791015625,0.0428924560546875,0.6179775280898876,0.0,False,below_rule,-0.0018179283383187284,0.005739902344982275,0.02493840924809488,11.170458413241954,0.00017864448019436172,0.0011936379148886373,G2,,change,483,,,
