id,direction,families,mean,mean_absolute,median,minimum,maximum,sign_fraction,above_tau_fraction,retained,classification,descriptive_ci_low,descriptive_ci_high,mean_absolute_order_difference,original_gap,normalized_mean,normalized_mean_absolute,panel,kind,head,cohort
G2:L8H8:change,noise,20,0.002182483673095703,0.007111072540283203,0.00048828125,-0.01177978515625,0.02044677734375,0.5,0.0,False,below_rule,-0.001548292636871338,0.00605141401290893,0.014398765563964844,11.200063323974609,0.00019486351192532337,0.000634913601342003,G2,change,264,
G2:L8H8:conditional,noise,20,-0.038033676147460935,0.050513076782226565,-0.03179931640625,-0.129302978515625,0.05069732666015625,0.75,0.15,False,below_rule,-0.06135128021240234,-0.015039472579956085,0.06798171997070312,11.200063323974609,-0.003395844741881672,0.004510070641663194,G2,conditional,264,
G2:L9H17:change,noise,20,0.000600433349609375,0.007831954956054687,0.0001220703125,-0.0155029296875,0.01611328125,0.5,0.0,False,below_rule,-0.0035896396636962893,0.0047533130645751945,0.019449615478515626,11.200063323974609,5.360981739488031e-05,0.0006992777388400811,G2,change,305,
G2:L9H17:conditional,noise,20,0.03506259918212891,0.06127872467041016,0.02046966552734375,-0.1103515625,0.238128662109375,0.65,0.2,False,below_rule,0.0022393178939819334,0.07086049556732173,0.08299446105957031,11.200063323974609,0.003130571512669458,0.005471283768479975,G2,conditional,305,
G2:L9H6:change,noise,20,0.00047674179077148435,0.00882406234741211,0.0020246505737304688,-0.018310546875,0.0236358642578125,0.55,0.0,False,below_rule,-0.004450325965881347,0.0053260326385498,0.02184009552001953,11.200063323974609,4.25659906539083e-05,0.0007878582550978543,G2,change,294,
G2:L9H6:conditional,noise,20,-0.06277732849121094,0.08399848937988282,-0.04144287109375,-0.2418212890625,0.096435546875,0.8,0.25,False,below_rule,-0.10358634948730469,-0.024412088394165046,0.07089614868164062,11.200063323974609,-0.00560508692453829,0.007499822719758869,G2,conditional,294,
G2group:negative:change,noise,20,-0.13108425140380858,0.25338153839111327,-0.15250205993652344,-0.5236740112304688,0.7694244384765625,0.8,0.85,True,coherent,-0.24523552417755126,0.0012073850631713339,0.4616504669189453,11.200063323974609,-0.011703884845294804,0.022623223732023936,G2group,change,,negative
G2group:negative:intact,noise,20,-2.3439615249633787,2.3439615249633787,-1.9722366333007812,-5.777229309082031,-0.777099609375,1.0,1.0,True,coherent,-2.885937285423279,-1.8847086238861086,0.8797565460205078,11.200063323974609,-0.20928109575469508,0.20928109575469508,G2group,intact,,negative
G2group:negative:weakened,noise,20,-2.4750457763671876,2.4750457763671876,-2.184347152709961,-6.3009033203125,-0.8026123046875,1.0,1.0,True,coherent,-3.022937297821045,-2.026221714019776,1.078106689453125,11.200063323974609,-0.22098498059998992,0.22098498059998992,G2group,weakened,,negative
G2group:positive:change,noise,20,-0.19126853942871094,0.2632701873779297,-0.14031600952148438,-0.871337890625,0.3363037109375,0.75,0.75,True,coherent,-0.3252856254577637,-0.06544775962829597,0.44071044921875,11.200063323974609,-0.0170774516086249,0.023506133828223925,G2group,change,,positive
G2group:positive:intact,noise,20,5.392415618896484,5.392415618896484,5.381044387817383,3.033599853515625,7.966178894042969,1.0,1.0,True,coherent,4.77610297203064,6.008929405212402,1.9937004089355468,11.200063323974609,0.48146295810253126,0.48146295810253126,G2group,intact,,positive
G2group:positive:weakened,noise,20,5.201147079467773,5.201147079467773,5.080474853515625,3.06829833984375,7.8221435546875,1.0,1.0,True,coherent,4.621355447769165,5.8007483959198,2.264696502685547,11.200063323974609,0.46438550649390636,0.46438550649390636,G2group,weakened,,positive
G2group:reference1:change,noise,20,-0.010130929946899413,0.029120492935180663,-0.010184288024902344,-0.0718994140625,0.064788818359375,0.75,0.0,False,below_rule,-0.025491472482681275,0.005537093877792324,0.05077371597290039,11.200063323974609,-0.0009045422024724956,0.0026000293116955845,G2group,change,,reference1
G2group:reference1:intact,noise,20,0.062238025665283206,0.15448427200317383,0.05130767822265625,-0.27225494384765625,0.35277557373046875,0.6,0.6,True,heterogeneous,-0.01367222785949707,0.13940781116485573,0.2897359848022461,11.200063323974609,0.005556935158755563,0.01379316058619849,G2group,intact,,reference1
G2group:reference1:weakened,noise,20,0.05210709571838379,0.15317854881286622,0.08306884765625,-0.2568168640136719,0.3424072265625,0.6,0.55,True,heterogeneous,-0.022657022476196286,0.12833887577056882,0.28470773696899415,11.200063323974609,0.0046523929562830675,0.013676578817637182,G2group,weakened,,reference1
G2group:reference2:change,noise,20,-0.03527116775512695,0.07071161270141602,0.0088348388671875,-0.5050048828125,0.1205596923828125,0.4,0.2,False,below_rule,-0.10062664031982423,0.015124547481536845,0.07112598419189453,11.200063323974609,-0.003149193601399223,0.006313501152270478,G2group,change,,reference2
G2group:reference2:intact,noise,20,0.1818711280822754,0.25948610305786135,0.036258697509765625,-0.20285797119140625,1.935302734375,0.6,0.55,True,heterogeneous,0.013054237365722659,0.41499026060104366,0.30252628326416015,11.200063323974609,0.01623840176804769,0.02316827106704041,G2group,intact,,reference2
G2group:reference2:weakened,noise,20,0.14659996032714845,0.20746498107910155,0.034027099609375,-0.19830322265625,1.4302978515625,0.6,0.55,True,heterogeneous,0.019045600891113283,0.3179106330871576,0.2633674621582031,11.200063323974609,0.013089208166648469,0.01852355429410891,G2group,weakened,,reference2
G2group:reference3:change,noise,20,0.007074904441833496,0.030491042137145995,0.013681411743164062,-0.054473876953125,0.06182861328125,0.65,0.0,False,below_rule,-0.00854967176914215,0.02212828993797302,0.07515292167663574,11.200063323974609,0.0006316843250956547,0.002722399084287099,G2group,change,,reference3
G2group:reference3:intact,noise,20,-0.09038941860198975,0.17419111728668213,-0.04650306701660156,-0.6427001953125,0.28173828125,0.6,0.5,True,heterogeneous,-0.19159254550933838,0.004069727659225438,0.401301908493042,11.200063323974609,-0.008070438174086404,0.015552690395402717,G2group,intact,,reference3
G2group:reference3:weakened,noise,20,-0.08331451416015626,0.1599365234375,-0.028106689453125,-0.582275390625,0.3096923828125,0.6,0.5,True,heterogeneous,-0.1782118034362793,0.005192871093749974,0.389312744140625,11.200063323974609,-0.00743875384899075,0.014279965997615692,G2group,weakened,,reference3
G2group:reference4:change,noise,20,-0.0008630752563476562,0.04567775726318359,-0.0161895751953125,-0.1044464111328125,0.12493133544921875,0.55,0.15,False,below_rule,-0.024719400405883787,0.023936557769775383,0.06215171813964844,11.200063323974609,-7.705985505458495e-05,0.004078348125533075,G2group,change,,reference4
G2group:reference4:intact,noise,20,-0.1203451156616211,0.22553157806396484,-0.12531471252441406,-0.57025146484375,0.408050537109375,0.65,0.8,True,heterogeneous,-0.22807233810424807,-0.009238262176513688,0.47972755432128905,11.200063323974609,-0.010745038860986883,0.020136634190379702,G2group,intact,,reference4
