id,direction,family,effect,order_delta
0061023199c64b643fb3,noise,0,1.8668212890625,0.842041015625
0061023199c64b643fb3,noise,16,2.1782379150390625,0.892608642578125
0061023199c64b643fb3,noise,32,2.8039703369140625,2.029815673828125
0061023199c64b643fb3,noise,48,1.443359375,2.028076171875
0061023199c64b643fb3,noise,56,2.0546722412109375,-1.749298095703125
0061023199c64b643fb3,noise,64,1.0029296875,1.0498046875
0061023199c64b643fb3,noise,82,1.263702392578125,1.55364990234375
0061023199c64b643fb3,noise,96,1.3483047485351562,-0.0558319091796875
0061023199c64b643fb3,noise,98,2.5599365234375,0.85009765625
0061023199c64b643fb3,noise,102,2.4625167846679688,2.3257904052734375
0061023199c64b643fb3,noise,116,1.21624755859375,1.9822998046875
0061023199c64b643fb3,noise,130,1.8339080810546875,1.288726806640625
0061023199c64b643fb3,noise,150,2.656890869140625,0.86993408203125
0061023199c64b643fb3,noise,154,1.861083984375,1.37451171875
0061023199c64b643fb3,noise,162,2.3402099609375,-0.238525390625
0061023199c64b643fb3,noise,176,1.89990234375,0.71044921875
0061023199c64b643fb3,noise,178,1.2415885925292969,0.8630599975585938
0061023199c64b643fb3,noise,186,1.67510986328125,1.2442626953125
0061023199c64b643fb3,noise,192,1.5962905883789062,1.3623504638671875
0061023199c64b643fb3,noise,196,1.63372802734375,-0.1639404296875
04c45f1dd9dd86f0659c,noise,0,3.91851806640625,3.1475830078125
04c45f1dd9dd86f0659c,noise,16,4.4090728759765625,1.860137939453125
04c45f1dd9dd86f0659c,noise,32,5.4290313720703125,4.276031494140625
04c45f1dd9dd86f0659c,noise,48,3.8515548706054688,4.3044586181640625
04c45f1dd9dd86f0659c,noise,56,4.9755096435546875,-1.926422119140625
04c45f1dd9dd86f0659c,noise,64,2.9735107421875,3.062744140625
04c45f1dd9dd86f0659c,noise,82,3.29254150390625,3.3023681640625
04c45f1dd9dd86f0659c,noise,96,5.475334167480469,0.9838714599609375
04c45f1dd9dd86f0659c,noise,98,5.0264892578125,1.384765625
04c45f1dd9dd86f0659c,noise,102,6.634605407714844,3.1984100341796875
04c45f1dd9dd86f0659c,noise,116,5.462066650390625,5.27801513671875
04c45f1dd9dd86f0659c,noise,130,4.8064422607421875,1.869049072265625
04c45f1dd9dd86f0659c,noise,150,4.180694580078125,1.81524658203125
04c45f1dd9dd86f0659c,noise,154,4.4864501953125,4.384521484375
04c45f1dd9dd86f0659c,noise,162,6.1993408203125,-0.851318359375
04c45f1dd9dd86f0659c,noise,176,5.93829345703125,2.9874267578125
04c45f1dd9dd86f0659c,noise,178,4.555553436279297,3.6091537475585938
04c45f1dd9dd86f0659c,noise,186,5.124664306640625,4.05364990234375
04c45f1dd9dd86f0659c,noise,192,6.37847900390625,3.9866943359375
04c45f1dd9dd86f0659c,noise,196,4.51513671875,1.4189453125
0530fc216644b6d345df,noise,0,-1.24810791015625,0.2816162109375
0530fc216644b6d345df,noise,16,0.5379791259765625,-0.006072998046875
0530fc216644b6d345df,noise,32,-1.7408294677734375,-1.844451904296875
0530fc216644b6d345df,noise,48,-0.5918693542480469,-0.26132965087890625
0530fc216644b6d345df,noise,56,-0.3108673095703125,-0.648590087890625
0530fc216644b6d345df,noise,64,0.189453125,1.0595703125
0530fc216644b6d345df,noise,82,-0.054412841796875,-0.68365478515625
0530fc216644b6d345df,noise,96,-4.941902160644531,2.3969573974609375
0530fc216644b6d345df,noise,98,0.298431396484375,1.59271240234375
0530fc216644b6d345df,noise,102,-0.7483291625976562,3.3070526123046875
0530fc216644b6d345df,noise,116,-1.113922119140625,1.35125732421875
0530fc216644b6d345df,noise,130,-0.047977447509765625,1.1872634887695312
0530fc216644b6d345df,noise,150,-0.2528533935546875,-0.473480224609375
0530fc216644b6d345df,noise,154,-0.203369140625,0.63720703125
0530fc216644b6d345df,noise,162,0.23095703125,0.84375
0530fc216644b6d345df,noise,176,0.093017578125,1.2529296875
0530fc216644b6d345df,noise,178,-1.2171516418457031,-0.39572906494140625
0530fc216644b6d345df,noise,186,-0.61920166015625,0.9022216796875
0530fc216644b6d345df,noise,192,-0.43572998046875,2.2474365234375
